cleaned_text	lemm_text
Носью? Последний раз с тобой это приключилось в 10 лет.	нось последний ты это приключиться 10 год
Что с тобой происходит?	что ты происходить
Скажи мне.	сказать я
Я влюбился.	я влюбиться
Она также утверждает, что этот Вендис	она также утверждать вендис
прикрывает АлколмЭлектроникс торговлю наркотиками.	прикрывать алколмэлектроникс торговля наркотик
Как, по-вашему, ему это удается?	как повашему это удаваться
Вендис был другом моего мужа.	вендис друг мой муж
Он уже тогда делал на этом деньги,	он делать деньга
Из-за него мой муж стал наркоманом.	изз муж стать наркоман
Вендис продавал свой товар ученикам. В этом были замешаны даже полицейские.	вендис продавать свой товар ученик в замешать полицейский
Она говорит, что в этом замешаны полицейские. - Что за чушь?	она говорить замешать полицейский что чушь
Я вам уже говорила, 13 детей, которые уже почти прошли реабилитационный период, погибли.	я говорить 13 ребёнок который пройти реабилитационный период погибнуть
Именно об этом я писала, писала, писала и писала вам. Как вы не понимаете...	именно писать писать писать писать вы как понимать
Мы все проверили: не поступало никаких писем,	мы проверить поступать никакой письмо
никаких звонков, абсолютно ничего. Ничего.	никакой звонок абсолютно ничто ничто
У меня есть копии этих писем в моей квартире.	у копия этот письмо мой квартира
Я хранила их для себя.	я хранить себя
У меня есть документы, заверенные полицейским управлением.	у документ заверить полицейский управление
Мы проверим это.	мы проверить это
Майор.	майор
Небольшой перерыв.	небольшой перерыв
Прошу прощения.	просить прощение
Здравствуй, Филиппо. - Здравствуйте.	здравствовать филиппо здравствовать
Значит, ты теперь работаешь?	значит работать
Да. Закончилось веселье.	да закончиться веселие
Ты занимаешься тем же, что и твой отец?	ты заниматься же твой отец
Да.	да
Мне нужно какое-нибудь слабительное.	я нужно какоенибудь слабительное
Одну минутку.	один минутка
Вы хранили эти письма в зеленом комоде?	вы хранить письмо зелёный комод
Да.	да
В верхнем ящике.	в верхний ящик
Шесть писем мужу,	шесть письмо муж
с 1994 по 1997 года.	1994 1997 год
Три прошлогодних письма от от вашей сестры.	три прошлогодний письмо ваш сестра
Обручальные кольца...	обручальный кольцо
и фотография, которую вы получили от вашего ученика три недели тому назад.	фотография который получить ваш ученик неделя тот назад
Это все.	это весь
Нет.	нет
Нет, нет, это не правда.	нет нет это правда
Сеньора!	сеньор
Сядьте!	сесть
Кто подписал это?	кто подписать это
Это подпись майора Пини.	это подпись майор пиня
Вы подписали?	вы подписать
Да.	да
Мисс Паккард.	мисс паккард
Нам абсолютно наплевать на ваши истории, ваши звонки, письма,	мы абсолютно наплевать ваш история ваш звонок письмо
вашего мужа и вашу школу.	ваш муж ваш школа
Единственный интересующий нас вопрос, кто стоит за этим преступлением,	единственный интересовать вопрос стоить это преступление
что это за организация,	это организация
имена и адреса заказчиков.	имя адрес заказчик
Мы желаем знать: откуда у вас бомба?	мы желать знать откуда бомба
Кто помогал вам?	кто помогать вы
Никто не помогал мне.	никто помогать я
Мы уже довольно наслушались ваших выдумок.	мы довольно наслушаться ваш выдумка
Где вы взяли бомбу?	где взять бомба
Отвечайте!	отвечать
Я нашла ее в своей квартире после сметри мужа.	я найти свой квартира сметереть муж
Полагаю, это его бомба.	полагать это бомба
Я убила двух детей?	я убить два ребёнок
И их отца. И пятидесятилетнюю женщину.	и отец и пятидесятилетний женщина
В чем дело?	в дело
Похоже, свет погас только в этом здании. - Иди и проверь.	похоже свет погаснуть здание идти проверить
Здесь, что, нет резервного освещения?	здесь что резервный освещение
В кармане.	в карман
В чем дело? - Понятия не имею.	в дело понятие иметь
Я просто хотел посушить руки,	я просто хотеть посушить рука
а электричество вырубилось.	электричество вырубиться
На сегодня достаточно.	на сегодня достаточно
Отведите ее в камеру.	отвести камера
с письмами проблем не возникло.	письмо проблема возникнуть
Мы избавились от них до того, как она об этом узнала.	мы избавиться тот узнать
Что теперь?	что теперь
Я присматриваю за ней. Пока ей никто не верит.	я присматривать она пока никто верить
Хорошо.	хорошо
Мы можем быть уверены?	мы мочь уверить
На данный момент, да.	на данный момент да
Лучше, если мы кое-что предпримем.	хороший коечто предпринять
Я говорил со своим братом.	я говорить свой брат
Ему 11 лет, он - один из ваших учеников.	он 11 год ваш ученик
Он сказал, что вы его самая любимая учительница.	он сказать самый любимый учительница
Он сказал, что вы очень хороший человек.	он сказать очень хороший человек
Я ему верю.	я верить
Поэтому я хочу вам помочь.	поэтому хотеть помочь
Если, вы согласны, то запишите свой ответ на пленку и оставьте ее в комнате для допросов.	если согласный записать свой ответ плёнка оставить комната допрос
Под крышкой стола есть маленькая полочка.	под крышка стол маленький полочка
Что это было. - Запись.	что это быть запись
Но ничего невозможно разобрать. - Один момент.	но невозможно разобрать один момент
Попробуем по-другому.	попробовать подругий
Я буду там, чтобы переводить.	я быть там переводить
Я обещаю позабатиться о вас.	я обещать позабатиться вы
Тогда ты так чувственно сжала мои пальцы.	тогда чувственно сжать мой палец
Я согласна.	я согласный
Четверг,10 часов, делаешь вид, что болит живот.	четверг10 часы делать вид болеть живот
Выходишь в туалет. Возврашаеся через 7 минут.	выходить туалет возврашаести 7 минута
Если найдешь то, что я тебе оставлю, дай мне знак.	если найти то ты оставить дать знак
Затем, в 12 у тебя снова заболит живот	затем 12 снова заболеть живот
и ты опять попросишься в туалет.	попроситься туалет
Ты услышишь, когда зазвонит телефон.	ты услышать зазвонить телефон
Он перестанет звонить только, когда охранник возьмет трубку.	он перестать звонить только охранник взять трубка
Ты быстро выходишь из туалета,	ты быстро выходить туалет
садишься в лифт и спускаешься в гараж.	садиться лифт спускаться гараж
Оттуда ты должна подняться по лестнице к двери,	оттуда должный подняться лестница дверь
видущей в машинное отделение.	видти машинный отделение
Оттуда ты сможешь выбраться прямо на улицу.	оттуда смочь выбраться прямо улица
Брось свой свитер в мусорный бак и и беги прямо на станцию.	бросить свой свитер мусорный бак бежать прямо станция
Я подъеду туда и заберу тебя у черного входа.	я подъехать туда забрать чёрный вход
А потом мы решим, что делать дальше.	а решить делать далёкий
Я уверен, все будет хорошо.	я уверенный хорошо
Все будет просто прекрасно	весь просто прекрасно
Отлично.	отлично
избавьтесь от этой пленки. - Что?	избавиться плёнка что
Вы слышали. Избавьтесь от нее.	вы слышать избавиться нея
Вы позволите им убежать?	вы позволить убежать
Сбегать из под следствия - не самая лучшая идея.	сбегать следствие самый хороший идея
Придется подвергнуть вас опасности.	прийтись подвергнуть опасность
Интересно, смогут ли они выбраться отсюда живыми.	интересно смочь выбраться отсюда живой
Тебе не страшно?	ты страшно
Конечно, страшно.	конечно страшно
Вам уже лучше?	вы хороший
Я нашла сумку.	я найти сумка
записку и ключ в туалете.	записка ключ туалет
Что она сказала?	что сказать
В туалете я нашла сумку, и...	в туалет найти сумка и
записку и ключи.	записка ключ
Когда?	когда
Неделю назад.	неделя назад
В сумке были результаты тестов из клиники.	в сумка результат тест клиника
В записке было всего несколько слов:	в записка несколько слово
Выбрось... записку, когда прочтешь.	выбросить записка прочесть
Ключ от двери класса был у моей ученицы.	ключ дверь класс мой ученица
Она повесилась.	она повеситься
Покончила с собой.	покончить себя
Я не знаю, почему.	я знать почему
Пришли полицейские	прислать полицейский
и сказали, что им нечего там делать.	сказать нечего делать
В прошлый вторник я была на ее похоронах, утром.	в прошлый вторник похороны утром
А днем я была в офисе Вендиса.	а днём офис вендиса
С бомбой.	с бомба
Сеньора!	сеньор
Пожалуйста...	пожалуйста
Проводи ее.	проводить она
Полицейский участок.	полицейский участок
Соедините, пожалуйста, с добавочным 345.	соединить пожалуйста добавочный 345
Слушаю?	слушать
Вас беспокоят из клиники Липпи. Могу я поговорить с господином Кассанде?	вы беспокоить клиника липпи мочь поговорить господин кассанда
Я слушаю.	я слушать
С вами хочет поговорить доктор. Подождите минутку.	с вы хотеть поговорить доктор подождать минутка
Алло?	алло
Алло?	алло
Господин прокурор.	господин прокурор
Смотрите!	смотреть
В чем дело? - По-моему, это она?	в дело помоему это она
Да, это она! Как это возможно?	да это она как это возможно
Скорее, к главному выходу!	скорее главное выход
Где она?	где она
У черного входа.	у чёрный вход
Скорее, перекройте выходы! Поймать ее!	скорее перекрыть выход поймать она
Черт!	черта
Эй, ты! А ну, выходи!	эй ты а ну выходить
Простите меня.	простить я
Пошли, пошли, вместе.	послать послать вместе
Проверьте станцию!	проверить станция
Переводчик! Дайте мне переводчика!	переводчик дать переводчик
Почему ты изменил план?	почему изменить план
Мой отец всегда говорил, что в самый ответственный момент	мой отец говорить самый ответственный момент
нужно делать то, чего никто от тебя не ожидает.	нужно делать то никто ожидать
Как ты узнал об этом месте?	как узнать место
Я часто приходил сюда, когда был ребенком.	я часто приходить сюда ребёнок
Здесь я часто прятался.	здесь часто прятаться
Мой отец был начальником полицейского управления.	мой отец начальник полицейский управление
Знаешь, почему я согласилась?	знаешь почему согласиться
Знаешь, почему хотела убежать?	знаешь почему хотеть убежать
Я бегу не от наказания.	я бег наказание
Я убила четверых ни в чем неповинных людей.	я убить четверо неповинный человек
Я хочу понести наказание за свой поступок.	я хотеть понести наказание свой поступок
Но, перед тем, как это сделать,	но тем это сделать
Я хочу убить его.	я хотеть убить он
Это единственная причина моего согласия.	это единственный причина мой согласие
Добрый вечер. Могу я поговорить c господином Вендисом?	добрый вечер мочь поговорить c господин вендисом
Кто говорит?	кто говорить
У меня для него срочное сообщение от майора Пини.	у срочный сообщение майор пиня
Господина Вендиса сейчас нет на месте. Ему что-нибудь передать?	господин вендиса место он чтонибыть передать
Да, попросите его перезвонить майору Пини в офис как можно скорее.	да попросить перезвонить майор пиня офис скорее
Я повторяю, в его офис. Это очень важно.	я повторять офис это очень важный
Слушаю.	слушать
Витторио?	витторио
Майор отошел ненадолго.	майор отойти ненадолго
Господин Вендис?	господин вендис
Да.	да
Майор Майору срочно нужно было с вами переговорить.	майор майор срочно нужно вы переговорить
Сейчас? Где?	сейчас где
Здесь, в его офисе.	здесь офис
Я скоро буду. Вы избавились от нее?	я скоро быть вы избавиться нея
Да, о ней уже позаботились.	да позаботиться
Я знаю, что уже поздно, но мне необходимо поехать туда.	я знать поздно необходимый поехать туда
Это очень важно. Не жди меня. Я обещаю разбудить тебя, когда приеду.	это очень важный не ждать я я обещать разбудить ты приехать
я знаю, знаю...	знать знать
Увидимся позже.	увидеться поздний
Помнишь меня?	помнить я
Да.	да
Ты провел всю ночь рядом со мной?	ты провести ночь ряд я
Душь там.	душь там
... полицейские не уверены...	полицейский уверить
Они думают, что эта женщина	они думать этот женщина
подложила бомбу? - А почему бы и нет? Сейчас такие женщины пошли...	подложить бомба а почему нет сейчас такой женщина послать
Была бы на то моя воля, сама бы в них бомбой запустила. - Как ей удалось сбежать?	быть воля сам бомба запустить как удаться сбежать
Наверное, ей кто-нибудь помог. - Я до сих пор в шоке.	наверное ктонибыть помочь я сей пора шок
А ты можешь в этом быть уверена? - Не знаю.	а мочь уверить не знать
Симпатичное платьице. Где взяла? - Да, симпатичное, правда?	симпатичный платьице где взять да симпатичный правда
Да так...	да так
... у моей тетки там парфюмерный магазинчик. - Магазинчик? - Да...	мой тётка парфюмерный магазинчик магазинчик да
Ты воду забыла закрыть.	ты вода забыть закрыть
Я никогда не забуду его лица.	я забыть лицо
Оно всегда будет меня преследовать. Да то, что осталось и лицом то назвать трудно.	оно преследовать да то остаться лицо назвать трудно
Ну, знаешь, как свиная голова, какую я своей собаке покупаю.	ну знаешь свиной голова какой свой собака покупать
Думала, что в мясную лавку никогда зайти больше не смогу. - Ты так об этом говоришь!	думать мясной лавка зайти смочь ты говорить
А за мясом мне все равно ходить приходится.	а мясо равно ходить приходиться
Неужели, так страшно?	неужели страшно
Красиво, правда. - Да.	красиво правда да
Когда до станции доберешься,	когда станция добраться
там бар есть маленький, на углу...	бар маленький угол
Они нашли тело.	они найти тело
Это должно было произойти.	это должный произойти
Его нашла утром консьержка.	он найти утром консьержка
Она сказала, что будет помнить это лицо всю жизнь.	она сказать помнить это лицо жизнь
А ты как?	а как
Нам нужно выбираться от сюда.	мы нужно выбираться сюда
Закрыто.	закрытый
В деле об убийстве прошлой ночью господина Вендиса	в дело убийство прошлый ночью господин вендиса
основной подозреваемой на данный момент является англичанка Филиппа Паккард,	основной подозревать данный момент являться англичанка филипп паккард
обвиняемая во взрыве в АлкомЭлектроникс.	обвинять взрыв алкомэлектроникс
Мисс Паккард, сбежавшая прошлой ночью из-под следствия,	мисс паккард сбежать прошлый ночью изпод следствие
призналась, что намеревалась убить господина Вендиса.	признаться намереваться убить господин вендиса
Муж мисс Паккард был хорошо знаком с господином Вендисом.	муж мисс паккард знак господин вендисом
Полицейские расценивают это знакомство как мотив убийства.	полицейский расценивать это знакомство мотив убийство
Мисс Паккард родилась в Англии, в данный момент проживает в Италии.	мисс паккард родиться англия данный момент проживать италия
Полиция боится, что мисс Паккард может попросить политического убежища в Англии.	полиция бояться мисс паккард попросить политический убежище англия
Именно поэтому	именно поэтому
не прекращаются поиски	прекращаться поиск
на государственных границах.	государственный граница
А сейчас прогноз погоды...	а прогноз погода
Куда мы направляемся?	куда направляться
Хочу отвезти тебя туда, где ты выросла.	хотеть отвезти туда вырасти
Я даже имени твоего не знаю.	я имя твой знать
Филиппо.	филиппо
Когда ты родился?	когда родиться
23 мая 1978.	23 май 1978
Повтори еще раз.	повторить раз
23 мая 1978.	23 май 1978
Ты знаешь, восколько?	ты знаешь восколько
В 8 часов утра.	в 8 часы утро
Я тоже родилась 23 мая.	я родиться 23 май
Правда, это мой день рождения.	правда это день рождение
На мое первое причастие	на мой первое причастие
я была похожа на невесту	похожий невеста
Белое платье, которое мне подарила мама.	белый платье который подарить мама
Когда она надевала на меня фату, она расплакалась.	когда надевать фат расплакаться
Я не знаю, почему.	я знать почему
Здесь нам ничего не угрожает.	здесь мы угрожать
Я причинила так много зла	я причинить зло
И...	и
сделала так много глупостей.	сделать глупость
Я лгала моей	я лгать мой
матери и...	матерь и
сестре.	сестра
Много, много, много раз.	много много раз
Однажды я солгала своему мужу.	однажды солгать свой муж
Я могла спасти его.	я мочь спасти он
Но ничего уже не изменить.	но изменить
Я погубила четверых человек.	я погубить четверо человек
И наверное,	и наверное
я никогда не смогу искупить свою вину.	смочь искупить вина
Я застрелила	я застрелить
безаружного человека.	безаружный человек
Ты это знаешь.	ты это знаешь
Но...	но
ты не знаешь, что	знаешь
мне хочется верить...	хотеться верить
Верить во что?	верить что
В справедливость.	в справедливость
В жизнь.	в жизнь
Я люблю тебя.	я любить ты
Я знаю.	я знать
Это...	это
просто...	просто
Просто я хочу, чтобы все это поскорее закончилось.	просто хотеть это скорый закончиться
Попрошу тишины!	попросить тишина
Сегодня для меня настал счастливый день.	сегодня настать счастливый день
Сегодня свадьба моей любимой племянницы Паолы.	сегодня свадьба мой любимый племянница паол
Это моя подруга.	это подруга
Я очень волнуюсь. Итак...	я очень волноваться итак
Ты можешь ей довериться?	ты мочь довериться
Спроси, можем ли мы у нее остановиться.	спросить мочь остановиться
А теперь давайте поднимем бокалы.	а давать поднять бокал
Давайте дружненько, все вместе!	давать дружненький вместе
"Как поется в ""Травиате"" ""Песня для певца"""	как петься травиата песня певец
Ты меня не узнаешь?	ты узнать
Что ты натворила, черт бы тебя побрал?	что натворить черта побрать
Что ты натворила?	что натворить
Ты улетела на том вертолете.	ты улететь вертолёт
Симпатичная прическа.	симпатичный причёска
Мы можем остановиться у тебя на ночь?	мы мочь остановиться ночь
Они придут за тобой.	они прийти ты
Я знаю.	я знать
Школа Каса-Павес. Добрый день.	школа касапавес добрый день
Здравствуйте. Это Ариэль Фабрици.	здравствовать это ариэль фабрици
Могу я поговорить со своим сыном? - Он в компьютерном классе.	мочь поговорить свой сын он компьютерный класс
Минутку, пожалуйста. Я позову его.	минутка пожалуйста я позвать он
Спасибо.	спасибо
Алло?	алло
Не волнуйся, это я. Говори так, будто разговариваешь с отцом.	не волноваться это я говорить так разговаривать отец
Да, папа.	да папа
"Скажи: ""Я скоро буду дома, папа"""	сказать я скоро быть дом папа
Я скоро буду дома, папа.	я скоро быть дом папа
Скажи папа, что мы хотим с ним встретиться.	сказать папа хотеть встретиться
Мы в Монтепульсьяно.	мы монтепульсьяно
Мы будем ждать его около церкви Сан Биаджо.	мы быть ждать около церковь сан биаджо
"Теперь скажи: ""Хорошо, папа"" И вешай трубку."	теперь сказать хорошо папа и вешать трубка
Хорошо, папа.	хорошо папа
До свидания, Ариэль.	до свидание ариэль
Папа!	папа
Ты ужасно выглядишь!	ты ужасно выглядеть
Пап.	папа
Это Филиппа.	это филипп
Давайте зайдем внутрь.	давать зайти внутрь
Садитесь.	садиться
Вот немного денег.	вот немного деньга
Ты куришь?	ты курить
Тебя везде ищут.	ты везде искать
Они полагают, что вы все еще в Италии.	они полагать италия
Они оцепили город.	они оцепить город
Думаю, они пока больше нигде не ищут.	думать пока нигде искать
Но они скоро поймут свой просчет.	но скоро понять свой просчёт
Вы можете поехать со мной.	вы мочь поехать я
Не лучшая мысль, но стоит попробовать.	не хороший мысль стоить попробовать
Я не поеду с вами.	я поехать вы
Но я буду благодарна вам, если вы заберете с собой Филиппо.	но быть благодарный вы забрать себя филиппо
Он сказал мне, что любит тебя.	он сказать я любить ты
Да.	да
А ты?	а ты
Да.	да
Я тоже не поеду с тобой, папа.	я поехать ты папа
Я знаю.	я знать
Я и не думал, что у меня такой хороший сын.	я думать хороший сын
Почему мы ничего не можем с этим поделать?	почему мочь это поделать
Обними за меня Ариэля.	обнять ариэль
Уберите со стола. Я накрываю ужин. - Сначала я закончу свой рисунок.	убрать стол я накрывать ужин сначала закончить свой рисунок
Сначала убери.	сначала убрать
Я хочу показать его дедушке. - Покажешь попозже.	я хотеть показать дедушка показать поздний
Я надеялась, что вы не придете.	я надеяться прийти
Там есть душ.	там душа
Я приготовлю вам постель.	я приготовить постель
Позже я принесу вам ужин.	поздний принести ужин
- Спасибо. - Спасибо.	спасибо спасибо
Придут полицейские.	прийти полицейский
Идем?	идти
Идем.	идти
