cleaned_text	lemm_text
Он стал там немного известен.	он стать немного известный
Стэн уехал в Голливуд в надежде, что станет там новым Чаплиным.	стэн уехать голливуд надежда стать новый чаплин
Но он стал еще одним никем, которому пришлось встать в очередь за работой.	но стать один никто который прийтись встать очередь работа
Несмотря на выгодное сотрудничество, Колин был рад, что Стэн уехал.	несмотря выгодный сотрудничество колин рад стэн уехать
Личная жизнь Колина наладилась. В 1926 году он женился на Мейбл.	личный жизнь колин наладиться в 1926 год жениться мейбл
Гляди, бутылка!	глядеть бутылка
Похоже, что тех лет.	похоже тот год
Да, такими они были в свое время.	да такой свой время
Находка бутылки подстегнула искателей.	находка бутылка подстегнуть искатель
Незакрытая кибитка вблизи подтвердила их находку.	незакрытый кибитка вблизи подтвердить находка
Как ты думаешь, с каких это времён?	как думать какой это время
- Еще находки... - А здесь мы имеем дорогу.	ещё находка а иметь дорога
После дней поисков, приведёт ли дорога к потерянному городу МакКензи?	после день поиск привести дорога потерянный город маккензи
- Она есть на карте? - Нет, здесь никакой дороги нет.	она карта нет никакой дорога нет
Попытка Колина собрать деньги не удалась.	попытка колин собрать деньга удаться
Он безрезультатно обращался к держателям капиталов.	он безрезультатно обращаться держатель капитал
Но помощь пришла из Голливуда, от продюсера Рекса Соломона.	но помощь пришлый голливуд продюсер рекс соломон
Рекс Соломон разбогател, занимаясь продажей Библий.	рекс соломон разбогатеть заниматься продажа библия
Он был верующим и очень интересовался Библией и религией.	он верующий очень интересоваться библия религия
К 1929 году студия Соломона выпускала дюжину фильмов в год.	к 1929 год студия соломон выпускать дюжина фильм год
Все они были посвящены библейским событиям.	весь посвятить библейский событие
Колин МакКензи знал Соломона и хотел его встретить.	колин маккензи знать соломон хотеть встретить
Они встретились, когда Соломон приехал порыбачить в Новой Зеландии.	они встретиться соломон приехать порыбачить новый зеландия
"МакКензи работал над ""Саломеей"" уже пять лет, когда они встретились."	маккензи работать саломея пять год встретиться
Соломон увидел перспективность фильма и решил поддержать его.	соломон увидеть перспективность фильм решить поддержать он
Он был готов вложить определенную сумму.	он готовый вложить определённый сумма
Формальности уладили быстро. Бюджет фильма составил 100000 фунтов.	формальность уладить быстро бюджет фильм составить 100000 фунт
Его четвертая часть оплачивалась наличными.	он четыре часть оплачиваться наличный
15000 статистов, мужчин, женщин и детей с округи.	15000 статист мужчина женщина ребёнок округа
Колин планировал самую большую сцену в своей жизни, как генерал планирует предстоящую битву.	колин планировать самый большой сцена свой жизнь генерал планировать предстоящий битва
Битва между солдатами Ирода и мессианскими фундаменталистами.	битва солдат ирод мессианский фундаменталист
Это сцена сожрала весь задаток в 25000 фунтов.	это сцена сожрать весь задаток 25000 фунт
Но Колин не волновался. Ведь Соломон был богатым человеком.	но колин волноваться ведь соломон богатый человек
НЬЮ-ЙОРКСКАЯ БИРЖА РУШИТСЯ ПАНИКА НА БИРЖЕ	ньюйоркский биржа рушиться паника на биржа
За один только день в октябре 1929-го Рекс Соломон потерял все.	за день октябрь 1929го рекс соломон потерять весь
Это было катастрофой и для Колина, но всё же хоть раз ему повезло.	это катастрофа колин весь повезти
Пока угасал капитализм, коммунизм напрягал свои мускулы.	пока угасать капитализм коммунизм напрягать свой мускул
Иосиф Сталин развернул кампанию по пропаганде.	иосиф сталин развернуть кампания пропаганда
Идеи революции должны были распространиться на капиталистическом Западе.	идея революция должный распространиться капиталистический запад
В 1930 году Колин принял делегацию новозеландской компартии.	в 1930 год колин принять делегация новозеландский компартия
Документ о встрече в октябре между моим правительством и МакКензи.	документ встреча октябрь мой правительство маккензи
Деньги должны были использоваться на завершение революционного эпоса	деньга должный использоваться завершение революционный эпос
о классовой борьбе в древности.	классовый борьба древность
Колин вернулся в свой город с новой армией статистов,	колин вернуться свой город новый армия статист
Но СССР требовал изъятия всех библейских мотивов.	но ссср требовать изъятие библейский мотив
Креститель стал социалистом, а Ирод - фашистской акулой,	креститель стать социалист ирод фашистский акула
Саломея - проституткой, борющейся за коллективный договор.	саломея проститутка бороться коллективный договор
Колин ненавидел новую версию. Он почти не воспринял это всерьез.	колин ненавидеть новый версия он воспринять это всерьёз
И он сделал две версии. Одну для себя, а другую для СССР.	и сделать два версия один себя другой ссср
Пять проб он делал для себя, одной хватало для СССР.	пять проба делать себя один хватать ссср
"Когда ""Саломея"" была почти завершена, чета МакКензи узнала, что они ждут ребенка."	когда саломея завершить чета маккензи узнать ждать ребёнок
Но угрожала одна катастрофа.	но угрожать один катастрофа
В 1931 году Колин получил письмо из кинокомпании Палермо.	в 1931 год колин получить письмо кинокомпания палермо
Братья Палермо были весьма наглыми, и теперь им принадлежали деньги Соломона.	брат палермо весьма наглый принадлежать деньга соломон
Они требовали законченного фильма.	они требовать закончить фильм
Советские инвесторы тоже были нетерпимы и начали угрожать.	советский инвестор нетерпимый начать угрожать
Под ужасным давлением Колин торопился с завершением работы.	под ужасный давление колин торопиться завершение работа
Все участники почти не ели и не спали и совсем изнемогли.	весь участник есть спасть изнемочь
К тому же братья Палермо приехали в Новую Зеландию на поиски Колина.	к тот брат палермо приехать новый зеландия поиск колин
Чтобы завершить последние съемки, люди работали три дня без перерыва.	чтобы завершить последний съёмка человек работать день перерыв
Колин не замечал, как ослабла Мейбл.	колин замечать ослабнуть мейбл
После окончания одной съемки Мейбл упала в обморок.	после окончание один съёмка мейбл упасть обморок
У Мейбл начались боли и никто не мог остановить кровотечение.	у мейбл начаться боль никто мочь остановить кровотечение
Ребенок, мальчик, не имел ни одного шанса, как впрочем и она.	ребёнок мальчик иметь один шанс она
