cleaned_text	lemm_text
Я проверила Праулер, он в порядке.	я проверить праулера порядок
По крайней мере, она смогла его посадить.	по крайний мера смочь посадить
Поехали. Воспользуемся транспортом.	поехать воспользоваться транспорт
Нет. Это вещи Чианы.	нет это вещий чианы
Вы идёте?	вы идти
Идем.	идти
О чём это вы?	о что это вы
Я никуда не пойду.	я никуда пойти
Я остаюсь здесь!	я оставаться здесь
Да ради Бога.	да ради бог
Только не грабь могилы, Спарки!	только грабить могила спарка
Как ты смеешь предполагать, что	как сметь предполагать
Хайнирский Доминар будет...	хайнирский доминар быть
Йотца!	йотец
Тебе это ничего не напоминает?	ты это напоминать
Ну, конечно, напоминает, все эти туннели выглядят одинаково.	ну конечно напоминать туннель выглядеть одинаково
Мы заблудились?	мы заблудиться
Что они с ней делают?	что делать
- Понятия не имею. - Ты видишь у них оружие?	понятие иметь ты видеть оружие
Нет. Я спасу Чиану.	нет я спас чиана
А я займусь остальными.	а заняться остальной
- Всем, лечь на землю, сейчас же! - Чиана!	весь лечь земля же чиана
Давай!	давать
Что вы делаете?	что делать
Никто не мог продержаться на этой штуке больше пятидесяти микротов!	никто мочь продержаться штука пятьдесят микротов
Я побила рекорд!	я побить рекорд
На твоем месте, я бы этого не делала.	на твой место делать
С какой стати вы притащились за мной?	с стать притащиться я
Мы за тебя волновались, поэтому мы...	мы волноваться поэтому мы
Как это мило! А сейчас проваливайте к фреллу!	как это мило а проваливать фрелла
- Чиана... - Нет, Крайтон.	чиана нет крайтон
Теперь у меня нет времени.	теперь время
Эй, старец.	эй старец
Кому, чёрт возьми, ты это говоришь?	кома чёрт взять это говорить
И кто ты такой?	и такой
Молнон.	молнона
Попробуешь?	попробовать
Взгляните на неё!	взглянуть она
Ты поразила Вину!	ты поразить вина
Морщины, трупные пятна.	морщина трупный пятно
- Ты пришла из прошлого, никса. - Из прошлого?	ты пришлый прошлое никс из прошлое
Идемте, гарды, они жутко измотаны.	идти гарда жутко измотать
Старики.	старик
Ты что-нибудь поняла?	ты чтонибыть понять
"Не много, лишь то, что я ""измотана"" до дрена."	не много лишь то измотать дрен
Если найдёшь Чиану, спроси - что это?	если найти чиана спросить это
Спроси её сам.	спросить её сам
Айрин,	айрин
она на меня злится.	злиться
И постарайся не слишком ругать ее за Праулер.	и постараться слишком ругать праулера
Будь с ней мила.	быть мила
Это мне удается с трудом.	это удаваться труд
Ну, хотя бы не пристрели её.	ну хотя пристрелить её
Ну, хорошо, Райджел. Расскажи ещё раз.	ну хорошо райджела рассказать ещё раз
Почему ты их бросил?	почему бросить
Я уже говорил! Они первыми меня бросили!	я говорить они один бросить
Пилот потерял контакт с Крайтоном и Айрин несколько арнов назад.	пилот потерять контакт крайтон айрин несколько арновый назад
- Куда они пошли? - Вниз.	куда послать вниз
Под землю.	под земля
Они пошли искать Чиану.	они послать искать чиана
Кажется, Крайтон решил, что она еще жива.	кажется крайтон решить живой
Ах, ты, фреллов Лаксианин!	ах ты фреллов лаксианина
- Что это? - Мои личные вещи.	что это мой личный вещий
Ты разграбил могилы?	ты разграбить могила
И поверь мне, это было не так-то просто.	и поверь я это такто просто
А теперь оставь меня.	а оставить я
Да, так-то лучше.	да такто хороший
Убирайся.	убираться
И на закуску.	и закуска
Что тебе надо?	что ты надо
Ты забыла вот это.	ты забыть это
Это мой брат. Нерри.	это брат нерри
Диск не работает.	диск работать
Значит, он умер.	значит умереть
Мне очень жаль.	я очень жаль
Слушай, давай я покажу тебе эти места.	слушай давать показать ты место
Знаешь, что они делают, если хотят, чтобы ты осталась?	знаешь делать хотеть остаться
Заставляют тебя пробежать через горящие обручи	заставлять пробежать гореть обруч
голой, совсем голой.	голый голый
А после этого, ты отправляешься в акустическую камеру.	а это отправляться акустический камера
Я там только что была. Всё твоё тело начинает вибрировать.	я быть весь твой тело начинать вибрировать
Ты должна попробовать.	ты должный попробовать
По-моему, ты слишком много выпила.	помоему слишком выпить
Не будь такой, как Крайтон.	не быть такой крайтон
Перестань, на Мойе все такие правильные.	перестать мойя такой правильный
Останься со мной.	остаться я
Ты должна остаться.	ты должный остаться
Ну, хотя бы, на сбор.	ну хотя бы сбор
И что это такое?	и это такой
Молнон говорит, что это очень дредово.	молнона говорить это очень дредовый
Обещал, что у меня снесёт крышу.	обещать снести крыша
Эй, парень. Мы раньше не встречались?	эй парень мы ранний встречаться
Слишком поздно.	слишком поздно
О чём ты толкуешь, приятель?	о что толковать приятель
Пропавшие уже знают.	пропасть знать
Эй, эй, сосредоточься. Смотри мне в глаза.	эй эй сосредоточиться смотреть глаз
Дас,	дас
пора прыгать, гарда.	пора прыгать гарда
Появился новый нарл.	появиться новый нарл
Собрались кланы.	собраться клан
Пора отпраздновать!	пора отпраздновать
Раньше, наверху, древние копали Королевские Могилы,	ранний наверху древние копать королевский могила
но места больше нет!	место нет
И Короли ушли.	и король уйти
Теперь мы одни	теперь один
но мы живем!	жить
Кто войдет в скалу?	кто войти скал
- Что за...? - Фрелл.	что за фрелла
Акустическая сеть.	акустический сеть
- Может, объяснишь? - Эта сеть поддерживается гулом голосов.	мочь объяснить этот сеть поддерживаться гулом голос
Миротворцы используют этот прием в тренировочных воздушных боях,	миротворец использовать приём тренировочный воздушный бой
она смягчает падение.	смягчать падение
Я готов.	я готовый
Я же говорил.	я говорить
Фрелл!	фрелла
Дас.	дас
Вошел в скалу!	войти скал
Дред. Я должна это сделать!	дред я должный это сделать
- Чиана. - Оставь её, Крайтон.	чиана оставить её крайтон
Идём.	идти
Знаешь что? Мы приведем её в чувство и немедленно вытащим отсюда!	знаешь что мы привести её чувство немедленно вытащить отсюда
Диск жизни, который мы нашли на борту Мойи, принадлежал её брату.	диск жизнь который найти борт мойя принадлежать её брат
- Значит, он умер? - Да.	значит умереть да
Я думаю, поэтому ей здесь и нравится.	я думать поэтому нравиться
Она пытается доказать, что жизнь продолжается.	она пытаться доказать жизнь продолжаться
Айрин, когда мне понадобится заключение психолога о Чиане, я тебе сообщу.	айрин понадобиться заключение психолог чиана ты сообщить
Если попытаешься увезти ее силой, она останется здесь тебе назло.	если попытаться увезти силой остаться ты назло
Нет. Не останется.	нет не остаться
Не сейчас.	не сейчас
И что они с ним сделают?	и сделать
Вымочат кожу, высушат кости,	вымочить кожа высушить костя
и Дас будет похоронен в куполе сборов.	дас похоронный купол сбор
Только что погиб твой лучший друг!	только погибнуть твой хороший друг
Все умирают, никса.	весь умирать никс
Ты боишься смерти.	ты бояться смерть
Никогда не знаешь, когда это произойдет и как следует поступить.	никогда знаешь это произойти следовать поступить
Страх, никса,	страх никс
он угнетает.	угнетать
Но не нас. Мы живём.	но мы мы жить
Мы делаем, что хотим. Мы свободны, потому что умеем входить в скалу.	мы делать хотеть мы свободный уметь входить скал
Последний смертельный прыжок.	последний смертельный прыжок
Думаю, ты поняла.	думать понять
Останься с нами, никса.	остаться мы никс
Поклонись скале, хотя для меня она на втором месте.	поклониться скал хотя второе место
А что же на первом?	а первое
Заткнись.	заткнуться
Умолкни.	умолкнуть
Не будешь ли ты так любезна заткнуться?	не быть любезный заткнуться
Я делаю это для твоего же блага, Райджел.	я делать это твой благо райджела
Большое спасибо!	большой спасибо
Только делай это где-нибудь в другом месте! Я пытаюсь уснуть!	только делать это гденибыть друг место я пытаться уснуть
А ты не думал, что эти вещи могут быть под защитой?	а думать вещий мочь защита
Под защитой? Чего?	под защита что
Проклятья!	проклятие
Йотц! Мое единственное проклятье это ты!	йотц мой единственный проклятие это ты
В любом случае, если оно и существует,	в любой случай оно существовать
во что я не верю! То коснется только меня!	верить то коснуться я
Да, ты прав.	да право
Вина.	вино
Мне очень жаль Даса.	я очень жаль дас
О, не жалей его, никса.	о жалеть он никс
Может, не стоит пить?	мочь стоить пить
Попробуешь?	попробовать
А о чём ты говорила с Чианой на скале?	а что говорить чиана скал
Когда появится Нарл, Чиана хочет прыгнуть.	когда появиться нарл чиана хотеть прыгнуть
Я её благословила.	я её благословить
Чиана, у тебя есть микрот?	чиана микрот
Для тебя, нет.	для ты нет
Ну, хорошо. Знаешь, что?	ну хорошо знаешь что
Прости меня, я все понял, прости что я не выслушал тебя на корабле,	простить я понять простить выслушать корабль
Хорошо?	хорошо
Крайтон! Я оказалась здесь не из-за тебя.	крайтон я оказаться изз ты
Хочу напомнить, я тебе не дочь,	хотеть напомнить ты дочь
и не твоя сестра, я всего лишь твоя	твой сестра лишь твой
твоя тралк, да и то лишь во сне!	твой тралк лишь сон
Так что, прошу	так что просить
пожалуйста! Улетай!	пожалуйста улетать
Я пытаюсь помочь.	я пытаться помочь
Мне не нужна твоя помощь.	я нужный твой помощь
Мне здесь нравится.	я нравиться
Нравятся эти люди.	нравиться человек
Чиана, ты же видишь, они не понимают, что творят!	чиана видеть понимать творить
Они словно обкуренные обезьяны, прыгают в пропасть!	они словно обкурить обезьяна прыгать пропасть
Тогда скажи мне, чем так фреллово замечательна наша жизнь на Мойе!	тогда сказать я фрелловый замечательный наш жизнь мойя
Скажи.	сказать
Они перед смертью успевают пожить в свое удовольствие, Крайтон.	они смерть успевать пожить свой удовольствие крайтон
Я тоже этого хочу.	я хотеть
Ты говорил	ты говорить
я в любой момент, когда пожелаю, могу покинуть корабль.	люба момент пожелать мочь покинуть корабль
Уйти, когда захочу.	уйти захотеть
Что ж,	что ж
счастливо.	счастливо
Можешь прыгать, когда захочешь.	мочь прыгать захотеть
Чиана сделала свой выбор, Джон.	чиана сделать свой выбор джон
Прекрасно.	прекрасно
Просто здорово, Айрин.	просто здорово айрин
Надеюсь, если я решу прыгнуть под автобус,	надеяться решить прыгнуть автобус
ты окажешься рядом.	оказаться ряд
Вина сказала, ты вступаешь в клан.	вино сказать вступать клан
Ты действительно хочешь прыгнуть?	ты действительно хотеть прыгнуть
Может быть.	мочь быть
Молнон!	молнона
Эй, Боб Марли, ты не видел Молнона?	эй боб марля видеть молнона
Забудь. Я сам его найду.	забыть я найти
Молнон.	молнона
Нет, пожалуйста, не надо!	нет пожалуйста надо
Я ошибся. Прости.	я ошибиться простить
Я не хотел причинить тебе боль.	я хотеть причинить ты боль
Ты за мной следишь,	ты я следить
почему?	почему
Ты стар.	ты старый
И ты всё равно живешь!	и весь равно жить
Как тебя зовут?	как звать
Джанникс.	джанникс
Что с тобой случилось?	что ты случиться
Это случается со всеми, кто живет двадцать два цикла,	это случается весь жить двадцать цикл
и не уходит в скалу.	уходить скал
Гарды и никсы не хотят этого видеть.	гарда никс хотеть видеть
Поэтому мы уходим, прячемся.	поэтому уходить прятаться
Пропадаем.	пропадать
Пропадаете? Ты одна из пропавших?	пропадать ты один пропасть
Дас говорил, что знает, почему так происходит.	дас говорить знать почему происходить
Он сказал, скала даст ответ.	он сказать скал дать ответ
О чём ты?	о что ты
Я пропавшая. Я должна ею остаться.	я пропасть я должный она остаться
Ты, должно быть, уже прожил двадцать два цикла, а?	ты должный быть прожить двадцать цикл а
Твой конец близок, войдешь ты в скалу или нет.	твой конец близкий войти скал нет
Ты говорил с пропавшими.	ты говорить пропасть
Ты и в правду умён.	ты правда умный
Да, легко прыгать, зная, что смерть всё равно близка.	да легко прыгать знать смерть весь равно близкий
А Чиане еще жить и жить.	а чиана жить жить
Зачем же толкать её в пропасть?	зачем толкать её пропасть
Видишь это?	видеть это
От трёх грибов ты поймаешь кайф.	от три грибов поймать кайф
А четвертый тебя убьёт.	а четыре убить
Никогда не знаешь, какой.	никогда знаешь какой
По-моему мы друг друга не понимаем.	помоему друг друг понимать
Я не буду с тобой говорить,	я быть ты говорить
пока ты не попробуешь.	пока попробовать
Вот черт.	вот черта
Ты попробовал, и теперь я скажу.	ты попробовать сказать
Единственное из-за чего стоит жить - это нарл,	единственный изз стоить жить это нарл
и я хочу его.	хотеть он
Следующим должен прыгать я, но я боюсь, что скала примет меня.	следующий должный прыгать я бояться скал принять я
Поэтому вместо меня прыгнет Чиана.	поэтому вместо прыгнуть чиана
Она войдет в скалу.	она войти скал
Сукин сын!	сукин сын
Порезвился и хватит, отпусти Чиану! Иначе...	порезвиться хватить отпустить чиана иначе
Она сама хочет лететь!	она сам хотеть лететь
Я говорю правду.	я говорить правда
Я расскажу ей правду.	я рассказать правда
Правду.	правда
Если ты ее вспомнишь, гарда, а ты вряд ли вспомнишь.	если вспомнить гарда вряд вспомнить
Я вспомню!	я вспомнить
Крайтон.	крайтон
Крайтон.	крайтон
Вставай,	вставать
что с тобой случилось?	ты случиться
У нас с Молнаном вышел спор.	у молнаном выйти спорый
Я победил, кажется.	я победить кажется
Что-то непохоже.	чтоть непохожий
Я кое-что выяснил.	я коечто выяснить
Теперь я все знаю,	теперь знать
по-моему, я убедил его отговорить Чиану от прыжка.	помоему убедить отговорить чиана прыжок
Это хорошо. Просто здорово.	это хорошо просто здорово
Послушай. Мне нужно,	послушать я нужно
чтобы ты вернулась на транспортный модуль.	вернуться транспортный модуль
Возьми этот образец ткани. Он принадлежит пропавшим.	взять образец ткань он принадлежать пропасть
Пусть его просканирует Заан. Постараемся выяснить, что убивает этих детей.	пусть просканировать заан постараться выяснить убивать этот ребёнок
А ты куда?	а куда
Выяснить, не зря ли	выяснить зря
я мучаюсь от этой жуткой головной боли.	мучиться жуткий головной боль
Крайтон!	крайтон
Эй-эй! Не так громко.	эйэй не громко
Это Морна, они здорово забирают, правда?	это морный здорово забирать правда
Молнон рассказал мне о вашем разговоре.	молнона рассказать ваш разговор
Правда?	правда
Вот и чудесно.	вот чудесно
Вот и чудесно, собирайся и валим отсюда на хрен!	вот чудесно собираться валим отсюда хрен
Нет. Я не уйду	нет я уйти
Я буду прыгать.	я быть прыгать
Что?!	что
Не фрелль мне мозги. Ты же понимаешь.	не фрелля мозги ты понимать
Чиана, я знаю, тебе нравится Молнон.	чиана знать ты нравиться молнона
Но он тебя использует.	но использовать
Ты нужна ему только для того, чтобы совершить прыжок,	ты нужный тот совершить прыжок
освободив от этой обязанности его.	освободить обязанность он
Нет, не правда. Я хочу прыгнуть.	нет правда я хотеть прыгнуть
Я должна.	я должный
- Ладно. - Ладно.	ладный ладный
- Ты хочешь прыгнуть. - Да.	ты хотеть прыгнуть да
Может быть, ты и хочешь прыгнуть,	мочь быть хотеть прыгнуть
но умирать ты не хочешь.	умирать хотеть
Придет день,	прийти день
и ты меня поймёшь.	понять
Ты к фреллу...	ты фрелла
ты к фреллу не можешь...	фрелла мочь
Ты должен дать мне...	ты должный дать я
должен дать мне взлететь!	должный дать взлететь
Ты должен дать мне взлететь!	ты должный дать взлететь
Что... что ты делаешь?	что делать
По-моему это очевидно.	помоему это очевидно
- Ты никуда не уйдёшь. - Нет, уйду.	ты никуда уйти нет уйти
- Нет, не уйдёшь. - Она хочет прыгнуть!	нет уйти она хотеть прыгнуть
- Покончить с собой! - Ты не можешь её унести.	покончить себя ты мочь её унести
- Нет, могу! - Нет, не можешь.	нет мочь нет мочь
Я... Айрин! Да что с тобой происходит, чёрт возьми?	я айрин да ты происходить чёрт взять
Ты же девушка с военного плаката!	ты девушка военный плакат
Ты первая должна её тащить на корабль!	ты один должный её тащить корабль
Крайтон, послушай меня, ладно?	крайтон послушать я ладный
Если Чиана решила себя убить, она это сделает,	если чиана решить убить это сделать
пусть, не здесь и не сейчас.	пусть сейчас
Ты должен позволить ей самой найти выход.	ты должный позволить самый найти выход
Нельзя просто взять и увезти её на Мойю.	нельзя просто взять увезти её мойя
С каких пор ты стала такой проницательной?	с какой пора стать проницательный
Я понимаю ее потерю.	я понимать потеря
Я тоже.	я тоже
Ты передала образец ткани Заан?	ты передать образец ткань заан
Передала.	передать
Спасибо.	спасибо
Давай ей звякнем.	давать звякнуть
Хорошо, Крайтон. Что бы это ни значило...	хорошо крайтон что это значить
Вот так и должно выглядеть жилище Доминара.	вот должный выглядеть жилища доминар
Украшенная окровавленными трофеями, свидетелями моих побед!	украсить окровавленный трофей свидетель мой победа
Этого не может быть.	это быть
Да. Я знаю, что происходит.	да я знать происходить
Слушаю, Заан. Ты что-то обнаружила?	слушать заан ты чтоть обнаружить
Джон, образец, который ты прислал,	джон образец который прислать
подвергался длительному воздействию радиации.	подвергаться длительный воздействие радиация
Да, думаю, именно это с ними и случилось.	да думать именно это они случиться
Но на твоих датчиках уровень радиации не выше семидесяти шести традов.	но твой датчик уровень радиация выше семьдесят шесть традов
- Это много или мало? - Я бы сказала, мало.	это мало я сказать мало
Слишком мало, для того, чтобы вызвать болезнь?	слишком мало тот вызвать болезнь
Да.	да
Но, Пилот считает, что каменная пещера со скалой	но пилот считать каменный пещера скала
накапливают радиацию и увеличивают ее уровень.	накапливать радиация увеличивать уровень
Наверное поэтому они и умирают после двадцати двух циклов.	наверное поэтому умирать двадцать два цикл
Вероятно.	вероятно
Может быть, Дас это понял.	мочь быть дас это понять
Знаешь.	знаешь
Может, он знал, что если Кланы выйдут из пещер, они перестанут умирать молодыми.	мочь знать клан выйти пещера перестать умирать молодая
И у них не будет причины уходить в скалу.	и причина уходить скал
Спасибо, ребята.	спасибо ребята
Скоро мы все вернёмся.	скоро вернуться
Да хранит вас богиня, Джон.	да хранить богиня джон
Проклятье на мои мивонки!	проклятие мой мивонка
Я знаю, что ты задумала, но ничего у тебя не выйдет.	я знать задумать выйти
О чём это ты?	о что это ты
Это ты прокляла всё, что сложено в моей каюте?	это проклясть весь сложено мой каюта
Но я ничего не верну	но вернуть
чтобы ты не делала! Всё останется у меня,	делать весь остаться я
слышишь меня?!	слышать я
Всё!	весь
Тебе помочь? Что я могу сделать?	ты помочь что мочь сделать
Не трогай меня!	не трогать я
Мы рожаем в одиночестве, пока кланы готовятся к сбору.	мы рожать одиночество пока клан готовиться сбор
Да, и кому-то придется прыгнуть в пропасть без страховки,	да комуть прийтись прыгнуть пропасть страховка
только на этот раз прыгать будет наша подруга.	прыгать наш подруга
Слишком поздно, Гарда.	слишком поздно гарда
Уходите! Уходите!	уходить уходить
Послушай, Вина. Мы знаем, почему вы умираете молодыми.	послушать вино мы знать почему умирать молодая
Радиация. Мы думаем, Дас это тоже знал.	радиация мы думать дас это знать
Он понял, как положить конец прыжкам.	он понять положить конец прыжок
Дас, мой бедный Дас.	дас бедный дас
Вина, уйдя из пещер и поднявшись на поверхность,	вино уйти пещера подняться поверхность
вы будете жить дольше. Твой ребёнок не умрет.	быть жить долгий твой ребёнок умереть
Ты должна поговорить с кланами. Услышав об этом от тебя, они поверят.	ты должный поговорить клан услышать ты поверить
Больше никому не придётся прыгать.	большой никто прийтись прыгать
Не Молнан заставил Даса прыгать, гарда.	не молнана заставить дас прыгать гарда
Таковы правила клана.	таков правило клан
Дас всё понял. Он дошел до истины!	дас весь понять он дойти истина
- И ты дала ему умереть?! - Нет!	и дать умереть нет
Он ушел в скалу.	он уйти скал
Он будет жить вечно.	он жить вечно
Посмотрите на себя! Вы стары!	посмотреть себя вы старый
Вы измучены жизнью!	вы измучить жизнь
Уходите! Просто уйдите!	уходить просто уйти
Чиана, не делай этого.	чиана делать это
Послушайте меня. Все!	послушать я весь
Эти скалы излучают радиацию.	этот скала излучать радиация
Она убивает пропавших. Убивает всех вас.	она убивать пропасть убивать вы
Гарда не понимает.	гарда понимать
Он стар!	он старый
Верно.	верно
Я стар.	я старый
Такими же можете стать и вы все.	такой мочь стать весь
Я не хочу быть старцем, гарда.	я хотеть старец гарда
Поднимитесь на поверхность, живите сколько хотите!	подняться поверхность живить сколько хотеть
Поверхность занята королями и их могилами.	поверхность занятый король могила
Думаешь, Джанникс не повезло.	думать джанникс повезти
Подожди и увидишь, что станет с твоей физиономией.	подождать увидеть стать твой физиономия
Крайтон, иди ты на фрелл! Это мое дело.	крайтон идти фрелла это мой дело
Чиана, замолчи!	чиана замолчать
И больше ни шагу!	и шаг
Готов, приятель?!	готовый приятель
Вот твоя скала.	вот твой скал
Что скажешь?	что сказать
Хочешь, войдем в неё вместе?	хотеть войти она вместе
Тик. Тик. Тик.	тик тик тик
Время идет.	время идти
Гарда не понимает,	гарда понимать
мы хотим войти в скалу!	хотеть войти скал
Знаешь что?!	знаешь что
Пусть кланы решают.	пусть клан решать
Пусть проголосуют кланы!	пусть проголосовать клан
Кланы проголосуют.	клан проголосовать
И я подчинюсь их решению.	и подчиниться решение
Ты доволен?	ты довольный
- Чиана, я просто пытаюсь... - Ты не в силах мне помочь.	чиана просто пытаться ты сила помочь
Они хотят меня запугать.	они хотеть запугать
Заставить меня избавиться от сокровищ.	заставить избавиться сокровище
Пусть даже и не мечтают!	пусть мечтать
Ничего у них не выйдет.	ничто выйти
Кто здесь?!	кто здесь
Йотц! Здесь не происходит ничего странного, ничего!	йотц здесь происходить странный ничто
Слышите?! Я Райджел Шестнадцатый!	слышать я райджела шестнадцать
Меня вам не испугать.	я испугать
Ну, хорошо. Хорошо.	ну хорошо хорошо
Я все верну на место.	я вернуть место
Я обещаю. Только перестаньте.	я обещать только перестать
Пилот. Транспортный модуль заправлен?	пилот транспортный модуль заправить
Эй! Молнон.	эй молнона
Как прошло голосование?	как прошлый голосование
Ты даже не представляешь, гарда.	ты представлять гарда
Не представляешь. Все кланы. Все до единого решили остаться.	не представлять весь клан весь единый решить остаться
И продолжать прыгать.	и продолжать прыгать
Что? Они не поверили в то, что их убивает радиация?	что они поверить то убивать радиация
Нет, не поверили. Они знают истинную причину.	нет поверить они знать истинный причина
Я созываю сбор. Все хотят войти в скалу.	я созывать сбор весь хотеть войти скал
Я уже сообщил Чиане.	я сообщить чиана
Она начинает готовиться. Это будет просто дред.	она начинать готовиться это просто дред
Эй, Молнон.	эй молнона
Пожалуйста, подожди, постой.	пожалуйста подождать постоять
Почему всегда этим всё кончается?	почему это весь кончаться
Привет, старик.	привет старик
- Чиана... - Не приближайся.	чиана не приближаться
Не буду.	не быть
Кланы проголосовали?	клан проголосовать
Да.	да
- Они прекратят прыгать? - Нет.	они прекратить прыгать нет
Они решили продолжать.	они решить продолжать
Они хотят умирать.	они хотеть умирать
Но я не верю в то, что этого хочешь и ты.	но верить то хотеть ты
У меня никогда не хватало смелости.	у хватать смелость
В детстве меня воспитывал Нерри.	в детство воспитывать нерри
Я всегда следовала за ним.	я следовать он
Ты столько раз проявляла храбрость.	ты столько проявлять храбрость
Я должна это сделать, Крайтон.	я должный это сделать крайтон
А если ты умрёшь?	а умереть
Чиана!	чиана
У тебя получилось!	у получиться
Получилось?!	получиться
Я смогла!	я смочь
Прошло уже три арна, Джон.	прошлый арна джон
Подождем ещё микрот, ладно?	подождать ещё микрот ладный
Я, в последнее время, не кажусь тебе немного странным?	я последний время кадиться ты немного странный
"Что значит, ""в последнее время""?"	что значит в последний время
После того, как я поел грибов Молнона.	после тот поесть грибов молнона
Один из четырёх был ядовит.	один четыре ядовитый
И таким образом ты пытался быстрее вытащить Чиану, Джон? Наевшись грибов?	и такой образ пытаться быстрый вытащить чиана джон наесться грибов
Райджел, через девяносто микротов мы улетаем, с тобой или без тебя.	райджела девяносто микротов улетать ты ты
Я делаю все так быстро, как умею.	я делать быстро уметь
Привет, старик.	привет старик
Здравствуй, девочка.	здравствовать девочка
Ты в порядке?	ты порядок
Да.	да
Знаешь,	знаешь
В одном Молнон был прав.	в один молнона право
Прыжок	прыжок
это незабываемо.	это незабываемый
Зря ты не попробовал.	зря попробовать
Нет,	нет
я для этого слишком стар.	слишком старый
Ну всё, пора идти.	ну весь пора идти
Пора выбираться из этого царства мертвых.	пора выбираться царство мёртвый
"Проект ""Русский Farscape"" 2006 г."	проект русский farscape 2006 год
