cleaned_text	lemm_text
Сеньора, познакомьтесь, магараджа Дедудебишана Барбабадай.	сеньор познакомиться магараджа дедудебишан барбабадать
И когда она услышала, что каждый год 3 миллиона его подданных платят ему золото столько, сколько он весит.	и услышать каждый год 3 миллион поддать платить золото столько сколько весить
То она сочла его безумно приятным.	то счесть безумно приятный
Мм. Какой вопрос. Вы меня удивили и смутили.	мм какой вопрос вы удивить смутить
Но я вам отвечу. Мой вес 75 килограмм.	но ответить мой вес 75 килограмм
Вам надо есть больше белого мяса.	вы белый мясо
На следующий вечер вдова-красотка погрузилась в грезы.	на следующий вечер вдовакрасотка погрузиться грёза
Моя печальная красавица, о чем вы мечтаете?	мой печальный красавица мечтать
Об остановке в Монако. Там наши жизненные пути разойдутся.	о остановка монако там наш жизненный путь разойтись
Вам не так знакома боль расставаний... Особенно, если расстаешься навсегда.	вы знакомый боль расставание особенно расставаться навсегда
Вы теряли близкого человека?	вы терять близкий человек
Хуже... супруга.	худой супруг
Я пережил подобные минуты отчаянья.	я пережить подобный минута отчаяние
Когда потерял моего любимого белого слона.	когда потерять мой любимый белый слон
Думал, никогда не отправлюсь от потери.	думать отправиться потеря
Мне становилось все хуже...	я становиться худой
Мои верные слуги беспокоились...	мой верный слуга беспокоиться
И кстати, я так похудел, что потянул только на 65 слитков.	и кстати похуделый потянуть 65 слитковый
Теперь я здесь... рядом с вами.	теперь здесь ряд вы
мы вместе... и я бы не хотел будить те тяжкие воспоминания, но...	вместе хотеть будить тот тяжкий воспоминание но
чем занимался ваш покойный супруг?	заниматься ваш покойный супруг
Всем и ничем.	весь ничто
- Он разрабатывал копи. - Угольные?	он разрабатывать копь угольный
- Алмазные. - Мы с вами пример того, что голос настоящей печали не умолкает никогда.	алмазный мы вы пример тот голос настоящий печаль умолкать никогда
Монте-Карло не разлучит нас.	монтекарло разлучить мы
На третий вечер, принц крутил вдову в вихре вальса.	на три вечер принц крутило вдова вихор вальс
- Голова кружится? - Я пьяна...	голова кружиться я пьяный
На фоне теплого моря... ветерок из Африки...	на фон тёплый море ветерок африка
трепал кудри вдовы... в глазах принца мерцали отблески золота.	трепать кудри вдовый глаз принц мерцать отблеск золото
Вам телеграмма.	вы телеграмма
Мой друг... я разорена... я лишилась всего.	мой друг разорить лишиться всего
У меня больше ничего нет. Даже на самые мелкие расходы.	у нет даже самый мелкий расход
- Крепитесь, все-таки же у вас что-то осталось. - Это мои брильянты. И я их заложу.	крепиться всетаки чтоть остаться это мой брильянт и заложить
Я не оставлю вас в беде, Памела. Пользуйтесь моим кошельком.	я оставить беда памела пользоваться мой кошелёк
Нет-нет, только не вашим.	нетнуть ваш
Они говорили о деньгах еще час или два... После чего, прекрасная Памела, произнесла имя принца.	они говорить деньга час два после что прекрасный памела произнести имя принц
Дедудебиша	дедудебиш
И тут же отдалась ему до самого утра.	и отдаться самый утро
Здравствуйте, шеф.	здравствовать шеф
На четвертый день, судно пристало в Монте-Карло.	на четыре день судно пристать монтекарло
- Памела, вы там? Это Бибу. - Войдите.	памела там это биб войти
У меня нет слов.	у слово
У меня тоже.	у тоже
Но есть угрызения совести.	но угрызение совесть
- Не надо ничего усложнять, Бибу.	не усложнять биб
Обойдемся без всяких лишних слов. Не будем вульгарными.	обойтись всякий лишний слово не быть вульгарный
Это доллары. Вы ничего не имеете против?	это доллар вы иметь против
Вы спасаете бедную женщина и проявляете столько деликатности.	вы спасать бедный женщина проявлять столько деликатность
- Что вы за человек? - Иногда я и сам себя не понимаю.	что человек иногда понимать
Не может быть... Кошмар... фальшивые.	не быть кошмар фальшивый
Вот мерзавка!	вот мерзавка
Подделка!	подделка
Бывший номер 27-12 напоролся на Софи Шафрон, неоднократно судимую за мошенничество и кражи.	бывший номер 2712 напороться софи шафрон неоднократно судить мошенничество кража
- Мерзавка! - Негодяй!	мерзавка негодяй
Софи, моей порочности и твоей красотой, мы не мало дичи наловим.	софи мой порочность твой красота мало дичь наловить
Первый трофей имел слишком подвижный облик Гельмонта фон Аппенбурга. Он влюбился без памяти в Памелу Иглен Джордж.	один трофей иметь слишком подвижный облик гельмонт фон аппенбург он влюбиться память памела иглен джордж
Безудержную вдову, алмазного короля.	безудержный вдова алмазный король
Но бдительный Виконт де Аламбреуз строго следил за добродетелем своей сестренки.	но бдительный виконт де аламбреуз строго следить добродетель свой сестрёнка
Могу я с вашего позволения, кузен, позвонить в Венецию?	мочь ваш позволение кузен позвонить венеция
- Конечно, телефон в машине. - Спасибо.	конечно телефон машина спасибо
Он назвал меня кузеном. Хороший знак.	он назвать кузен хороший знак
Он так привержен старинным принципам.	он приверженный старинный принцип
Опытный игрок Александр взял за правило за ранее рассчитывать ходы.	опытный игрок александр взять правило ранее рассчитывать ход
Венеция была городом не очень высокой морали и там жил его верный друг.	венеция город очень высокий мораль жить верный друг
Дамы и господа, перед вами подлинное полотно Антонио Каноли, известного как Канолетто.	дама господин вы подлинный полотно антонио каноль известный канолетто
Вот здесь мастер венецианской школы утопил свой талант.	вот мастер венецианский школа утопить свой талант
Простите.	простить
- Слушаю. - Ахил, ты все в музеи Канолетто?	слушать ахилый музей канолетто
- Ты что уже вышел из тюрьмы? - А ты в нее скоро сядешь.	ты выйти тюрьма а скоро сесть
Хоть ты и бессовестный тип, я устрою все так, что у тебя купят картину.	хоть бессовестный тип устроить так купить картина
Я тебя выдам за своего дядю. Будь четырнадцатого в половине четвертого в салоне Гандальеры в гостинице Даниеля в Венеции.	я выдать свой дядя быть четырнадцать половина четыре салон гандальер гостиница даниель венеция
Надеюсь этот прием, поможет вам развеять грусть. Если только ваш брат не против.	надеяться приём помочь развеять грусть если ваш брат против
Тише, он уже здесь.	тиша здесь
Гельмонт пригласил нас погостить у него в замке.	гельмонт пригласить погостить замок
Кажется, мсье, сестре не скучно с вами.	кажется мсьё сестра скучно вы
Предвкушая значимый вечер, весь в страстном ожидании, Гельмонт, кавалер Золотого Руна, не поскупился.	предвкушать значимый вечер весь страстный ожидание гельмонт кавалер золотой руно поскупиться
Ты скоро?	ты скоро
Успех всей операции зависит от тщательности подготовки.	успех весь операция зависеть тщательность подготовка
Повторяю. Мы получаем телеграмму - разорены. Ты в обмороке, герцог переносит тебя в свою спальню.	повторять мы получать телеграмма разорить ты обморок герцог переносить спальня
Ты зовешь брата. Выходишь в коридор, кашляешь. Кашляешь громко. Я тебя слышу и вешаюсь.	ты звать брат выходить коридор кашлять кашлять громко я слышать вешаться
Ты выбегаешь и кричишь, Гельмонт, и вы меня снимаете.	ты выбегать кричать гельмонт снимать
Если и после этого он не выполнит свой долг...	если выполнить свой долг
Не слишком ли все сложно?	не слишком сложно
Я работаю не в низком стиле, а в романтическом.	я работать низок стиль романтический
За обаяние и красоту!	за обаяние красота
- Голова кружится? - Я пьяна.	голова кружиться я пьяный
Боже! Боже мой!	бог бог мой
Мне осталось только одно!	я остаться один
Я разорена.	я разорить
Будьте моей... и все что я имею будет ваше.	быть мой иметь ваш
Будьте милосердны, оставьте меня.	быть милосердный оставить я
Похоже вам стало лучше?	похоже стать хороший
Да.	да
Что ты говоришь?	что говорить
Что он говорит?	что говорить
Он недоволен и я не пойму почему.	он недовольный понять почему
Что ты говоришь?	что говорить
Мерзавка!	мерзавка
Молодец...	молодец
Он заговорил.	он заговорить
А вы вообще заткнитесь!	а вообще заткнуться
Знаешь, сколько я времени весел?	знаешь сколько время весёлый
- Но почему ты повесился? - Потому что ты кашляла.	но почему повеситься потому кашлять
Ты кашляла 2 минуты.	ты кашлять 2 минута
Уверяю вас, она не кашляла.	уверять вы кашлять
А ты вообще заткнись!	а вообще заткнуться
Молчать!	молчать
Молчать!	молчать
Как ты разговариваешь с моим женихом?	как разговаривать мой жених
- Что-что? - Да, я имею честь у вас просить руку вашей сестры.	чточто да иметь честь просить рука ваш сестра
Что? Руку моей сестры?	что рука мой сестра
Ах, как глупо!	ах глупо
Гельмонт не обращай внимание, он сумасшедший.	гельмонт обращать внимание сумасшедший
Так нельзя!	так нельзя
Вы мне?	вы я
Пропустите! Пропустите!	пропустить пропустить
Никогда не видела такого идиота!	никогда видеть такой идиот
А да, чуть не забыла, видела магараджу со своим слоном и прочей чушью!	а да забыть видеть магараджа свой слон прочий чушь
Думай, что говоришь!	думать говорить
Ему незачем знать о наших разногласиях!	он незачем знать наш разногласие
Дело было в шляпе, он подписал чек!	дело шляпа подписать чек
Чек! О боже мой!	чек о бог мой
Вот смотри, что я сейчас сделаю с этим чеком!	вот смотреть сделать это чек
Подонок! Смерти моей хочешь?	подонок смерть мой хотеть
Гельмонт! Сделай что-нибудь!	гельмонт сделать чтонибыть
Он хотел отдать мне замок, наследство, деньги!	он хотеть отдать замок наследство деньга
Вот это воспитанный человек...	вот это воспитанный человек
Я вас вылечу, Гельмонт.	я вылечить гельмонт
Мы наложим гипс и обложим ватой. И все будет хорошо.	мы наложить гипс обложить вата и хорошо
Это кто кашлял?	это кашлять
Я, господин.	я господин
А вот что!	а что
Еще раз, пожалуйста.	ещё раз пожалуйста
Туз.	туз
Все ясно.	весь ясно
Я стал жертвой метафоры.	я стать жертва метафора
Как разница.	как разница
Ничего, мы это скоро забудем.	ничто это скоро забыть
Мой дорогой, Гельмонт, я оставляю вас в надежных руках.	мой дорогой гельмонт оставлять надёжный рука
Это вам... чаевые!	это вы чаевой
Вечер был просто замечательный!	вечер просто замечательный
Отдав свою любовницу за чек на предъявителя	отдать любовница чек предъявитель
Александр остался один, но горевать он не стал.	александр остаться один горевать стать
- Здравствуйте. - Добрый день.	здравствовать добрый день
- Венеция. Первый класс. Курящие. - Летите один?	венеция один класс курящий лететь один
Да. По делам.	да по дело
Мсье, на память.	мсьё память
Ну, как хотите.	ну хотеть
Простите, мсье, вы летите в Каир?	простить мсьё лететь каир
В Венецию.	в венеция
Мне вас сам бог послал. Вы не могли бы мне оказать услугу?	я бог послать вы мочь оказать услуга
Вообще-то, нет.	вообщеть нет
Но кто знает? Это вам покажется странным но...	но знать это показаться странный но
не могли бы вы пронести мой чемоданчик через таможню?	мочь пронести чемоданчик таможня
У вас там бомба или наркотики?	у бомба наркотик
Пожалуйста, можете сами взглянуть.	пожалуйста мочь сам взглянуть
Простите, я всегда верю людям, особенно, когда они так симпатичны.	простить верить человек особенно симпатичный
Моя жизнь, мсье, сложна и запутанна.	мой жизнь мсьё сложный запутанный
У меня жена любимая... любовница... тоже любимая.	у жена любимый любовница любимый
И что?	и что
Не вижу ничего сложного. Все тут банально.	не видеть сложный весь банально
И у вас в чемоданчике обычные вещи.	и чемоданчик обычный вещий
Слишком много обычного... Это даже подозрительно.	слишком обычный это подозрительно
Меня в аэропорту встретит жена.	я аэропорт встретить жена
Яблоко. Что может быть подозрительного в яблоке?	яблоко что подозрительный яблоко
Она ужасно ревнивая.	она ужасно ревнивый
Пижама... носовой платок.	пижама носов платок
Зажигалка.	зажигалка
Это чемоданчик... мне подарила... Анжелина.	это чемоданчик подарить анжелин
Анжелина?	анжелин
Это любовница?	это любовница
Да. Будет очень печально если...	да быть очень печально если
Мария Тереза его обнаружат.	мария тереза обнаружить
Больше не слова, мсье.	большой слово мсьё
Вам незачем оправдываться за вашу любовь.	вы незачем оправдываться ваш любовь
Подумать только... я обшарил ваш чемоданчик.	подумать только обшарить ваш чемоданчик
Дом 37 Санто-Лючия. Спросите синьору Панпинио.	дом 37 сантолючие спросить синьор панпинио
Даже не знаю, как вас благодарить. Мне так повезло встретить вас.	даже знать благодарить я повезти встретить вы
Наш самолет заходит на посадку в Венеции. Мы приземлимся через несколько минут.	наш самолёт заходить посадка венеция мы приземлиться несколько минута
Просим пассажиров привести кресла в вертикальной положение и пристегнуть ремни.	просить пассажир привести кресло вертикальный положение пристегнуть ремень
Спасибо.	спасибо
Мсье, ваш чемодан. Нет, не этот.	мсьё ваш чемодан нет этот
- Извините. - Спасибо.	извинить спасибо
- Такси, синьор? - Да, спасибо.	такси синьор да спасибо
- Благодарю. - Вам, спасибо.	благодарить вы спасибо
Гостиница Даниеля.	гостиница даниель
Мы сейчас приедем.	мы приехать
Давайте чемоданчик.	давать чемоданчик
- Нет. - Почему?	нет почему
Так не было предусмотрено.	так предусмотреть
Смерть тоже не была предусмотрена.	смерть предусмотреть
- Это ошибка. - В жизни нужно все предусматривать.	это ошибка в жизнь нужно предусматривать
Дюпре. Александр Дюпре.	дюпра александр дюпра
Я заказывал.	я заказывать
К вашим услугам, синьор.	к ваш услуга синьор
- Королевские апартаменты? - Да, апартаменты.	королевский апартамент да апартамент
У вашего рулевого не важный вид.	у ваш рулевой важный вид
В обмороке.	в обморок
- Отнесете мой багаж? - Да.	отнести багаж да
Спасибо.	спасибо
Видишь, я вовремя.	видеть вовремя
Как путешествие?	как путешествие
Я тоже закрыл музей и явился по первому зову друга.	я закрыть музей явиться первое звать друг
Покупатели в салоне Гандельеры. Ты не сказал, что они японцы.	покупатель салон гандельер ты сказать японец
Какая разница?	какой разница
Никакой.	никакой
Ювелир прилетит завтра в 10:30	ювелир прилететь завтра 1030
Что мне надеть?	что надеть
Рога.	рог
Злишься?	злиться
Вот. Взгляни на эту картину.	вот взглянуть картина
Уникальная вещь.	уникальный вещь
Копия у тебя в номере.	копия номер
Еще я заказал тебе пирожное.	ещё заказать ты пирожное
Ты по прежнему любишь пирожное?	ты прежний любить пирожное
Вот видишь, ты злишься!	вот видеть злиться
Если ты из-за жены, то я тебе все объясню.	если изз жена ты объяснить
Когда явилась полиция, ты вылез в окно, я не успел тебе сказать, а дальше... ты все знаешь сам!	когда явиться полиция вылезти окно успеть ты сказать далёкий знаешь сам
Может врезать мне. Честное слово, только не злись!	мочь врезать я честной слово злиться
Через 10 минут позвони мне по телефону в салон Гандельеры.	через 10 минута позвонить телефон салон гандельер
- А что сказать? - Ничего.	а сказать ничто
Сам все скажу тебе.	сам сказать ты
Как твоя мама?	как твой мама
Мсье Дюпре. Мсье Дюпре, рулевой вашей лодки мертв.	мсьё дюпра мсьё дюпра рулевой ваш лодка мёртвый
Вовсе не в обмороке. Дирекция сочла нужным вызвать полицию.	вовсе обморок дирекция счесть нужный вызвать полиция
Что ж... ничего более умного вы все равно придумать не могли...	что ж умный равно придумать мочь
- Дорогой Виконт. - Дорогой мистер де Аламбреуз.	дорогой виконт дорогой мистер де аламбреуз
Присаживайтесь.	присаживаться
Это будет не лишним.	это лишний
Антонио Канали... площадь Санако, подпись художника внизу справа.	антонио каналя площадь санако подпись художник внизу справа
Людовик восемнадцатый продал эту картину моему двоюродному деду за 18000 золотом.	людовик восемнадцать продать картина мой двоюродный дед 18000 золото
Господа, с тех пор, я явный монархист.	господин тот пора явный монархист
Мы готовы заплатить разумную цену.	мы готовый заплатить разумный цена
Готовьтесь к тому, что разумная цена будет высокая.	готовиться тот разумный цена высокий
Мсье Дюпре вас к телефону.	мсьё дюпра телефон
Я же просил вас не называть меня Виконтом.	я просить называть виконт
Я живу тут под простым именем Дюпре. Понимаете, нет?	я жить простой имя дюпра понимать нет
- Я и сказал Дюпре, мсье Виконт. - Болтун.	я сказать дюпра мсьё виконт болтун
Да... Это мой дядя.	да это дядя
- Что ему сказать? - Что мы подумаем.	что сказать что подумать
Что мы практически согласны.	что практически согласный
Да, дядюшка.	да дядюшка
Да, дядюшка.	да дядюшка
Что вы дядя, я же человек чести.	что дядя человек честь
Да, дядюшка.	да дядюшка
Как я и предполагал.	как предполагать
Все не так просто.	весь просто
Картина... по-настоящему дорогая.	картина понастоящий дорогой
Вы не могли бы передать нам полотно для экспертизы? Мы вернем его завтра.	вы мочь передать мы полотно экспертиза мы вернуть завтра
Даете честное слово?	давать честной слово
Мне только что дядя сказал, что этот гнусный негодяй этот господин Карамуши еще жив.	я дядя сказать гнусный негодяй господин карамуш живой
Это только потому, что он ни разу не нарушал своего слова.	это потому раз нарушать свой слово
Так и быть. Жду вас завтра в своем номере...	так быть ждать завтра свой номер
с картиной и деньгами.	картина деньга
Орбино Альфонсе.	орбино альфонс
Детектив этой гостиницы.	детектив гостиница
Значит завтра в 9.	значит завтра 9
- У вас замечательная профессия. - Моя судьба не завидна.	у замечательный профессия мой судьба завидный
Две три кражи в сезон и в основном халат или полотенце.	два кража сезон основное халат полотенце
- Обещаю, что я вас не разочарую. - Как и я вас в прочем.	обещать разочаровать как прочее
Эти господа из полиции. Они ждут нас.	этот господин полиция они ждать мы
- Вы знали?... - Я знаю о ком вы...	вы знать я знать ком вы
Вы хотите спросить знал ли я рулевого этой лодки? Нет я его не знал.	вы хотеть спросить знать рулевой лодка нет знать
Вы были знакомы с мсье Фроше?	вы знакомый мсьё фрош
Ваш соотечественник был убит час назад в аэропорту.	ваш соотечественник убитый час назад аэропорт
Все мы ходим под богом.	весь ходить бог
Я спрашиваю, вы знали мсье Фроше?	я спрашивать знать мсьё фрош
Очень странно, потому что при нем нашли вашу фотографию.	очень странно немой найти ваш фотография
- Разве это я? - Вы имеете Виконта или мистера де Аламбреуза?	разве это я вы иметь виконт мистер де аламбреуз
Нет просто вы остановились тут под одним именем, а японцы знают вас под другим.	нет просто остановиться один имя японец знать другой
Будь я полицейским...	быть полицейский
Забавно, что вы так говорите.	забавно говорить
Я и сам имею дело к полиции, я трижды побеждал конкурс на звание комиссара.	я иметь дело полиция трижды побеждать конкурс звание комиссар
Значит вы почти что наш?	значит наш
Но чуть-чуть не дотянул. Вот почему я вам доверяю. Лепите ко мне электроды... пытайте током... Я буду говорить правду.	но чутьчуть дотянуть вот почему доверять лепить к электрод пытать ток я быть говорить правда
Успокойтесь мсье Виконт, ясно что вы невиновны. Расстояние между вами и убитым было больше 10 метров.	успокоиться мсьё виконт ясно невиновный расстояние вы убитый 10 метр
Точно, а если нет, то арестуйте меня.	точно нет арестовать я
- Все равно я вас достану. - Подавишься, козел.	весь равно достать подавиться козлы
- Мсье Дюпре, чего изволите? - Мой ключ.	мсьё дюпра изволить мой ключ
- Мадам приехала. - Да, я вижу.	мадам приехать да видеть
- Добрый вечер. - Добрый вечер.	добрый вечер добрый вечер
Приехала мадам Дюпре, мсье Виконт.	приехать мадам дюпра мсьё виконт
Она заказала уже номер?	она заказать номер
Да, мсье Виконт.	да мсьё виконт
Извините.	извинить
Мадам Дюпре была известна, как Джина зануда, мошенница международного класса.	мадам дюпра известный джина зануда мошенница международный класс
Удивительная актриса, она ни раз была сообщницей Александра.	удивительный актриса сообщница александр
Во время пребывания за решеткой, она осыпала его апельсинами и любовными письмами. И теперь пытала надежду на горячую встречу.	в время пребывание решётка осыпать апельсин любовный письмо и пытать надежда горячий встреча
Я здесь...	я здесь
Я жду тебя...	я ждать ты
Иди ко мне...	идти к я
Милый...	милый
- Наконец-то. - Добрый день.	наконецтый добрый день
Я поняла, что ты соскучился...	я понять соскучиться
И подумала... раз он послал мне телеграмму... значит любит.	и подумать послать телеграмма значит любить
Ничего не слышала?	ничто слышать
Я забыла о мести, о грязи, о грубостях.	я забыть месть грязь грубость
Смотри как здесь шикарно...	смотреть шикарно
Приглушенный свет чуть-чуть, холодное шампанское чуть-чуть, Моцарт чуть-чуть.	приглушить свет чутьчуть холодное шампанский чутьчуть моцарт чутьчуть
Да что с тобой?	да ты
- Ты наверное устал? - Чуть-чуть.	ты наверное устать чутьчуть
Дорогой, расслабься.	дорогой расслабиться
Твоя куколка с тобой.	твой куколка ты
Я была уверена, что мы больше не увидимся.	я уверить увидеться
Ты ошиблась.	ты ошибиться
Тише.	тиша
Там чьи-то шаги	там чьитый шаг
Тени наемных убийц преследуют меня повсюду.	тенить наёмный убийца преследовать повсюду
- Еще не все убиты. - А мне говорили другое.	ещё убитый а говорить другой
Но это метафора.	но это метафора
Я хотел сказать, что вокруг меня как коршуны кружат наемные убийцы и полицейские.	я хотеть сказать вокруг коршун кружить наёмный убийца полицейский
Вот оно что. Сними галстук, расслабься. И все пройдет.	вот оно что снять галстук расслабиться и пройти
Алле.	алле
Что забыли адрес?	что забыть адрес
Дом 37 Санто-Лючия.	дом 37 сантолючие
Мы ждем. Несите посылку.	мы ждать нести посылка
Я сейчас вашу посылку в окошко выброшу, ясно?	я ваш посылка окошко выбросить ясно
И оставьте меня в покое.	и оставить покой
- Не дайте этого. - Сделаю!	не дать это сделать
Ты мог просто сказать, что все кончено?	ты мочь просто сказать конченый
Я оставлю тебя в покое. И не зачем бросать меня в окно!	я оставить покой и бросать окно
Я всегда к тебе хорошо относилась. Хоть и знала, что ты надо мной смеешься.	я ты относиться хоть знать я смеяться
Нет-нет...	нетнуть
Я по тебе ужасно скучал.	я ты ужасно скучать
Вздохнем глубоко...	вздохнуть глубоко
И подумаем...	и подумать
Хорошо.	хорошо
Так, даже ты.	так ты
Жадный как ростовщик, не убила бы двоих из-за носового платка, пижамы, зубной щетки и полупустой зажигалки.	жадный ростовщик убить двое изз носовой платок пижама зубной щётка полупустой зажигалка
Если это шутка, Александр, найди другую.	если это шутка александр найти другой
Найди, найди... Если бы я знал, что найти.	найти найти если знать найти
Во всяком случае, если бы ты хотел разбить мое сердце, тебе это удалось.	в всякий случай хотеть разбить мой сердце ты это удаться
Прощай!	прощать
Нет! Я умею прощать. Я дам тебе еще один шанс.	нет я уметь прощать я дать ты шанс
Возьми меня сейчас же тут на столе.	взять стол
А почему не на лыжах? Или не в гамаке?	а почему лыжа или гамак
Видишь в каком я состоянии? Я же просто опозорюсь!	видеть какой состояние я просто опозориться
Алле, что вам?	алле вы
Вы подумали?	вы подумать
Это опять вы?	это вы
Подумал? Интересно о чем?	подумать интересно чем
Скажите мсье, если этот чемоданчик вам так нужен...	сказать мсьё чемоданчик нужный
Может он чего-то стоит?	мочь чеготь стоить
Никто и не спорит, номер 27-12.	никто спорить номер 2712
Что еще случилось?	что случиться
Они знают все о моем прошлом!	они знать мыть прошлое
Да, ладно...	да ладный
Послушай...	послушать
Давай позабавимся...	давать позабавиться
Сними трубку.	снять трубка
Алле!	алле
- Я хочу поговорить с мсье Александром. - Только учтите, что его сердце занято.	я хотеть поговорить мсьё александр только учесть сердце занятый
Грубиянка!	грубиянка
Алле!	алле
Говорит синьора Панпини...	говорить синьор панпиня
- Думаю слышали обо мне? - Да.	думать слышать о я да
- По какому делу? - Все по тому же... Чемоданчик.	по какой дело весь тот же чемоданчик
Меня просили вам передать, некоторую сумму.	я просить передать некоторый сумма
Некоторая сумма это сколько?	некоторый сумма это сколько
Это большая сумма...	это большой сумма
Так и есть. Я в ловушке.	так есть я ловушка
Не смотри на меня так. Тебе не понять.	не смотреть так ты понять
Это у меня с детства.	это детство
Родители были проходимцы.	родитель проходимец
Но бедные.	но бедный
Отец был мелкий вор-самоучка.	отец мелкий ворсамоучка
С тех пор у меня неуверенность в завтрашнем дне.	с тот пора неуверенность завтрашний день
Очень мило, но у вас тут днем убивают. Тем более я боюсь ходить ночью.	очень мило днём убивать тем бояться ходить ночью
Мы об этом подумали. Вы придете на пристань рядом с гостиницей.	мы подумать вы прийти пристать ряд гостиница
Подумаю.	подумать
Просто трагедия.	просто трагедия
Веришь, но я боюсь что-то упустить.	верить бояться чтоть упустить
Боюсь завтрашнего дня.	бояться завтрашний день
