cleaned_text	lemm_text
Зачем?	зачем
Это тайна Хавандшиты.	это тайна хавандшить
Прошу, лейтенант.	просить лейтенант
Огненная вода?	огненный вод
Здесь ваша резервация.	здесь ваш резервация
Отправляйтесь немедленно и научитесь работать.	отправляться немедленно научиться работать
Охота на бизонов наш очень тяжёлый труд.	охота бизоновый наш очень тяжёлый труд
Мы готовы научиться вашей лёгкой работе.	мы готовый научиться ваш лёгкий работа
В наших прериях - как свободные люди.	в наш прерия свободный человек
Вы предоставили нам земли от истоков Миссури до реки Платт и часть равнин.	вы предоставить мы земля исток миссури река платт часть равнина
Обстоятельства изменились. В Блэк Хиллс нашли золото.	обстоятельство измениться в блэк хиллс найти золото
Строятся города, прокладываются пути для поездов.	строиться город прокладываться путь поезд
Что будет с клятвами и договором?	что клятва договор
Если подпишешь аренду, ты будешь значительнее всех остальных.	если подписать аренда быть значительный остальной
Я не предатель.	я предатель
Некоторые из ваших вождей уже продали землю.	некоторый ваш вождь продать земля
Тачунка-Витко и Ситтинг Булл никогда. ..	тачункавитко ситтинг булла никогда
Ты не присоединишься к этим бандитам! Нам известно это.	ты присоединиться это бандит мы известно это
Это подписано достойными мужами.	это подписать достойный муж
- Это действительные договоры! - Ты бунтовщик, преступник!	это действительный договор ты бунтовщик преступник
- Что означают эти слова? - Что ты наш военнопленный.	что означать слово что наш военнопленный
Лейтенант Роуч, это слишком! Мы обещали свободу парламентёрам.	лейтенант роучий это слишком мы обещать свобода парламентёр
Майор Смит, вы однажды попустили этому дакоте ускользнуть!	майор смит однажды попустить это дакота ускользнуть
Это предательство родины!	это предательство родина
Лейтенант Роуч,вопрос стоит о чести нашей нации.	лейтенант роучвопрос стоить честь наш нация
Об интересах нашей нации.	о интерес наш нация
Сдайте своё оружие.	сдать свой оружие
Ты заключённый.	ты заключённый
Вперёд, краснокожий!	вперёд краснокожий
Мальчики и девочки будут учиться в нашем интернате.	мальчик девочка быть учиться наш интернат
- Воспитание это всё. - О*кей, сэр.	воспитание это весь окей сэр
У нас добрые намерения.	у добрый намерение
Давайте, поторапливайтесь!	давать поторапливаться
Ни одним патроном более!	ни один патрон более
Никогда так не делай, мой мальчик. Не с Редом Фоксом.	никогда делать мальчик не редом фоксом
Назад!	назад
Собирайте свои вещи! Тронулись!	собирать свой вещий тронуться
Кэт. . . Кэт!	кэт кэт
Тут можете сеять и жать. Надо вывезти камни.	тут мочь сеять жать надо вывезти камень
Ты нам поможешь?	ты мы помочь
Агенция пришлёт вам советников. Мне не позволяют остаться.	агенция прислать советник я позволять остаться
Это индейская земля.	это индейский земля
Индейская земля.	индейский земля
Твой мир не солнце и зелёная трава.	твой мир солнце зелёный трава
Твой мир камень и смерть.	твой мир камень смерть
Ты получил мою магию. Когда выпадет снег и снова растает	ты получить мой магия когда выпасть снег снова растаять
зови и бизоны повернут к вам.	звать бизон повернуть вы
Бизоны и мёртвыми вернутся.	бизон мёртвый вернуться
Токей-Ито?	токейитый
- Твой брат жив. - Где?	твой брат живой где
Заперт в форту.	запереть форт
Ты поможешь ему?	ты помочь он
Э, мистер Энтони, наш будущий майор. . .	э мистер энтони наш будущий майор
Прошу.	просить
- Что скажете насчёт одного бренди? - Сгинь!	что сказать насчёт один бренди сгинуть
Я вас поддержу, Кэт.	я поддержать кэт
Вы вернётесь в Сиусити?	вы вернуться сиусити
Чтобы жить на подаяния своей тёти?	чтобы жить подаяние свой тётя
Нет. Мой отец сам бы там не остался.	нет мой отец остаться
- Здравствуй, Дженни! - Здравствуй, Фред!	здравствовать дженни здравствовать фред
Курьерская почта.	курьерский почта
Майор Сэмуэл Смит.	майор сэмуэла смит
Майор Смит... его уже нет.	майор смит нет
Приказ об освобождении.	приказ освобождение
Как, отпустим его? Этого?	как отпустить он это
Приказ будет исполнен .	приказ исполнить
Остальное твоё дело.	остальной твой дело
К сожалению и его. А, посмотрим.	к сожаление он а посмотреть
Меня отправят в форт агенции. Только этого мне не хватало!	я отправить форт агенции только хватать
- Мне нужны пять человек! - Что-то должно произойти?	я нужный пять человек чтоть должный произойти
Тобиас!	тобиас
Адамс! Адамс!	адамс адамс
На сало ловят мышей, но не Токай-Ихто?	на сало ловить мышей токайихтый
Тебе нужны хороший табак, бизоньи рёбра.	ты нужный хороший табак бизоний ребро
Медвежья лапа.	медвежий лапа
Зароем старую вражду. С прериями покончено.	зарыть старый вражда с прерия покончить
Покончено и с вами, индейцами.	покончить вы индеец
Кто я? Нечестивый скаут. Моя жизнь прожжена зря как и твоя.	кто я нечестивый скаут мой жизнь прожечь зря твой
Достань золото, поделимся. Станем богатыми, мы, старые псы прерий.	достать золото поделиться стать богатый мы старое пёс прерия
Наплюём в лицо Роучу! Ну же.	наплевать лицо роучить ну же
Твоя жизнь зависит от меня.	твой жизнь зависеть я
Где золото? Расскажи мне!	где золото рассказать я
Нет!	нет
И отец твой так говорил.	и отец твой говорить
Это было последним его словом.	это последний слово
Проклятый краснокожий хотел меня убить.	проклятый краснокожий хотеть убить
Уходи. Он вернётся.	уходить он вернуться
А ты? Сегодня прибыл приказ о твоём освобождении.	а ты сегодня прибыть приказ твой освобождение
Когда тебя освободят, беги в Канаду. Дакота побеждены.	когда освободить бежать канада дакота победить
Тачунка-Витко отправился с 2000 душ к истокам Миссури.	тачункавитко отправиться 2000 душа исток миссури
А ты, Адам Адамсон?	а ты адам адамсон
И я пересеку Миссури.	и пересечь миссури
Обработаю землю и разведу коров. Кэт идёт со мной.	обработать земля развести корова кэт идти я
Если когда-нибудь будешь нуждаться во мне, отыщешь нас на вершине в Уд Маунтинс.	если когданибудь быть нуждаться я отыскать вершина уд маунтинс
Подпиши тут.	подписать тут
Не можешь прочитать?	не мочь прочитать
Ты подлежишь особым законам для индейского населения.	ты подлежать особый закон индейский население
Я подписался, что приложусь к остальным в резервации.	я подписаться приложиться остальной резервация
Тобиас.	тобиас
Отвезёшь его в агенцию. Если что-нибудь сорвётся, умрёшь.	отвезти агенция если чтонибыть сорваться умереть
Я их провожу.	я провозить
В наказание мы тебя повесим.	в наказание повесить
Дьявольская твоя кобыла для меня.	дьявольский твой кобыла я
Стой!	стоять
Чёрт! Проклятое чудовище!	чёрт проклятый чудовище
Поехали, Кэт.	поехать кэт
Если хочешь сбежать, вождь, я не препятствую тебе.	если хотеть сбежать вождь препятствовать ты
Я выведу своё племя из резервации к Тачунка-Витко.	я вывести свой племя резервация тачункавитко
Но не нарушу обещания. Сначала поедем в агентство.	но нарушить обещание сначала поехать агентство
Токей-Ито. . .	токейитый
И вы побеждены. Твой сын Тачунка-Витко умирает.	и победить твой сын тачункавитко умирать
Побеждены. Преданы. Схвачены.	победить предать схватить
Длинные ножи его пронзили!	длинный нож пронзить
Тачунка-Витко!	тачункавитко
- Дакота! - Дакота!	дакота дакота
Кто уехал отсюда?	кто уехать отсюда
Скорее к коням! К коням!	скорее конь к конь
Токей-Ито возвращается.	токейитый возвращаться
Хочет вывести нас из резервации.	хотеть вывести резервация
Да, пусть выведет нас отсюда.	да пусть вывести отсюда
Туда, где были наши типи.	туда наш типеть
Выкурим трубку мира.	выкурить трубка мир
Слышу.. .	слышать
топот бизонов и голоса наших предков.	топот бизоновый голос наш предок
Возвращаемся в горы Большой медведицы.	возвращаться гора большой медведица
И дальше за Миссури поведет нас имя Тачунка-Витко.	и далёкий миссури повести имя тачункавитко
Койот и сын пьяницы, сними своё оперение! Ты арестован!	койот сын пьяница снять свой оперение ты арестовать
Стервятники! Прогнанные собаки!	стервятник прогнать собака
Отправляемся!	отправляться
Дом на холме вконец разорился.	дом холм вконец разориться
Мы не нашли ни золота, ни счастья и двинулись дальше.	мы найти золото счастие двинуться далёкий
Поехали как другие на север. Скоро снова имели приют.	поехать другой север скоро снова иметь приют
И продавали там наше бренди. Но и от этого не разбогатели.	и продавать наш бренди но разбогатеть
Скоро буду всем довольна. Скоро буду на всё согласна.	скоро быть весь довольный скоро быть весь согласный
Бренди, табак, ружья и манёвры - какое гнилое место!	бренди табак ружьё манёвр какой гнилой место
Токей-Ито. . .	токейитый
Он сумасшедший.	он сумасшедший
Шонка мёртв.	шонка мёртвый
Медвежье племя исчезло!	медвежий племя исчезнуть
Эй, Фредди, у тебя взгляд медведя, от которого улизнула сёмга.	эй фредди взгляд медведь который улизнуть сёмга
Но она знает, где её выловят. В Миссури. Участвуешь?	но знать её выловить в миссури участвовать
Баста, я не вступаю в совместные начинания.	баста вступать совместный начинание
Мать, Большая медведица, говори и не гневайся больше на сынов своих.	мать большой медведица говорить гневаться сынов свой
Гора твоя в центре земли, она священна.	гора твой центр земля священный
Мы вернулись к тебе, твои горы нас приняли. Мы останемся.	мы вернуться ты твой гора принять мы остаться
Ты убьёшь того, кто их покинет.	ты убить тот покинуть
Токей-Ито?	токейитый
Меня позвал твой барабан.	я позвать твой барабан
Духи тебя призывают. Наш тотем.	дух призывать наш тотем
Большая медведица гневается.	большой медведица гневаться
На кого?	на кто
На тебя. Ты сын человека, который выдал её тайну.	на ты ты сын человек который выдать её тайна
Ты хочешь увести нас от её священных мест.	ты хотеть увести её священный место
Трубка выкурена. Мы переходим Миссури.	трубка выкурить мы переходить миссури
Трубка осквернена тобой.	трубка осквернить ты
Иди в горы.	идти гора
Иди без оружия и принеси мне слово Большой медведицы.	идти оружие принести слово большой медведица
Мать медведица, ты убьёшь того, кто выйдет от тебя.	мать медведица убить тот выйти ты
Большая медведица наш тотем. Она не воспрепятствует сделать то,	большой медведица наш тотем она воспрепятствовать сделать то
в чем мы дали клятву. Но она может пожелать мою жизнь.	дать клятва но пожелать мой жизнь
Когда настанет время, я поднимусь в пещеру	когда настать время подняться пещера
в сердце горы - к ней. Хау.	сердце гора она хау
Гора словно потягивается ото сна и у деревьев как будто есть руки.	гора словно потягиваться от сон дерево рука
- Ты ведь не трус? - Нет!	ты трус нет
Мы пойдём вместо него. Тачунка-Витко был предан и убит.	мы пойти вместо он тачункавитко предать убитый
Токей-Ито должен жить.	токейитый должный жить
Большая медведица мертва, но она отдает нам своё дитя.	большой медведица мёртвый отдавать мы свой дитя
Это новая жизнь и мы пойдём по новому пути.	это новый жизнь пойти новый путь
- Куда нас поведёт новый путь? - К бизонам?	куда повести новый путь к бизон
Нет. Мы будем обрабатывать землю. Разводить коров.	нет мы быть обрабатывать земля разводить корова
Ковать железо. Пахать.Это теперь наше новое занятие.	ковать железо пахатьэтый наш новое занятие
Отсюда пойдём к Уд Маунтинс, на ту сторону Миссури.	отсюда пойти уд маунтинс тот сторона миссури
Хау, Токей-Ито.	хау токейитый
Давай договоримся. Нам нужны лошади и оружие.	давать договориться мы нужный лошадь оружие
Если дадите их нам, освободим вас до захода солнца.	если дать мы освободить заход солнце
Кто стрелял в ваших людей? Кто украл ваших мустангов и ружья?	кто стрелять ваш человек кто украсть ваш мустанг ружьё
Длинные ножи, эти разьярённые койоты.	длинный нож разьярить койот
Разве вы слишком слабы и пугливы, чтобы их вернуть?	разве слишком слабый пугливый вернуть
Почему не нападёте со спины, как дикие коты на оленей?	почему напасть спина дикий коты олень
Ты говоришь с вождём сиксикау.	ты говорить вождь сиксикау
- Хорошо, поборемся. - На жизнь и на смерть.	хорошо побороться на жизнь смерть
Ситопанаки, твой брат могучий воин.	ситопанак твой брат могучий воин
После этой битвы скальп этого дакоты повиснет на его поясе.	после битва скальп дакота повиснуть пояс
Я не собака, которой дарят жизнь. Убей меня.	я собака который дарить жизнь убить я
Сиксикау и дакота могут стать братьями.	сиксикау дакота мочь стать брат
Там!	там
У них есть кони.	у конь
- Погасите костёр! - Ну-ка, убирайся! Оставь нас в покое!	погасить костёр нук убираться оставить покой
Надо погасить огонь. Краснокожие мужчины могут почуять дым.	надо погасить огонь краснокожий мужчина мочь почуять дым
Ступай на пост!	ступать пост
Индейцы!	индеец
Стража! Вслед им! Стреляйте!	стража вслед имя стрелять
Снимите нас с дерева! Лишь потом стреляйте!	снять дерево лишь стрелять
Что происходит?	что происходить
Стража!	стража
Выстрел донёсся слева.	выстрел донестись слева
Роуч готов.	роучий готовый
Обьявляется награда за Токай-Ихто, вождя Медвежьего племени.	обьявляться награда токайихтый вождь медвежий племя
Обвинён в убийсве постового, полицейского и разведчика. Сбежал из резервации.	обвинить убийсва постовой полицейский разведчик сбежать резервация
Кто его доставит, живым или мёртвым, получит 200 долларов.	кто доставить живой мёртвый получить 200 доллар
- За двести долларов поучаствуем. - И я. И я.	за двести доллар поучаствовать и я и я
Действительно. 200 долларов.	действительно 200 доллар
Кто поскачет с Редом Фоксом? Когда отправляться?	кто поскакать редом фоксом когда отправляться
Бен, бренди старым пограничникам, самого лучшего, старый мошенник.	бен бренди старое пограничник самый хороший старый мошенник
Эй, и я поучаствую!	эй поучаствовать
300 миль по прериям. Нам не нужны хромые ослы.	300 миля прерия мы нужный хромой осёл
- Ты стала настоящей шлюхой, милочка. - Ах, Фред...	ты стать настоящий шлюха милочка ах фред
Давайте, ребята. Фредди сегодня раскошелился.	давать ребята фредди сегодня раскошелиться
К истокам Миссури.	к исток миссури
Миссури.	миссури
Эй, Токай-Ихто!	эй токайихтый
- Сдаёшся? - Нет!	сдаёшся нет
Вы все мертвецы, если захочу.	вы мертвец захотеть
Но я не хочу этого. Мне нужен лишь ты.	но хотеть это я нужный лишь ты
Сдай оружие.	сдать оружие
Нужно ли всем умирать, потому что ты трус?	нужно весь умирать трус
- Я ваш. - Тогда приди.	я ваш тогда прийти
Когда все мужчины, женщины и дети перейдут Миссури, буду ждать тебя на холме.	когда мужчина женщина ребёнок перейти миссури быть ждать холм
С оружием. Хау.	с оружие хау
С оружием? Ты обезумел!	с оружие ты обезуметь
Будешь сражаться - или только со мной или со всеми моими мужчинами. Выбирай!	быть сражаться я весь мой мужчина выбирать
Пусть будет так, Токай-Ихто. Я буду тебя ждать.	пусть так токайихтый я быть ждать
Скальп твоего отца. Скоро буду носить и твой.	скальп твой отец скоро быть носить твой
Мои патроны закончились.	мой патрон закончиться
Найдёшь Адама Адамсона в Уд Маунтинс. Передашь ему золото.	найти адам адамсон уд маунтинс передать золото
Он вам поможет купить землю и коров.	он помочь купить земля корова
Он наш! Вон он там, дело сделано!	он наш вон там дело сделать
Живым тебя поймаю! Проклятый пёс!	живой поймать проклятый пёс
Там он! Там!	там он там
Назад! Хитрый дьявол!	назад хитрый дьявол
Охитика. . .	охитик
Раннее утро. Ветер проснулся.	ранний утро ветер проснуться
Мои мечты летят с ветром.	мой мечта лететь ветер
Тихо плещет могучая река. Течёт к далёкому морю.	тихо плескать могучий река течь далёкий море
И относит с собой всё, что вчера так тяготило.	и относить себя весь вчера тяготить
Новый день сейчас открывает глаза.	новый день открывать глаз
О, Миссури, верни мне любимого!	о миссури вернуть любимый
Сыновья Большой медведицы избрали тебя вождем мирного времени.	сын большой медведица избрать вождь мирный время
Мы тебя просим, священное таинство, как просили тебя наши отцы	мы просить священный таинство просить наш отец
и отцы наших отцов, подать нам пищу и мир.	отец наш отцов подать мы пища мир
Тайминг: МАВЪР РЕКЪРДС	тайминг мавър рекърдс
