cleaned_text	lemm_text
Мне надоело ждать Крайтона. Где Заан?	я надоесть ждать крайтон где заан
Упфф! Она на террасе. Принимает солнечные ванны.	упфф она терраса принимать солнечный ванна
Все это время?	весь это время
Заан.	заан
Заан!	заан
Заан!	заан
О, давайте не будем улетать отсюда.	о давать быть улетать отсюда
Уф, не думаю, что тебе стоит идти за ней.	уф думать ты стоить идти она
Она упоминала, что будет загорать без одежды.	она упоминать загорать одежда
С меня довольно	с довольно
фрелл с Крайтоном и его драгоценным модулем.	фрелла крайтон драгоценный модуль
Я спущусь на планету и собственноручно вытащу их оттуда.	я спуститься планет собственноручно вытащить оттуда
Рад был помочь.	рад помочь
Так почему ты решил, что беглецы в этих краях?	так почему решить беглец этот край
Левиафан, который они украли,	левиафан который украсть
был замечен в соседней системе.	заметить соседний система
Мы думаем, что здесь их следующая остановка.	мы думать следующий остановка
И много вас таких?	и такой
Наверняка.	наверняка
Розыскные маяки разослали на несколько планет.	розыскной маяк разослать несколько планета
А почему ты спрашиваешь?	а почему спрашивать
Просто любопытно,	просто любопытно
сколько охотников останутся с носом, потому что эти беглецы - мои.	сколько охотник остаться нос беглец мой
Прекрати!	прекратить
Что тебе известно о Лаксианине?	что ты известно лаксианина
Или о Хайнире, или о Дельвийке?	или хайнир дельвийка
В маяке была	в маяк
какая-то информация.	какаять информация
Маяк бесполезная игрушка.	маяк бесполезный игрушка
Он не подскажет тебе, как поймать	он подсказать ты поймать
беглецов без кровопролития.	беглец кровопролитие
Мы любим проливать кровь.	мы любим проливать кровь
А я нет.	а нет
Только не свою.	только свой
А чем хороши вы двое?	а хороший двое
Я собираюсь взять вас в долю.	я собираться взять доля
Помогите мне схватить заключенных,	помочь схватить заключённый
И я буду щедр. Семьдесят на тридцать.	и быть щедрый семьдесят тридцать
Семьдесят... на сорок!	семьдесят сорок
Восемьдесят на сорок.	восемьдесят сорок
Вы в деле или нет?	вы дело нет
Мы в деле?	мы дело
Пока что.	пока что
Ты думаешь, твоей уловки хватит надолго?	ты думать твой уловка хватить надолго
Лишь бы хватило времени починить модуль.	лишь хватить время починить модуль
Знаешь, а ты неплохо справляешься. Я решил, что ты наложишь на себя руки.	знаешь неплохо справляться я решить наложить рука
Смирилась с необходимостью.	смириться необходимость
Почему ты так поступил?	почему поступить
Интуиция.	интуиция
У моего отца была пара доберманов.	у мой отец пара доберман
Собаки.	собака
Их держат сворами.	они держать свора
Самый крупный и свирепый самец становится вожаком	самый крупный свирепый самец становиться вожак
лидером.	лидер
По свирепости ты проигрываешь Воркарианам.	по свирепость проигрывать воркариан
Но они об этом не знают.	но знать
Малейшая слабость и тебя съедят на обед.	маленький слабость съесть обед
Я не проявляла слабости.	я проявлять слабость
Это не важно, ты женщина.	это важный женщина
Извини. Не я придумываю правила.	извинить не придумывать правило
Ты хорошо с ними знаком.	ты они знак
Ваш персональный код принят.	ваш персональный код принять
Офицер Айрин Сун.	офицер айрин сун
Спецподразделение Миротворцев, Рота Икарион	спецподразделение миротворец рота икарион
Полк Плейсар, находится в самовольной отлучке.	полк плейсара находиться самовольный отлучка
Любовное послание от Крайса?	любовный послание крайса
Я подозреваю большее	я подозревать больший
Вы обвиняетесь в измене	вы обвиняться измена
Вам не удастся скрываться от нас вечно.	вы удаться скрываться вечно
Вас поймают, привлекут к суду и накажут.	вы поймать привлечь суд наказать
Единственный способ избежать этого.	единственный способ избежать это
Согласиться с моими условиями амнистии.	согласиться мой условие амнистия
Сдайте этого преступника - человека.	сдать преступник человек
Верните Левиафан.	вернуть левиафан
Сдайте Ка Д'Арго, Па'У Зото Заан и Доминара Райджела Шестнадцатого.	сдать ка дарго пау зоть заан доминар райджесть шестнадцать
Выполнив приказ, вы уйдете в отставку.	выполнить приказ уйти отставка
С почетом.	с почёт
Вам возвратят звание.	вы возвратить звание
Даю вам слово Миротворца.	давать слово миротворец
Знаем мы, чего оно стоит.	знать мы оно стоить
Пошли.	послать
Поторопим старушку Ферлоу, надо избавиться от этих псов, пока вспышки не прекратились.	поторопить старушка ферлоу избавиться этот псовый пока вспышка прекратиться
Ты же не воспринимаешь его всерьез?	ты воспринимать всерьёз
Я всегда воспринимаю его всерьез.	я воспринимать всерьёз
Пилот, я сел недалеко от города.	пилот сесть недалеко город
Постараюсь связаться как только найду Крайтона и Айрин.	постараться связаться найти крайтон айрин
Туда.	туда
Брось оружие. Сейчас же.	бросить оружие сейчас же
Хороший совет! Давай!	хороший совет давать
Я могу найти покупателя, который заинтересуется. Я сообщу.	я мочь найти покупатель который заинтересоваться я сообщить
Оказывается, плазменные инжекторы тоже повреждены.	оказываться плазменный инжектор повредить
На твою колымагу уйдет больше времени, чем я думала.	на твой колымага уйти время думать
Починить ее можно?	починить можно
Знаешь, лучше бы ты отдал мне ее на запчасти.	знаешь отдать запчасть
Ни за что. Ты во второй раз предлагаешь ее купить. Что такое?	ни что ты два предлагать купить что такой
Странное дело. Некоторые части подверглись фазовой деформации.	странный дело некоторый часть подвергнуться фазовый деформация
Похоже на протовещество из червоточины.	похоже протовещество червоточина
Прото-червоточина?	проточервоточина
Что тебе известно о червоточинах?	что ты известно червоточина
Теоретически их существование возможно, но только ни одна не найдена.	теоретически существование возможно один найти
И я всегда так считал.	и считать
Я тоже.	я тоже
Пока не наткнулась на необычные гравитационные волны...	пока наткнуться необычный гравитационный волна
Совсем недавно... в верхних слоях боносферы.	совсем недавно верхний слой боносфера
Уверена, это было похоже на червоточину. По крайней мере на ее начало.	уверить это похоже червоточина по крайний мера начать
Отлично, если ты права, тогда	отлично право
мне просто необходимо вернуться за новыми данными, согласна?	просто необходимый вернуться новый дать согласный
Безусловно. Для твоих... исследований.	безусловно для твой исследование
Знаешь, такой симпатичный парень, как ты.	знаешь симпатичный парень ты
не должен летать на этой куче хлама.	должный летать куча хлам
Так получилось, что недавно я приобрела	так получиться недавно приобрести
подержанный Праулер. Интересуешься?	подержать праулера интересоваться
Праулер?	праулера
Не отходи от модуля!	не отходить модуль
Идиот.	идиот
Придурок.	придурок
Хорошо! Вы здорово поработали	хорошо вы здорово поработать
Давайте его мне и отправляйтесь за остальными.	давать отправляться остальной
И оставить его тебе?	и оставить ты
Нет. Сначала допросим его. Вместе.	нет сначала допросить он вместе
- Он выведет нас на Хайнира и Дельвийку. - Да.	он вывести хайнир дельвийка да
Вы забыли, кто здесь главный?	вы забыть главный
Я убью тебя, Крайтон!	я убить ты крайтон
Крайтон? Тебя зовут Крайтон?	крайтон ты звать крайтон
Да. Мясник Крайтон.	да мясник крайтон
Что бы ты не делал с Лаксианином,	что делать лаксианин
он не заговорит.	заговорить
Хм? Хорошо.	хм хорошо
Никогда не помешает попробовать.	никогда помешать попробовать
Да, не помешает попробовать.	да помешать попробовать
О, у него толстая шкура.	о толстой шкура
Хм! Но я постараюсь, чтобы он почувствовал.	хм но постараться почувствовать
По-моему это бесполезно.	помоему это бесполезный
Ты не хочешь узнать, где двое других?	ты хотеть узнать двое другой
Вряд ли на этой планете.	вряд планета
Тогда мы узнаем координаты их корабля.	тогда узнать координата корабль
Говори! Где они?	говорить где они
Прекратите!	прекратить
Зачем пускать ему кровь?	зачем пускать кровь
Ты хотел сказать...	ты хотеть сказать
Я хотел сказать, что для Лаксианина это опасно.	я хотеть сказать лаксианина это опасный
Ты видишь, какая темная у него кровь?	ты видеть тёмный кровь
Вы должны стимулировать его, пока не потечет чистая кровь.	вы должный стимулировать он пока потечь чистый кровь
Или... что?	или что
Или он умрет от заражения крови.	или умереть заражение кровь
Заключенные нужны Крайсу живыми.	заключённый нужный крайсу живой
Маяк ничего об этом не говорил.	маяк говорить
Я слышал другое.	я слышать другой
Кому-то захотелось пострелять, Плуто?	комуть захотеться пострелять плуто
Почему ты его защищаешь?	почему защищать
Может, на самом деле вы союзники, а?	мочь самый дело союзник а
Да. Вдруг, беглецы предложили тебе больше денег за то,	да вдруг беглец предложить ты деньга то
чтобы ты спрятал их от охотников.	спрятать охотник
Думаешь, меня волнует эта груда мяса?	думать волновать этот груда мясо
Вот что я вам скажу: мертвый он ничего не стоит.	вот сказать мёртвый стоить
А допрос - пустая трата времени!	а допрос пустой трата время
Докажи это	доказать это
Потрать немного времени.	потратить немного время
Ты меня слышишь? Слышишь меня,	ты слышать слышать я
болван татуированный.	болван татуировать
Можешь говорить или молчать.	мочь говорить молчать
Ты можешь подохнуть прямо сейчас или или держаться сколько сможешь,	ты мочь подохнуть прямо держаться сколько смочь
но в любом случае, если если не сделаешь, как я скажу,	любой случай сделать сказать
все будет кончено.	конченый
Ты меня понял?	ты понять
Чтоб тебя!	чтоб ты
Он вырубился.	он вырубиться
Пустая трата времени.	пустой трата время
Кровь... кровь чистая	кровь кровь чистый
Он жив. Во всяком случае... пока.	он живой в всякий случай пока
Сколько еще времени это займет?	сколько время это занять
В два раза дольше, чем если б тебя здесь не было.	в раз долгий б быть
Почему бы тебе не пойти прогуляться? Здесь есть очень милые уголки...	почему ты пойти прогуляться здесь очень милый уголок
Милые уголки?	милый уголок
Ну, в том направлении поистине удивительный вид на песок.	ну направление поистине удивительный вид песок
- Песок? - Сколько душе будет угодно.	песок сколько душа угодный
Моей душе сейчас много что угодно, но уж точно не песок!	мой душа угодный точно песок
Что он делает?	что делать
Наверное, переколибровку двигателя.	наверное переколибровка двигатель
Нет, он хочет добраться до черного ящика.	нет хотеть добраться чёрный ящик
Эй! Пошел на фрелл отсюда!	эй пойти фрелла отсюда
Кем бы он ни был, теперь он мертв.	кто быть мёртвый
Ты цела?	ты целый
Я ничего не вижу!	я видеть
Ах, Райджел. Я будто заново родилась.	ах райджела я заново родиться
Заан! Ты одета?	заан ты одетый
Я не ношу лохмотьев.	я носить лохмотья
Я в одеянии новорожденного младенца.	я одеяние новорождённый младенец
Тогда уйди прочь.	тогда уйти прочь
Не оскорбляй мой взор своими голыми синими конечностями.	не оскорблять взор свой голый синий конечность
Которые из них тебе не нравятся?	который ты нравиться
- Покажи мне. - Нет, спасибо.	показать я нет спасибо
Помогите! Помогите!	помочь помочь
Меня домогается сумасшедшая дельвийская эксгибиционистка!	я домогаться сумасшедший дельвийскай эксгибиционистка
Очень смешно.	очень смешно
Пришла, чтобы меня позлить?	пришлый позлить
Нет, конечно. Я искала Д'Арго.	нет конечно я искать дарго
Хорошо, тогда поищи на планете,	хорошо поискать планета
Он спустился забирать Крайтона и Айрин.	он спуститься забирать крайтон айрин
Силой, если придется.	силой прийтись
Пойду найду его. Д'Арго необуздан	пойти найти он дарго необуздать
и скор на расправу.	скорый расправа
Да. Будь любезна. Иди.	да быть любезный идти
Пилот, подготовь модуль к запуску.	пилот подготовить модуль запуск
Сильно не переживай. Это пройдет. Наверняка.	сильно переживать это пройти наверняка
- Наверняка? - Конечно. Шесть к десяти - зрение вернется.	наверняка конечно шесть десять зрение вернуться
- Семь. Даже восемь. - Быстро?	семь даже восемь быстро
Только не говори, что ты не глазной врач.	только говорить глазной врач
- Новый запах. - Да?	новый запах да
Очень тонкий.	очень тонкий
Дельвийка.	дельвийка
У нас проблемы. Сюда спустился Д'Арго, и его сцапали ищейки. Смотри...	у проблема сюда спуститься дарго сцапать ищейка смотреть
Смотреть? Извини, но смотреть я как раз и не могу.	смотреть извинить смотреть мочь
О чем ты говоришь?	о говорить
- Ты не видишь? - Не волнуйся, это...	ты видеть не волноваться это
Это временно. Наверное.	это временно наверное
Конечно. Шесть к десяти, что восстановится. Семь. Даже восемь.	конечно шесть десять восстановиться семь даже восемь
Айрин, как это случилось?	айрин это случиться
- Явился еще один охотник. - Еще один?	явиться охотник ещё один
Ее ослепила солнечная вспышка, когда она боролась с ним.	она ослепить солнечный вспышка бороться он
Не нужно мне помогать, Крайтон!	не нужно помогать крайтон
Сейчас тебе самой не справиться.	сейчас ты самый справиться
Прекрати вести себя, как грубый Миротворец.	прекратить вести себя грубый миротворец
Вообще-то, бывший Миротворец.	вообщеть бывший миротворец
Я знаю.	я знать
Ферлоу! Нам нужен модуль. И побыстрее!	ферлоу мы нужный модуль и быстрый
Запах. Пропал.	запах пропасть
Помоги мне... сейчас не время.	помочь я время
Рорг, Рорф. Пошли.	рорг рорф послать
Иногда тебе везет. Д'Арго. Очнись!	иногда ты везти дарго очнуться
Ты принес меч. Отлично. Теперь проверим ТВОИ чувствительные отростки.	ты принести меч отлично теперь проверить твой чувствительный отросток
Слушай, у нас нет на это времени!	слушай это время
Это не должно было случиться, ты не должен был спускаться сюда.	это должный случиться должный спускаться сюда
Так же, как и ты!	так же ты
Я просто хочу домой!	я просто хотеть домой
Не спросив, чего это будет стоить остальным!	не спросить это стоить остальной
Что? Ах, да, верно! Напомни мне,	что ах да верно напомнить я
кто отрубил Пилоту руку, чтобы получить обратный билет?	отрубить пилот рука получить обратный билет
Нет. Это был не я!	нет это я
Я был слишком занят, спасением твоей задницы!	я слишком занятый спасение твой задница
Слишком занят хранением твоих семейных тайн!	слишком занятый хранение твой семейный тайна
Я запишу, чем кончатся наши отношения.	я записать кончиться наш отношение
Отношения? У нас были отношения? Не удивительно, что ты захотел убить меня.	отношение у отношение не удивительно захотеть убить я
Я думал...	я думать
Думал что? Нет-нет. Завтра ты поблагодаришь меня за то, что сегодня я спас твою задницу!	думать что нетнуть завтра поблагодарить то сегодня спасти твой задница
- Ты пытал меня! - Я спасал тебя!	ты пытать я я спасать ты
Знаешь, мне сложно было представить, какие мысли копошатся в твоих крохотных мозгах!	знаешь сложно представить какой мысль копошиться твой крохотный мозги
Мне сложно представить, зачем ты это делаешь!	я сложно представить это делать
Даю подсказку. Мне надоело подставляться каждый раз, вытаскивая тебя из беды.	давать подсказка я надоесть подставляться каждый раз вытаскивать беда
Стоит мне ослабить бдительность, ты меня подводишь.	стоить ослабить бдительность подводить
Извини. Я всего лишь человек.	извинить я лишь человек
Ты так похож на Миротворца, что я часто об этом забываю.	ты похожий миротворец часто забывать
И что из этого?	и это
Или ты всегда должен быть вожаком?	или должный вожак
Вожаком?	вожак
Ага, важной персоной.	ага важный персона
Быть самым главным, лидером.	быть самый главное лидер
Ты как... ребенок!	ты как ребёнок
А ты - эгоист.	а эгоист
Порой. А ты эгоист?	порой а эгоист
Бывает.	бывать
Я когда-нибудь наставлял на тебя оружие?	я когданибудь наставлять оружие
У нас не получится? Нам никогда не стать друзьями?	у получиться мы стать друг
Дружба - это слишком много.	дружба это слишком много
А как насчет уважения?	а насчёт уважение
Мы можем быть союзниками.	мы мочь союзник
