cleaned_text	lemm_text
Я говорю о том, что частный сектор постоянно требует результатов, разумеется, это большое давление.	я говорить тот частный сектор постоянно требовать результат разумеется это большой давление
Хотя, думаю, вам бы это понравилось.	хотя думать это понравиться
Вы пытаетесь сменить тему, предлагая мне очередную работу?	вы пытаться сменить тема предлагать очередной работа
Я напоминаю себе навязчивого поклонника, которому постоянно отказывают в свидании.	я напоминать навязчивый поклонник который постоянно отказывать свидание
Давайте проясним ситуацию, я очень польщена. Но в этом расследовании я тоже пойду до конца.	давать прояснить ситуация очень польстить но расследование пойти конец
Я не ожидала ничего другого.	я ожидать другой
А я ожидаю от вас большего, чем имитация хорошего отношения.	а ожидать больший имитация хороший отношение
Вы знали этого человека. Он был вашей восходящей звездой. Должно быть что-то, что вы можете рассказать.	вы знать человек он ваш восходящий звезда должный чтоть мочь рассказать
Когда занимаешься наукой на таком уровне, всегда есть риск возникновения идей, с которыми непросто смириться.	когда заниматься наука такой уровень риск возникновение идея который непросто смириться
Определенных реалий.	определённый реалия
Думаю, вы понимаете, о чем я. Учитывая специфику вашей работы. Некоторые не выдерживают.	думать понимать я учитывать специфика ваш работа некоторый выдерживать
Никогда не думали о том, во что человечество превратилось бы без лекарств?	никогда думать тот человечество превратиться лекарство
Жесткий диск защищен паролем. Как только взломаем, отправим вам данные.	жёсткий диск защитить пароль как взломать отправить дать
Хорошо, спасибо.	хорошо спасибо
Похоже, еще три дня назад он не собирался себя убивать. Он забронировал билеты на самолет.	похоже день назад собираться убивать он забронировать билет самолёт
Куда?	куда
Омаха, на двадцать второе декабря.	омах двадцать два декабрь
Рождество в Небраске? Угнетающе.	рождество небраска угнетающе
Да, но может у него там семья.	да семья
Нашла что-нибудь?	найти чтонибыть
Нет.	нет
Похоже, мои подозрения подтверждаются.	похоже мой подозрение подтверждаться
Глубокие порезы, до самой кости.	глубокий порез самый костя
Как будто они прорвали ткани изнутри, а не снаружи.	как прорвать ткань изнутри снаружи
Каким же образом?	какой образ
Хороший вопрос.	хороший вопрос
Питер, знаешь, о чем я тут вспомнил?	питер знаешь вспомнить
Кое-что о твоем детстве.	коечто твой детство
Очень мило, Уолтер.	очень мило уолтер
Образцы крови готовы. Что-нибудь, что объясняет появление порезов?	образец кровь готовый чтонибыть объяснять появление порез
Кажется, нет. Обычные лекарство.	кажется нет обычный лекарство
Что поразительно, сплошь легальные.	что поразительно сплошь легальный
Значит, они ему навредить не могли?	значит навредить мочь
Именно так.	именно так
Хотя они могли использоваться как носитель, чтобы чужеродная смесь попала к нему в мозг.	хотя мочь использоваться носитель чужеродный смесь попасть он мозг
Какая еще чужеродная смесь?	какой чужеродный смесь
А я что, не говорил?	а что говорить
Синтетический продукт. Производная эрголина.	синтетический продукт производный эрголин
Возможно, он лечился от мигреней. Но появления ран это не объясняет.	возможно лечиться мигрень но появление рана это объяснять
Кофейный йогурт.	кофейный йогурт
Эта синтетическая смесь?	этот синтетический смесь
Питер. Когда ему было тринадцать, он ел только кофейные йогурты.	питер когда тринадцать есть кофейный йогурт
Его мать была в отчаянии.	он мать отчаяние
Уолтер, это был не я, а ты.	уолтер это я ты
Да?	да
Алло.	алло
Если это агент Данэм, скажи, пусть принесет кофейный йогурт.	если это агент данэма сказать пусть принести кофейный йогурт
Подожди минуточку.	подождать минуточка
Он прав.	он право
Насчет йогурта.	насчёт йогурт
Если ты вдруг не заметила, я временами более, чем одержим.	если заметить временами более одержать
Да неужели?	да неужели
Алло, ты еще тут?	алло тут
Да, извини.	да извинить
Я... я просто не представляла, каково это... снова услышать твой голос.	я просто представлять каков это снова услышать твой голос
Послушай.	послушать
Нет, лучше ты послушай. Питер, не надо ничего придумывать.	нет послушать питер придумывать
Я знаю, что ты вернулся. И нам надо увидеться. Питер?	я знать вернуться и мы увидеться питер
Сейчас я не смогу.	сейчас смочь
А когда сможешь?	а смочь
Эй, Лив, что ты знаешь о лягушках?	эй лив знаешь лягушка
Только что пришел запрос от агента Фарнсворт, она попросила прислать им террариум и пять кило живых личинок.	только прийти запрос агент фарнсворт попросить прислать террариум пять кило живой личинка
И приписать это к делу Марка Кейса.	и приписать это дело марка кейс
Ты ни о чем не хочешь со мной поговорить?	ты хотеть я поговорить
Да, я отправила лягушек к Уолтеру в лабораторию.	да отправить лягушка уолтер лаборатория
По твоему, они как-то связаны с парнем, который прыгнул из окна?	по твой както связать парень который прыгнуть окно
Скорее всего, нет.	скорее всего нет
Понятно...	понятно
Чарли?	чарли
Да.	да
Иди сюда.	идти сюда
Помнишь, после смерти Джона ты советовал мне взять отпуск.	помнить смерть джон советовать взять отпуск
Сказал, что вся эта история может очень плохо на меня повлиять.	сказать весь этот история очень плохо повлиять
Да.	да
Да.	да
Ты был прав.	ты право
Я чувствую, что схожу с ума.	я чувствовать сходить ум
В прямом смысле слова.	в прямой смысл слово
Помнишь, я говорила, что видела его, прямо перед собой?	помнить говорить видеть он прямо себя
История повторяется?	история повторяться
Он звонил мне.	он звонить я
Он прислал мне письмо.	он прислать письмо
Сначала я думала, он помогает, как будто мы все еще напарники.	сначала думать помогать напарник
Я понимаю, как это звучит.	я понимать это звучать
А с доктором Кац ты уже говорила?	а доктор кац говорить
Это, конечно, секретная информация. Но запись о проверке психического состояния...	это конечно секретный информация но запись проверка психический состояние
Знаю, это эгоистично, но я подумала, может, взять отпуск за свой счет?	знать это эгоистичный подумать мочь взять отпуск свой счёт
Пару недель ничего не делать.	пара неделя делать
Привести в порядок мысли.	привести порядок мысль
Думаешь, поможет?	думать помочь
Не знаю.	не знать
Данэм.	данэма
Агент Данэм, это я. Доктор Бишоп, хочет, чтобы ты сюда приехала. Говорит, что раскрыл дело.	агент данэма это я доктор бишоп хотеть сюда приехать говорить раскрыть дело
Что?	что
Ты не поверишь, но парень, который выпрыгнул из окна...	ты поверить парень который выпрыгнуть окно
Доктор Бишоп считает, виноваты лягушки.	доктор бишоп считать виноватый лягушка
Спасибо.	спасибо
Привет.	привет
Привет.	привет
Я не знала, придешь ты или нет.	я знать прийти нет
Могу сказать то же самое.	мочь сказать самый
Хорошо выглядишь, Тесс.	хорошо выглядеть тесса
А ты постарел.	а постарелый
Постарел?	постарелый
"Когда отец меня увидел, он сказал, что я должен быть толще. Но ""постарел"" - это обидно."	когда отец увидеть сказать должный толща но постарелый это обидный
Отец? Ты начал общаться с отцом?	отец ты начать общаться отец
Долгая история.	долгий история
Послушай меня. Если я тебя нашла, то и они найдут.	послушать я если найти найти
Я знаю.	я знать
И знаешь, чем это грозит.	и знаешь это грозить
Взять тебе кофе? Может, что-нибудь поешь?	взять ты кофе мочь чтонибыть поесть
А ты не изменился.	а измениться
Все тот же Питер. Не думаешь ни о чем до последнего момента.	весь питер не думать последний момент
Тесса.	тессать
Ты и в первый раз ушел, не раздумывая. Глупо было бы думать, что ты изменился	ты один уйти раздумывать глупо думать измениться
Я знаю, Тесса, как это выглядит. Но поверь мне, это было сложнее, чем тебе кажется.	я знать тессать это выглядеть но поверь я это сложный ты кажется
Поверить тебе?	поверить ты
Я даже не уверена, что знаю тебя.	я уверить знать ты
Знаешь.	знаешь
Возможно, лучше чем кто бы то ни было. До сих пор.	возможно быть до сей пора
Значит, ты до сих пор один.	значит сей пора один
Я серьезно.	я серьёзно
Уезжай из Бостона и никогда не возвращайся.	уезжать бостон возвращаться
Ты этого хочешь?	ты хотеть
Это нечестно.	это нечестно
Тесс, послушай. Все очень...	тесса послушать весь очень
Майкл?	майкл
Все изменилось.	весь измениться
Да, я вижу.	да видеть
Если ты останешься, будет хуже.	если остаться худой
Психофизиологический эффект, иначе - психосоматика. Способность разума вызывать физиологические изменения.	психофизиологический эффект иначе психосоматика способность разум вызывать физиологический изменение
Разум сильнее материи, мурашки, когда мы боимся, например.	разум сильный материя мурашка бояться например
Именно.	именно
Хотя тело может реагировать на воображаемые физические изменения и более ярко.	хотя тело реагировать воображать физический изменение ярко
Этот подопытный весьма внушаем, как можно увидеть на этой архивной пленке.	этот подопытный весьма внушать увидеть архивный плёнка
Одна из форм гипноза.	один форма гипноз
Я внушил ему, что он в холодильнике для мяса.	я внушить он холодильник мясо
И что куда интереснее, сказал, что этот кубик льда - горящий уголь.	и интересный сказать кубик лёд гореть уголь
Боже мой.	бог мой
Пожалуй, это жестоко. Но весьма познавательно.	пожалуй это жестоко но весьма познавательный
Уолтер, а как это связано с лягушками?	уолтер это связать лягушка
Вообще-то, это жабы. Буфо Альварус.	вообщеть это жаба буфо альварус
Их железы выделяют психоактивный компонент.	они железа выделять психоактивный компонент
То, что я не смог определить в крови мистера Янга, оказалось концентрированным ядом с кожи этих жаб.	то смочь определить кровь мистер янг оказаться концентрированный яд кожа этот жаба
В небольших дозах это галлюциноген. Очень сильный.	в небольшой доза это галлюциноген очень сильный
Сильнее всего, что принимал я.	сильный всего принимать я
Он влияет непосредственно на мозжечковую миндалину, центр страха в мозгу.	он влиять непосредственно мозжечковый миндалина центр страх мозг
То есть, порезы на теле Янга были его галлюцинацией.	то есть порез тело янг галлюцинация
А мозг сделал их настоящими?	а мозг сделать настоящий
Да.	да
Остроумное орудие убийства.	остроумный орудие убийство
"Что значит ""убийства""?"	что значит убийство
Мы же это уже обсуждали. Я уверен, что обсуждали.	мы это обсуждать я уверенный обсуждать
Нет, нет, Оливия тогда еще не приехала.	нет нет оливия приехать
Доза, которую я нашел в крови Янга в тридцать раз превышает ту, что примет любой вменяемый человек.	доза который найти кровь янг тридцать превышать тот принять люба вменяемый человек
А значит, это сделал кто-то другой.	а значит это сделать ктоть другой
Значит тот, кому принадлежат жабы - убийца?	значит тот кома принадлежать жаба убийца
Я уже проверила по базе место, где ты нашла жаб, но ничего не выяснила.	я проверить база место найти жаба выяснить
Собственно, а как ты их нашла?	собственно найти
Долгая история.	долгий история
Уолтер, Уолтер, подвал, где я нашла жаб. Туда меня привел Джон Скотт.	уолтер уолтер подвал найти жаба туда привести джон скотт
Ты снова начала его видеть.	ты снова начало видеть
Его воспоминания все еще у тебя в голове.	он воспоминание голов
Воспоминания?	воспоминание
Да.	да
Это лишь фрагменты, кадры в твоем сознании...	это лишь фрагмент кадр твой сознание
Работа над этим делом стала катализатором каких-то знаний.	работа это дело стать катализатор какихтый знание
Ну и долго еще?	ну долго ещё
Сколько это будет продолжаться?	сколько это продолжаться
Как вариант - много лет.	как вариант год
Нужно что-то сделать.	нужно чтоть сделать
Я не в состоянии каждые несколько дней видеть и проживать жизнь Джона. Должен быть способ.	я состояние каждый несколько день видеть проживать жизнь джон должный способ
Возможно...	возможно
Восстановив подавленные воспоминания, мы сможем вывести их на поверхность.	восстановить подавить воспоминание смочь вывести поверхность
Отделить от твоего подсознания.	отделить твой подсознание
Но...	но
Мне снова придется лезть в бак?	я снова прийтись лезть бак
Да, да.	да да
И я всецело против.	и всецело против
Это может стать причиной невосполнимого физического ущерба, не говоря уже о психологическом.	это стать причина невосполнимый физический ущерб говорить психологический
Уолтер, я согласна.	уолтер согласный
Мне это нужно.	я это нужно
Да?	да
Питер, агент Фарнсворт. Где ты?	питер агент фарнсворт где ты
Заправляю машину. А что? В чем дело?	заправлять машина а что в дело
Думаю, тебе стоит вернуться.	думать ты стоить вернуться
О черт, Уолтер!	о черта уолтер
Сколько времени это займет?	сколько время это занять
Мисс Данэм, то, что мы делаем то, о чем ты просишь...	мисс данэма то делать то просить
Находится за пределами реального и возможного.	находиться предел реальный возможный
Это тебе не индюшку жарить.	это ты индюшка жарить
Библиотека была закрыта. Пришлось зайти в книжный.	библиотека закрытый прийтись зайти книжный
Зачем?	зачем
В баке ты должна слушать мой голос. Всегда.	в бак должный слушать голос всегда
Это техника, которую я разработал много лет назад.	это техника который разработать год назад
В этих стенах.	в этот стен
Только большую часть я не помню. Питер уже едет?	только большой часть помнить питер ехать
Да.	да
Это что, библия?	это что библия
Да.	да
Прошлый раз, когда ты была в баке сенсорной депривации, у вас с агентом Скоттом было общее сознание.	прошлый раз бак сенсорный депривация агент скотт общий сознание
И в этот период времени часть его воспоминаний отложилась в твоем мозгу.	и период время часть воспоминание отложиться твой мозг
Мы загипнотизируем тебя и введем необходимые дозы психоактивных препаратов.	мы загипнотизировать ввести необходимый доза психоактивный препарат
Так я смогу помочь тебе найти эти воспоминания, которые подавляет твое сознание.	так смочь помочь ты найти воспоминание который подавлять твой сознание
Мой голос - твой проводник.	мой голос твой проводник
И твоя связь с реальностью.	и твой связь реальность
Слушай мой голос, иначе рискуешь заблудиться в воспоминаниях.	слушай голос иначе рисковать заблудиться воспоминание
Что?	что
У меня эрекция.	у эрекция
Не бойся, с твоей наготой это никак не связано.	не бояться твой нагота это никак связать
Думаю, мне просто надо помочиться.	думать просто помочиться
Приятно это слышать.	приятно это слышать
Будь добра, помоги ей залезть в бак.	быть добро помочь залезть бак
Ты уверена, что готова это повторить?	ты уверить готовый это повторить
Так я больше не могу.	так мочь
Но если его воспоминания нам помогут...	но воспоминание мы помочь
Значит, я хотя бы не зря обманывалась.	значит хотя зря обманываться
Ты захочешь спать.	ты захотеть спать
Ты должна слушать мой голос.	ты должный слушать голос
Сосредоточься на имени человека, от которого хочешь получить информацию.	сосредоточиться имя человек который хотеть получить информация
Ищи знаки.	искать знак
Знаки?	знак
Расскажу, когда окажешься там.	рассказать оказаться там
Уолтер, а зачем библия?	уолтер библия
Ну, учитывая непроверенные психоделики, и то, что ты лежишь в соляном растворе с электродами в основании черепа.	ну учитывать непроверенный психоделика то лежать соляный раствор электрод основание череп
Я решил, что будет уместно помолиться, чтобы тебя не убило током.	я решить уместно помолиться убить ток
Славьте Господа.	славить господин
Аминь!	аминь
Дальше!	далёкий
И окроплю вас чистою водою...	и окропить чистый вода
И вы очиститесь от всех скверн ваших и от всех идолов ваших очищу вас. И дам вам сердце новое, и дух новый дам вам.	и очиститься скверна ваш идол ваш очистить вы и дать сердце новое дух новый дать вы
Ух ты. Я не знала, что вы верующий.	ух ты я знать верующий
Я не верующий, уже не верующий. Оливия, ты меня слышишь?	я верующий верующий оливия слышать
Да.	да
Хорошо.	хорошо
Ты видишь конец эскалатора, Оливия?	ты видеть конец эскалатор оливия
Ты сойдешь с него через пять, четыре, три, два, один...	ты сойти пять четыре три два один
Остановись. Оглянись вокруг, что ты видишь?	остановиться оглянуться вокруг видеть
Ничего.	ничто
Только свет.	только свет
Оливия, слушай меня внимательно.	оливия слушай внимательно
Ты слышишь еще что-нибудь, кроме моего голоса?	ты слышать чтонибыть кроме мой голос
Музыку.	музыка
Отлично!	отлично
Откуда идет звук? Ты должна хоть что-то видеть.	откуда идти звук ты должный чтоть видеть
Ничего нет.	ничто нет
Я не знаю, где я.	я знать я
Подожди.	подождать
А сейчас как, видишь что-нибудь?	а как видеть чтонибыть
Ничего.	ничто
Погодите.	погодить
Вижу дверь.	видеть дверь
Хорошо.	хорошо
Заходи. Посмотрим, где ты окажешься.	заходить посмотреть оказаться
Я в ресторане.	я ресторан
Он тебе знаком?	он ты знак
Вроде да.	вроде да
Но я не понимаю, почему.	но понимать почему
Там было наше первое свидание.	там наш первое свидание
А вот и мы. Это наше первое свидание.	а мы это наш первое свидание
Ты видишь вас с Джоном?	ты видеть джон
Что происходит?	что происходить
Она снова там.	она снова там
Что?	что
Оливия снова в баке? Но почему?	оливия снова бак но почему
Сынок, мне нужна твоя помощь.	сынок нужный твой помощь
Уолтер, ты же говорил, что это опасно?	уолтер говорить это опасный
Очень опасно.	очень опасный
Она считает, что у Джона Скотта есть информация о нашем самоубийце.	она считать джон скотт информация наш самоубийца
И она решила снова залезть в бак, чтобы с ним поговорить?	и решить снова залезть бак поговорить
Чтобы увидеть его воспоминания.	чтобы увидеть воспоминание
Удивительно, он такой живой.	удивительно живой
Может быть.	мочь быть
"Что значит ""может быть""?"	что значит мочь быть
Посмотрим.	посмотреть
Такой настоящий.	такой настоящий
Подкорректируй лекартсва.	подкорректировать лекартсв
Что ты дал ей на этот раз?	что дать раз
То, что с удовольстввием принимал бы сам. Подправь капельницу на 10 капель.	то удовольстввие принимать сам подправить капельница 10 капля
Питер, пожалуйста.	питер пожалуйста
Я встаю. Что мне делать?	я вставать что делать
Не бойся, это лишь воспоминания, ты гость, они тебя не видят.	не бояться это лишь воспоминание гость видеть
Джон.	джон
Они тебя не слышат, и не могут с тобой говорить.	они слышать мочь ты говорить
Ты в воспоминаниях, пообщаться с ним не выйдет.	ты воспоминание пообщаться выйти
Оливия, я перенесу тебя отсюда.	оливия перенести отсюда
Я тебя любила.	я любить
Сегодня... на ужине.	сегодня ужин
Я в тебя влюбилась.	я влюбиться
Но ты лгал мне о том, кто ты.	но лгать тот ты
Да ты вообще хоть что-то чувствуешь? Или все это было...	да вообще чтоть чувствовать или это быть
Вчера Марк Янг покончил с собой.	вчера марк янг покончить себя
Он меня видит!	он видеть
Нет, Оливия, он точно тебя не видит.	нет оливия точно видеть
Я уже не здесь. Я в машине Джона.	я здесь я машина джон
Хорошо. Зацепки есть?	хорошо зацепка есть
Нет.	нет
Никого нет.	никто нет
Он должен появиться, это его память.	он должный появиться это память
Я их вижу.	я видеть
Кого?	кто
Спроси, что она видит.	спросить видеть
Что ты видишь?	что видеть
Четырех мужчин. Джон, негр, еще один похож на латиноса.	четыре мужчина джон негр похожий латинос
А четвертого мне не видно.	а четыре видно
Я не знаю, кто они.	я знать они
Дадим ему немного времени. ему надо принять важное решение.	дать немного время принять важный решение
Ладно, Я согласен.	ладный я согласный
Боже мой, это же Марк Янг. Я его вижу, он здесь.	бог мой это марк янг я видеть здесь
Ты хоть что-то слышишь?	ты чтоть слышать
Подберусь поближе...	подобраться близкий
Янг уходит вместе с латиносом.	янг уходить вместе латинос
Я иду за ними.	я идти они
Ты сделаешь свое дело, а мы о тебе позаботимся, одна сделка, и Аста Луэго	ты сделать свой дело ты позаботиться один сделка аста луэго
Они исчезли.	они исчезнуть
Потому что это не их воспоминания, а Джона. Возвращайся к нему.	потому это воспоминание джон возвращаться он
Ты уверен, что сейчас подходящее время?	ты уверенный подходящий время
Он все сделает. Просто немного нервничает.	он сделать просто немного нервничать
Видел, какой у него был взгляд, когда он услышал, сколько ты предлагаешь?	видеть взгляд услышать сколько предлагать
Надеюсь, ты прав. Если мы опять попадем, нам конец.	надеяться право если попасть мы конец
Нет, прекратите! Вытащите меня! Уолтер!	нет прекратить вытащить я уолтер
Убери подбородок немного.	убрать подбородок немного
Как тебе?	как ты
Это он. Латинос из воспоминаний Джона.	это он латинос воспоминание джон
Из четверых жив только он. Надо выяснить, кто он, и найти его.	из четверо живой он надо выяснить он найти он
Отправь это Чарли, может, мы выясним, кто он.	отправить это чарли мочь выяснить он
Хорошо.	хорошо
Привет.	привет
Привет.	привет
Ты сидишь на моих вещах.	ты сидеть мой вещь
Ой, прости.	ой простить
Как ты?	как ты
Нормально.	нормальный
Мы нашли подозреваемого в воспоминаниях Джона.	мы найти подозревать воспоминание джон
Так что мне пора, повидаюсь с Бройлзом.	так пора повидаться бройлз
Компанию составить?	компания составить
Нет.	нет
Спасибо.	спасибо
Оливия, если понадоблюсь - я здесь.	оливия понадобиться здесь
Да, знаю.	да знать
Мы считаем, что Марк Янг был убит, из-за того, что продавал технологии на черном рынке.	мы считать марк янг убитый изз тот продавать технология чёрный рынок
Мы также полагаем, что этот человек был частью подпольной группы, занимавшейся распространением синтетического галлюциногена.	мы также полагать человек частью подпольный группа заниматься распространение синтетический галлюциноген
"Который производится фармацевтическим отделением ""Мэссив Дайнемик""."	который производиться фармацевтический отделение мэссив дайнемик
И как этот галлюциноген использовали на черном рынке?	и галлюциноген использовать чёрный рынок
Его могли запустить в массовое производство как дешевый наркотик...	он мочь запустить массовый производство дешёвый наркотик
Или, еще хуже, в высоких концентрациях использовать как химическое оружие.	или худой высокий концентрация использовать химический оружие
Он может напугать до смерти в буквальном смысле.	он напугать смерть буквальный смысл
Тогда не буду тебя задерживать. Похоже, у тебя все хорошо.	тогда быть задерживать похоже хорошо
Еще кое-что.	ещё коечто
"Нам нужно, чтобы ""Мэссив Дайнемик"" предоставил нам все проекты, над которыми работал Марк Янг."	мы нужно мэссив дайнемик предоставить мы проект который работать марк янг
Ты права. хотя проще сказать, чем сделать. Посмотрим, что у меня получится.	ты право хотя простой сказать сделать посмотреть получиться
Тронешь ее еще раз - убью.	тронуть убить
Как успехи?	как успех
Прогоняем его через программу распознавания лиц, пока никаких совпадений.	прогонять программа распознавание лицо пока никакой совпадение
А свидетели?	а свидетель
Полиция сейчас показывает фоторобот всем из офиса Янга, и из его дома.	полиция показывать фоторобот весь офис янг дом
Да, проверьте, не было ли в делах Джона Скотта упоминаний о Марке Янге.	да проверить дело джон скотт упоминание марка янг
Да.	да
Подождите.	подождать
От Нины Шарп.	от нина шарп
Проекты Марка Янга.	проект марка янг
Да, если найдете что-нибудь - перезвоните мне.	да найти чтонибыть перезвонить я
Спасибо.	спасибо
Алло?	алло
Алло, я представляю компанию международной связи.	алло представлять компания международный связь
Меня это не интересует. И больше мне не звоните. Вычеркните меня из своего списка. Аста Луэго.	я это интересовать и звонить вычеркнуть свой список аста луэго
Одна сделка - и Аста Луэго.	один сделка аста луэго
Отследите этот номер. Это подозреваемый.	отследить номер это подозревать
Откуда ты знаешь?	откуда знаешь
Я узнала его по голосу.	я узнать голос
Узнала его по голосу?	узнать голос
Это он, Чарли, клянусь.	это он чарли клясться
Давайте!	давать
Почти нашли. Есть. Это стационарный номер, но он перенаправлен на мобильный.	почти найти есть это стационарный номер перенаправить мобильный
Где он?	где он
Съезжает с трассы номер 3 в туннель Линкольна.	съезжать трасса номер 3 туннель линкольн
Сколько нам до него?	сколько мы он
Около полутора километров, мы приближаемся.	около полтора километр приближаться
Его опознали. Счет на имя Джорджа Моралеса, 43 года. Сегодня купил билет на рейс 345 из GFK в Cан-Пауло.	он опознать счёт имя джордж моралеса 43 год сегодня купить билет рейс 345 gfk cанпауло
Значит, он уже едет туда.	значит ехать туда
Согласно криминальной базе, он один из крупных поставщиков на черном рынке.	согласно криминальный база крупный поставщик чёрный рынок
Мы далеко от него?	мы далеко он
500 метров.	500 метр
Внимание, левый фланг - Фокстрот, правый фланг...	внимание левый фланг фокстрот правый фланг
Погодите. Он остановился.	погодить он остановиться
Мы что, потеряли сигнал?	мы что потерять сигнал
Нет, он остановился.	нет остановиться
Думаете, он избавился от телефона?	думать избавиться телефон
Нет причины, он никак не мог нас заметить.	нет причина никак мочь заметить
Похоже, он просто в пробке.	похоже просто пробка
Где ретранслятор?	где ретранслятор
Пошли.	послать
Чарли!	чарли
Он в порядке.	он порядок
Мне сказали, ты хотел меня видеть?	я сказать хотеть видеть
Да.	да
Хочу заключить сделку. Я расскажу вам все, что знаю.	хотеть заключить сделка я рассказать весь знать
Не уверена, что тебе есть что нам предложить.	не уверить ты мы предложить
