cleaned_text	lemm_text
Так куда ты уезжаешь, и зачем? И когда?	так уезжать зачем и когда
В Ванкувер вроде?	в ванкувер вроде
- Вермонт. - Почти угадал.	вермонт почти угадать
Моему отцу исполняется 80.	мой отец исполняться 80
80? Черт. А твой брат тоже едет?	80 черта а твой брат ехать
Да.	да
Здрасьте.	здравствовать
Здрасьте.	здравствовать
Я могу вам чем-нибудь помочь?	я мочь чемнибыть помочь
Да...	да
Мой отец сюда заходил	мой отец сюда заходить
и с кем-то договорился про кровать.	кемтый договориться кровать
Ок.	ок
Он сюда...	он сюда
Он сюда приходил вдвоем с другим мужчиной.	он сюда приходить вдвоём другой мужчина
- Большой мужик? - Нет. Гей.	большой мужик нет гей
Я про вашего отца.	я ваш отец
А, да, довольно-таки.	а да довольнотак
Такой... говорун.	такой говорун
Да, Skona. Хотите взглянуть?	да skona хотеть взглянуть
Да.	да
Да.	да
Сюда.	сюда
Да, это прекрасная кровать.	да это прекрасный кровать
Сделана в Швеции.	сделать швеция
Вау.	вау
Можно я на нее сяду?	можно сесть
Ну... конечно.	ну конечно
Ого, отличная кровать.	ого отличный кровать
Сколько стоит?	сколько стоить
О господи!	о господь
Ха ха ха!	ха ха ха
- Он эту выбрал? - Угу.	он выбрать угу
Ну и ладно! Щас дам тогда эту штуку.	ну ладный щас дать штука
Спасибо.	спасибо
Можно я тут немного полежу?	можно немного полежать
Конечно.	конечно
Спасибо.	спасибо
Эй...	эй
А ты видишь, что у меня под юбкой?	а видеть юбка
Не очень.	не очень
Отлично.	отлично
Что случилось с твоим глазом?	что случиться твой глаз
На меня напал бомж.	на напасть бомж
А.	а
Ок.	ок
Я сейчас вам сделаю чек.	я сделать чек
В ценю включена гарантия,	в ценить включить гарантия
стандартная,	стандартный
25 лет.	25 год
И я не буду добавлять сюда доставку	и быть добавлять сюда доставка
Потому что я сказал вашему отцу, точнее...	потому сказать ваш отец точнее
Точнее он мне сказал, что...	точнее сказать что
"""Создадим семью"""	создать семь
Кеньятта Фолдс, пожалуйста.	кеньятта фолдс пожалуйста
Извините, вы могли бы повторить имя?	извинить мочь повторить имя
Да, соедините меня, пожалуйста, с Кеньяттой Фолдс.	да соединить я пожалуйста кеньятта фолдс
Это Брайан Уэверсби.	это брайан уэверсби
Кеньятта слушает.	кеньятта слушать
Привет, Кеньятта, это Брайан.	привет кеньятта это брайан
А, привет! Как дела, чувак?	а привет как дело чувак
Как называются эти кровати, которые вы делаете?	как называться кровать который делать
Ну, вообще-то мы их не делаем,	ну вообщеть делать
но они называются Skona.	называться skona
Я тут их видел, стоят хренову кучу денег.	я видеть стоять хренов куча деньга
Да, но это действительно превосходные устройства для сна.	да это действительно превосходный устройство сон
Хорошо бы это было правдой, за такие деньги.	хорошо это правда такой деньга
Так в чем дело, командир?	так дело командир
Да ни в чем. Сегодня пятница,	да чем сегодня пятница
поэтому я решил позвонить.	поэтому решить позвонить
У меня нет новостей, чувак.	у новость чувак
Они встречались в среду, но ничего не изменилось.	они встречаться среда измениться
А что с заявлением и рекомендациями?	а заявление рекомендация
Они как-то помогли?	они както помочь
- Нет. - Ок.	нет ок
Я все еще заинтересован в главном списке на усыновление	я заинтересовать главное список усыновление
Но ты можешь меня оставить в почтовом	но мочь оставить почтовый
и дополнительном?	дополнительный
Во всех трех?	в три
- Как скажешь, так и будет, чувак. - Спасибо.	как сказать быть чувак спасибо
Удачи.	удача
Спасибо.	спасибо
Пока.	пока
Брайан...	брайан
Кто эта девушка?	кто этот девушка
Это мужик...	это мужик
Большой мужик, который заходил -	большой мужик который заходить
это его дочь.	это дочь
- Он купил эту кровать? - Ага.	он купить кровать ага
Отлично. Вот об этом я и говорю.	отлично вот говорить
Вот об этом я и говорю.	вот говорить
Как дела с китайцами?	как дело китаец
Пока никак.	пока никак
Ну хорошо. До встречи завтра.	ну хорошо до встреча завтра
Поздравь папу с 80-летием.	поздравить папа 80летие
Обязательно.	обязательно
Сколько ему было лет, когда ты родился?	сколько год родиться
Э.. 52.	э 52
Черт! Еще стреляет в 52.	черта ещё стрелять 52
- Я пошел. - Ок.	я пойти ок
Привет.	привет
Я уснула на твоей кровати.	я уснуть твой кровать
Сколько я спала?	сколько спасть
Э...	э
Два с половиной часа.	два половина час
Ты наверно устала.	ты наверно устать
Да.	да
Твой чек и все бумаги для кровати готовы.	твой чек бумага кровать готовый
Осталось только понять, когда ее вам доставить.	остаться понять доставить
Подожди минутку!	подождать минутка
Мне приснился какой-то безумный сон.	я присниться какойтый безумный сон
Я была в пещере и мои волосы были из марихуаны	я пещера мой волос марихуана
И там был мой тренер по плаванию...	и тренер плавание
...и потом мы пошли...	и послать
Ты собираешься усыновить щенка?	ты собираться усыновить щенок
Нет.	нет
Ты был в моем сне.	ты мыть сон
Ты часто берешь реальность в свои сны?	ты часто брать реальность свой сон
Я думала, что у меня это закончилось.	я думать это закончиться
О чем ты говорил?	о говорить
Э... доставка.	э доставка
Когда привезти?	когда привезти
Нет.	нет
По телефону. Ты о чем-то говорил.	по телефон ты чемтый говорить
О чем ты говорил?	о говорить
Я в процессе усыновления ребенка из Китая.	я процесс усыновление ребёнок китай
- Это ты меня укрыл? - Да.	это укрыть да
Это потрясающе.	это потрясающе
Ну, я просто взял с соседней кровати...	ну просто взять соседний кровать
Нет, я про ребенка.	нет ребёнок
Ну, у меня пока нет ребенка.	ну пока ребёнок
Да?	да
Да. Нужно пройти кучу тестов и интервью.	да нужно пройти куча тест интервью
И есть несколько параметров,	и несколько параметр
по которым я не идеально подхожу.	который идеально подходить
- Ты не против, если я спрошу, по каким? - Конечно, нет.	ты против спросить какой конечно нет
Я не женат и мне 28.	я женатый 28
- А кто им больше подходит? - Женат и 30.	а подходить женатый 30
Ты собираешься воспитывать этого ребенка?	ты собираться воспитывать ребёнок
Да, цель именно такая, если все удастся.	да цель именно такой удаться
И как давно ты решил это сделать?	и давно решить это сделать
Я всю жизнь об этом мечтал.	я жизнь мечтать
Вау.	вау
Это уже переросло в некую одержимость.	это перерослый некий одержимость
Извини, что я задаю столько вопросов.	извинить задавать столько вопрос
Да нет, все в порядке. Хотя немного странно.	да нет порядок хотя немного странно
Так ты сам ее привезешь?	так привезти
Кровать.	кровать
О, нет.	о нет
Рабочие. Из службы доставки.	рабочий из служба доставка
Ок.	ок
Ну...	ну
Я думаю, я просто позвоню завтра...	я думать просто позвонить завтра
и скажу...	сказать
чего хочет отец.	хотеть отец
Да, конечно.	да конечно
Просто поставь здесь подпись	просто поставить подпись
и все.	весь
Меня зовут Брайан, кстати.	я звать брайан кстати
"Я Хэппи. (= ""я счастлива"")"	я хэппи я счастливый
Ну, на самом деле, меня зовут Хэрриет	ну самый дело звать хэрриета
Но все называют меня Хэппи.	но называть хэппи
Прекрасное имя.	прекрасный имя
Какое из них?	какой они
Хэрриет.	хэрриета
Мне нравится.	я нравиться
Мне тоже.	я тоже
Нео-бабуля.	необабуля
Ну что ж...	ну ж
Черт!	черта
...Увидимся завтра?	увидеться завтра
Я опаздываю на работу.	я опаздывать работа
Ты сейчас пойдешь на работу?	ты пойти работа
Да, я проститутка.	да проститутка
А-а. Я так и подумал.	аа я подумать
Я работаю на свою сестру.	я работать сестра
В некотором смысле.	в некоторый смысл
Мне пора.	я пора
Да. Удачи.	да удача
Спасибо, что разрешил мне тут поспать.	спасибо разрешить поспать
Конечно.	конечно
В любое время.	в любой время
Да, выглядит хорошо.	да выглядеть хорошо
Правда?	правда
Еще как.	ещё как
С черными волосами не так просто обращаться.	с чёрный волос просто обращаться
Однажды мой белый отчим	однажды белый отчим
решил постричь мою сестру.	решить постричь мой сестра
Она стала похожа на собаку, у которой чесотка,	она стать похожий собака который чесотка
когда он закончил.	закончить
Белые люди не знают,	белые человек знать
как обращаться с черными волосами.	обращаться чёрный волос
Как дела? Неплохо.	как дело неплохо
Ты знаешь, Кевин, это две разные вещи.	ты знаешь кевин это два разный вещий
"""Как дела?"" - это вопрос."	как дело это вопрос
"""Неплохо."" - это ответ на этот вопрос."	неплохо это ответ вопрос
Слушайте, парни, мне нужен кто-нибудь,	слушать парень нужный ктонибыть
чтобы помочь с доставкой этой Skona	помочь доставка skona
для этого мужика с другом-педиком.	мужик другомпедик
Я извиняюсь. Гомосексуалистом.	я извиняться гомосексуалист
А где Квами?	а квами
Он звонил и сказал, что заболел.	он звонить сказать заболеть
Съел какие-то плохие... части цыпленка.	съесть какиеть плохой часть цыплёнок
И его выворачивает наизнанку.	и выворачивать наизнанку
Тогда возьми Омо или Камаля.	тогда взять омо камаль
Не сегодня, чувак. Религия.	не сегодня чувак религия
- Я могу. - Клево!	я мочь клевый
Я могу позвонить кому-нибудь.	я мочь позвонить комунибудь
Нет, нет. Все в порядке.	нет нет весь порядок
Нам нужно в 293.	мы нужно 293
- Я не... - Это здесь.	я не это здесь
Ок.	ок
Клево.	клевый
Хэппи!	хэппи
Что?	что
В дверь звонят.	в дверь звонить
Да?	да
Матрасы от Морфея.	матрас морфей
Доставка.	доставка
Ок.	ок
Одень что-нибудь, чтоб тебя.	одеть чтонибыть ты
Здраствуйте?	здраствовать
Ну?	ну
Мы доставляем матрасы.	мы доставлять матрас
Я лежу на полу на кухне.	я лежать пол кухня
Теперь мы оба в курсе, что делаем, что дальше?	теперь оба курс делать далёкий
Где нам ее установить?	где мы установить
Как насчет спальни?	как насчёт спальня
Верно. А где... она, сэр?	верно а где она сэр
Хэппи?	хэппи
Привет.	привет
Привет.	привет
Один из рабочих заболел.	один рабочий заболеть
А, ок. Пойдем, я вам все покажу.	а ок пойти показать
Как дела? Неплохо.	как дело неплохо
- Кевин. - Иду.	кевин идти
В общем...	в общий
- ...прямо... - Класс.	прямо класс
...тут.	тут
Хэппи?	хэппи
- Хэппи? - Что? Я иду.	хэппи что я идти
Я пойду к мануальному терапевту сегодня.	я пойти мануальный терапевт сегодня
Ок.	ок
Ты должна меня отвезти.	ты должный отвезти
Ну нет.	ну нет
Я дам тебе тысячу долларов.	я дать ты тысяча доллар
Папа, я не могу.	папа мочь
Тогда пусть этот паренек.	тогда пусть паренёк
Кто, Брайан?	кто брайан
Но мы не можем просто так просить его о таких вещах. Это странно.	но мочь просто просить такой вещь это странно
Слушай.	слушай
У меня к тебе странная просьба.	у ты странный просьба
Какая?	какой
Ну... ты можешь отвезти моего отца к мануальному терапевту?	ну мочь отвезти мой отец мануальный терапевт
Я не могу водить в Нью-Йорке.	я мочь водить ньюйорк
Такси?	такси
Он не ездит на такси.	он ездить такси
Что ж...	что ж
Он тебе заплатит, и я поеду с вами, так что ничего не случится.	он ты заплатить поехать вы случиться
Спасибо, что согласился	спасибо согласиться
отпроситься с работы и все такое.	отпроситься работа такой
Ну да.	ну да
Да где же она запропастилась?	да запропаститься
Брайан, я абсолютно серьезно сказал,	брайан абсолютно серьёзно сказать
что она может заблудиться, и не найдет выход из квартиры.	заблудиться найти выход квартира
У-у, кто-то принарядился.	уу ктоть принарядиться
Ладно.	ладный
В теннис играешь, Брайан?	в теннис играть брайан
Играл. Немного.	играть немного
У меня девятая в мире подача, по скорости.	у девять мир подача скорость
Доказано.	доказать
С деревянными ракетками.	с деревянный ракетка
Доктор ожидает вас в первом кабинете.	доктор ожидать первое кабинет
Превосходно.	превосходно
Я вернусь через час.	я вернуться час
Ок.	ок
Спасибо.	спасибо
По структуре аномалий нет.	по структура аномалия нет
Все дело в твоих мышцах и связках.	весь дело твой мышца связка
Надеюсь, я это тебе говорю последний раз.	надеяться это ты говорить последний раз
Как насчет поврежденных дисков?	как насчёт повредить диск
Это бред.	это бред
Все это полный бред, понял?	весь это полный бред понять
Нарушения в позвоночнике, язва двенадцатиперстной кишки -	нарушение позвоночник язва двенадцатиперстный кишка
ошибочные диагнозы, которые ставили в средние века.	ошибочный диагноз который ставить средний век
Я не пойду по этому пути.	я пойти это путь
Стресс, Ал.	стресс ала
Напряженность. Усталость.	напряжённость усталость
Вот настоящие причины этого дерьма.	вот настоящий причина дерьмо
Дай я тебе кое-что покажу.	дать ты коечто показать
Немножко надавлю.	немножко надавить
Посмотри на этот рисунок.	посмотреть рисунок
Сам смотри.	сам смотреть
Я тебе верю, но никакого стресса у меня нет.	я ты верить никакой стресс нет
Что ты читаешь?	что читать
Статью о почитаемом тибетском монахе	статья почитать тибетский монах
который играет в баскетбол	который играть баскетбол
с другими монахами в Аризоне.	другой монах аризона
Говорят, они ввязались в драку с пятью	говорят ввязаться драка пять
менеджерами по рекламе перед группой детей.	менеджер реклама группа ребёнок
А ты что читаешь?	а читать
В основном, рекламные объявления.	в основное рекламный объявление
Вот, например, подушка для медитаций,	вот например подушка медитация
набитая гречкой,	набитый гречка
стоит 249$.	стоить 249
Подушка?	подушка
Да...	да
Обычная подушка, но похожа на пенек.	обычный подушка похожий пенёк
Дороговато.	дороговатый
Да.	да
Тебе интересно заняться со мной сексом?	ты интересно заняться я секс
Да.	да
Правда?	правда
Угу.	угу
Сейчас.	сейчас
Угу.	угу
Спасибо.	спасибо
Мне нужно записаться на следующий прием, Линда.	я нужно записаться следующий приём линда
Как прошел этот, мистер Лолли?	как пройти этот мистер лолли
Только деньги потерял.	только деньга потерять
Как насчет четверга, 23 число?	как насчёт четверг 23 число
- Нет.	нет
 - Да.	да
- Нет.	нет
- Да.	да
Пахнет как в порту.	пахнуть порту
- Что? - Что? - Вы меня слышали.	что что вы слышать
Пахнет отливом.	пахнуть отлив
Это странно.	это странно
Я ничего не чувствую.	я чувствовать
Что сказал доктор, папа?	что сказать доктор папа
Обычный шарлатан.	обычный шарлатан
Берет состояние за прием, но знает, что говорит.	брать состояние приём знать говорить
Ты знал, что у меня однажды был рак мозга, Брайан?	ты знать однажды рак мозг брайан
Нет.	нет
А вот был.	а быть
Огромная опухоль в углублении в височной доле.	огромный опухоль углубление височный доле
Но сейчас вы в порядке?	но порядок
Ага. 100% холистический подход. Ни химии, ни радиации.	ага 100 холистический подход ни химия радиация
Как вам это удалось?	как это удаться
Я определил местонахождение патологии с помощью разума.	я определить местонахождение патология помощь разум
Очень по-китайски.	очень покитайски
Вот. Я рад, что удалось ее сдвинуть.	вот я рад удаться сдвинуть
Опять же, с помощью медитации.	опять же помощь медитация
Сначала я сдвинул ее ниже, в жировую ткань височной доли	сначала сдвинуть ниже жировой ткань височный доля
за два месяца.	месяц
Потом еще ниже, в носовую полость -	потом ниже носовой полость
три месяца.	месяц
А потом...	а потом
я ее просто выплюнул.	просто выплюнуть
Размером с мяч для игры в сквош.	размер мяч игра сквош
Может, больше. Ты играешь в сквош, Брайан?	мочь большой ты играть сквош брайан
Да. Немного играл в сквош.	да немного играть сквош
Я был на втором месте в Йейле	я второе место йейль
После какого-то паки по имени Наср.	после какоготь паки имя наср
Папа.	папа
Ох. Пакистанца.	ох пакистанец
Крутой парень был.	крутой парень быть
- Привет, Брайан. - Привет.	привет брайан привет
- Я Мисси.	я миссь
- Ага. Члены грызунов. Привет.	ага член грызунов привет
Угу. Все верно.	угу весь верно
Она тебя хочет.	она хотеть
Перестань.	перестать
Как дела в мире крыс?	как дело мир крыса
Депрессия.	депрессия
Депривация сна. Тесты на апатию.	депривация сон тест апатия
Все, как обычно.	весь обычно
А это еще что?	а это что
Это энергетический напиток.	это энергетический напиток
У меня похмелье.	у похмелие
Как твои дела, приятель?	как твой дело приятель
Вообще-то у меня проблема.	вообщеть проблема
О да? Что случилось?	о да что случиться
У меня недавно был секс с одной девушкой	у недавно секс один девушка
на заднем сиденье в машине ее отца.	задний сидение машина отец
И что? У тебя жжение, когда писаешь? С этим проблемы?	и что у жжение писать с это проблема
Нет.	нет
Так объясни.	так объяснить
Ну... что дальше?	ну далёкий
Хм, тут два возможных сценария:	хм возможный сценарий
или ты хочешь ее трахнуть еще раз,	хотеть трахнуть раз
или забыть о ней до конца дней своих.	забыть конец день свой
Какой из них твой?	какой твой
Трахнуть еще раз?	трахнуть раз
Почему ты произносишь это, как вопрос?	почему произносить это вопрос
Трахнуть еще раз.	трахнуть раз
Вот. Это дело. Трахнуть еще раз.	вот это дело трахнуть раз
Ты крут. Что за девушка?	ты крутой что девушка
Она просто зашла в магазин,	она просто зайти магазин
ее отец купил у нас кровать.	отец купить кровать
Боже храни капитализм.	бог хранить капитализм
И когда ожидается следующий трах-трах?	и ожидаться следующий трахтр
- Я не знаю. - Тебе она нравится?	я знать ты нравиться
- Нравится в смысле НРАВИТСЯ?	нравиться смысл нравиться
- Я не знаю.	я знать
Как ты думаешь, может, крысы, которые перестают плыть,	как думать мочь крыса который переставать плыть
просто устают и делают перерыв?	просто уставать делать перерыв
Вряд ли.	вряд ли
Эти расчеты основаны на месяцах тестов, так что...	этот расчёт основать месяц тест что
Если одна и та же крыса перестает плыть снова и снова -	если один тот крыса переставать плыть снова снова
это больше, чем просто усталость.	это большой просто усталость
Как идет матрасный бизнес?	как идти матрасный бизнес
Пора проверить, кстати.	пора проверить кстати
Ок.	ок
Кстати, тебе нужно пригласить Мисси на свидание.	кстати ты нужно пригласить миссь свидание
Не могу. Стесняюсь.	не мочь стесняться
Удачи.	удача
И тебе.	и ты
Кстати.	кстати
Нужно плыть, если хочешь ее трахнуть.	нужно плыть хотеть трахнуть
Такова жизнь.	таков жизнь
Помни об этом.	помнить это
Буду.	быть
Что у нас на первое?	что первое
Ничего.	ничто
О нет. Я умираю от голода!	о нет я умирать голод
Лучше это делать на голодный желудок.	хороший это делать голодный желудок
- Это правда. - А вот и нет.	это правда а нет
Ладно, я голоден.	ладный голодный
Пойду возьму что-нибудь поесть.	пойти взять чтонибыть поесть
- Брайан, тебе что-нибудь захватить? - Нет, я в порядке.	брайан ты чтонибыть захватить нет порядок
Прошу прощения, шаман.	просить прощение шаман
Пап, тебе помочь?	папа ты помочь
Нет, я справлюсь.	нет справиться
Когда уже будут готовы грибочки?	когда быть готовый грибочек
Нет, нет, нет. Сначала их нужно отмочить.	нет нет нет сначала нужно отмочить
Я поговорил с местным. Он сказал, что сейчас много опят	я поговорить местный он сказать опёнок
и груздей, но нужно наклоняться ниже, чем в прошлом году.	груздь нужно наклоняться ниже прошлое год
- Ты это берешь? - Да.	ты это брать да
Могут встретиться фазаны.	мочь встретиться фазан
- Фазаны, которые хотят умереть? - Ага.	фазан который хотеть умереть ага
Такова традиция.	таков традиция
Он берет с собой ружье,	он брать себя ружьё
не использует ружье,	использовать ружьё
его тошнит.	тошнить
Спасибо, пап.	спасибо папа
Иногда...	иногда
Нужны грибы, чтобы найти грибы.	нужный гриб найти гриб
Приготовьтесь отравиться.	приготовиться отравиться
Что ж...	что ж
Моя рука начинает напоминать лапу орла.	мой рука начинать напоминать лапа орёл
Думаю, пора собирать вещи.	думать пора собирать вещий
Да.	да
Есть новости из Китая?	есть новость китай
Не особо.	не особо
Все то же самое. Я в списке.	весь самый я список
Наверно, займет еще года два,	наверно занять год два
может, меньше.	мочь маленький
Да.	да
Кстати, знаешь,	кстати знаешь
у меня есть друг Джин Хо -	друг джина хо
очень влиятельный бизнесмен в штатах.	очень влиятельный бизнесмен штат
Он владеет авиакомпанией и связан с табачным бизнесом.	он владеть авиакомпания связать табачный бизнес
Ну ты понял, в таком духе.	ну понять такой дух
И он может...	и мочь
Я думаю, он сможет тебе помочь.	я думать смочь ты помочь
Вообще-то, мне кажется, что он кореец, пап, если ты это имеешь в виду.	вообщеть кажется кореец папа это иметь вид
Он кореец?	он кореец
Да. Ну конечно! Он замечательный кореец, да?	да ну конечно он замечательный кореец да
Но с тобой это никак не связано.	но ты это никак связать
Ну, надеюсь, все получится.	ну надеяться получиться
