cleaned_text	lemm_text
Знаете что, давайте сделаем перерыв и перекусим.	знаете что давать сделать перерыв перекусить
Нет, не сейчас.	нет сейчас
А Мелинда разрешает нам есть когда мы хотим.	а мелинда разрешать мы хотеть
Ну, это потому, что Мелинда - подружка вашего папочки и не ваша мама,...	ну это потому мелинда подружка ваш папочка ваш мама
...и это не её обязанность - говорить вам когда есть. Это моя обязанность.	и это её обязанность говорить есть это обязанность
Так что давайте есть.	так давать есть
Я просто думаю, что, когда имеешь дело с печатью на ткани, ...	я просто думать что иметь дело печать ткань
...всегда лучше определиться с цветом фона.	всегда определиться цвет фон
И сделать оттенок таким же повсюду? Белая магнолия?	и сделать оттенок такой повсюду белый магнолия
Или барселонский белый, он теплее.	или барселонский белый тёплый
И последнее, что я хотела бы обсудить с тобой.	и последний хотеть обсудить ты
Рождественская вечеринка, Джеки, мы были бы рады видеть тебя на ней.	рождественский вечеринка джеки рад видеть она
Я знаю, что это твое первое Рождество после развода.	я знать это твой первое рождество развод
Чтож. Спасибо. Это очень мило,...	чтожий спасибо это очень мило
...но я проведу Сочельник со своими детьми.	но провести сочельник свой ребёнок
Но спасибо, что не забыла обо мне.	но спасибо забыть о я
Я знаю, какими могут быть праздники.	я знать какой мочь праздник
Точно. Я ценю это.	точно я ценить это
Увидимся утром.	увидеться утром
Хорошо.	хорошо
Выглядит замечательно.	выглядеть замечательный
Так, у нас есть десять минут. Уилл, можешь включить музыку?	так десять минута уилла мочь включить музыка
- Я могу побыть диджеем? - Да, можешь.	я мочь побыть диджей да мочь
- Отлично. - И Джесс...	отлично и джесс
- Так, отнеси это в столовую. - Хорошо.	так отнести это столовый хорошо
- А это в бар. Ты мне очень поможешь. - Хорошо.	а это бар ты очень помочь хорошо
- Привет, папочка. - Привет, Джесс. С Рождеством!	привет папочка привет джесс с рождество
Привет, Мелинда.	привет мелинда
С Рождеством.	с рождество
Привет.	привет
Подумал, что у нас будет больше времени утром	подумать время утром
...если привезти подарки сегодня.	если привезти подарок сегодня
Дэн, моя Рождественская вечеринка сейчас начнется.	дэн рождественский вечеринка начаться
Правда?	правда
Привет, Мелинда.	привет мелинда
Привет, Джекки.	привет джекка
Может быть положишь эти подарки под елку?	мочь положить подарок ёлка
Было бы замечательно.	быть замечательный
Хорошо.	хорошо
Вижу, ты купил Уиллу сноуборд.	видеть купить уилла сноуборд
Да. Хочу, чтобы он взял его в путешествие.	да хотеть взять путешествие
Я думала, мы договорились не дарить больших подарков.	я думать договориться дарить больший подарок
Это же не соревнование, Джеки.	это соревнование джеки
Можно я выключу это?	можно выключить это
Да. И знаешь что? Я уже не успеваю.	да и знаешь что я успевать
Не разрешай детям поздно ложиться сегодня.	не разрешать ребёнок поздно ложиться сегодня
Они должны быть у меня в 9:00. Вылет в полдень.	они должный 900 вылет полдень
Джеки, это тебе.	джеки это ты
Дэниел сказал, что на этой неделе у тебя день рождения.	дэниел сказать неделя день рождение
Да. Спасибо.	да спасибо
Соровник стукнул. Ого.	соровникнуть стукнуть ого
Это дизайнерская кофта. Джуси Кутюр.	это дизайнерский кофта джусить кутюра
Я же знаю, что ты не вылезаешь из своей любимой толстовки.	я знать вылезать свой любимый толстовка
Поэтому подумала, что тебе может пригодиться новая. Более модная.	поэтому подумать ты пригодиться новый более модный
Она очень удобная.	она очень удобный
Что ж, это очень любезно с твоей стороны.	что ж это очень любезно твой сторона
Можно я позже открою?	можно поздний откроить
- Да. Конечно. - Ага, конечно.	да конечно ага конечно
Хорошо. Ну, с Рождеством.	хорошо ну рождество
- Эй! - Нет, я слушаю.	эй нет слушать
То есть они просто ждали когда я открою подарок.	то просто ждать откроить подарок
Какой болван.	какой болван
Эй, Уилл, не забудь - на следующей неделе День рождения твоей мамы.	эй уилла забыть следующий неделя день рождение твой мама
Я знаю.	я знать
Болван.	болван
- Ты думаешь это нелепо? - Определенно.	ты думать это нелепо определённо
Приехать к нам без предупреждения вместе с Мелиндой в канун рождества?	приехать мы предупреждение вместе мелинда канун рождество
Джеки, ты очень много ему прощаешь.	джеки очень прощать
Я бы голову ему открутила.	я голова открутить
Согласна, а ты думаешь я по жизни в этом свитере?	согласный думать жизнь свитер
Ну последнее время точно,...	ну последний время точно
...я думаю я была с тобой когда ты его купила 20 лет назад.	я думать ты купить 20 год назад
Дай передохнуть. У меня и времени не было, чтобы измениться.	дать передохнуть у время быть измениться
Но... ты согласна с Мелиндой ?	но согласный мелинда
Да какая разница? ?	да разница
"Точно, ты вся такая ""не обращайте на меня внимания,"	точно весь такой не обращать внимание
"""я просто сломленная и побитая..."	я просто сломить побить
"и мой мозг восстает против магазинов и секса""."	мозг восставать против магазин секс
Поверь мне, ты справишься.	поверь я справиться
О чем ты вообще?	о вообще
О подружке Дэниэла.	о подружка дэниэл
О боже, я собиралась тебе сказать.	о бог собираться ты сказать
На прошлой неделе я встретила её в супермакете. На вид ей лет 16.	на прошлый неделя встретить её супермакет на вид год 16
Очень мило, Энни. Ты мне очень помогла.	очень мило энни ты очень помочь
Что? Извини, дорогая, но это правда.	что извинить дорогой это правда
Джеки, естественно, симпатичнее и умнее.	джеки естественно симпатичный умный
О чем только думал Дэниэл?	о думать дэниэл
Он думает, что она выглядит на 16.	он думать выглядеть 16
А Мелинда девушка на одну ночь или у него абонемент?	а мелинда девушка один ночь абонемент
О, нет нет, она его подружка.	о нет подружка
6 месяцев, и ей не 16, а все 28.	6 месяц 16 28
Кто-нибудь ешё хочет шампанского?	ктонибыть ешё хотеть шампанский
Нет, спасибо, я за рулем.	нет спасибо руль
Нет, у нас за ужином вино.	нет ужин вино
Кстати об ужине, нам пора.	кстати ужин мы пора
Ну что покатили?	ну покатить
Не, подожди. Ты куда собралась?	не подождать ты собраться
Ну, у нас столик забронирован на 8.	ну столик забронировать 8
Значит я приготовила всю эту еду для...	значит приготовить еда для
Я надеюсь ты не уедешь?	я надеяться уехать
Блин, Извини, дорогая. Всё новмально?	блин извинить дорогой весь новмальный
Знаешь. Да какая разница. Мы с Брайэном остаёмся.	знаешь да разница мы брайэном оставаться
- Мы тоже можем остаться. - Нет нет нет нет нет, извините.	мы мочь остаться нет нет извинить
А знаете что.я просто Не хочу чтобы вечеринка заканчивалась.	а знаете чтой просто не хотеть вечеринка заканчиваться
- Да всё нормально. Вы, ребят, идите. - Мы всё понимаем.	да весь нормальный вы ребята идти мы весь понимать
Просто идите. Повеселитесь там.	просто идти повеселиться там
Дорогая, ты уверена? Всё нормально?	дорогой уверить весь нормальный
Ты отлично справляешься.	ты отлично справляться
- Мы сделаем для тебя. - Хорошо.	мы сделать ты хорошо
- Миша! - Спасибо.	миша спасибо
Мы собираемся к бабушке с дедушкой,...	мы собираться бабушка дедушка
..но к десерту мы вернемся.	но десерт вернуться
Милая. Нам пора.	милый мы пора
- Ладно. - Хорошо.	ладный хорошо
Ей, ей.	она она
Мам, я помогу.	мама помочь
нет, не надо, тебе пора спать.	нет надо ты пора спать
Завтра рано вставать.	завтра рано вставать
скоро твой день рождения. Тридцатого декабря?	скоро твой день рождение тридцать декабрь
Да.Да.Тридцатого.	дадатридцать
Думаешь нам стоит ехать кататься на лыжах?	думать мы стоить ехать кататься лыжа
Почему нет.	почему нет
А может нам лучше здесь остаться?	а мы остаться
На мой день рождения?	на день рождение
Да. Я имею ввиду тебе лучше не оставаться одной...	да я иметь ввиду ты оставаться один
...в свой собственный день рождения.	в свой собственный день рождение
А я и не буду одна. Ко мне приедут подруги.	а быть один к приехать подруга
Тебе не о чем беспокоиться.	ты беспокоиться
Мы может устроить вечеринку?	мы устроить вечеринка
Знаешь что? Мы купим торт когда ты вернешься.	знаешь что мы купить торт вернуться
Но ты же собираешься повеселиться, правда?	но собираться повеселиться правда
Даа, я собираюсь повеселиться по полной,	даа собираться повеселиться полный
...я вас разыщу, позвоню...	я разыскать позвонить
...И заставлю спеть песенку для меня.	и заставить спеть песенка я
- Обещаешь? - Обещаю. А сейчас иди спать.	обещать обещать а идти спать
- Спокойной ночи, мам. - Спокойной ночи	спокойный ночь мама спокойный ночь
- Я тебя люблю. - Я тебя тоже люблю.	я любить я любить
А этот шоколадный санта был в твоём чулке.	а шоколадный сант твой чулок
Но ты же не особо любишь сладости, верно?	но особо любить сладость верно
Нет, Можешь взять. Только не ешь за завтраком.	нет мочь взять только есть завтрак
- Хорошо, я тебя люблю. - Я тебя тоже люблю.	хорошо любить я любить
Люблю. Люблю.	любить любить
- Пока, мам. - я тебя люблю, мам.	пока мама любить мама
- Я тоже вас люблю. Повелелитесь.	я любить повелелиться
Счастливого Рождества!	счастливый рождество
Счастливого Рождества!	счастливый рождество
Кстати, а когда дети вернуться?	кстати ребёнок вернуться
За день до нового года.	за день новое год
Я думала вы ребят две недели работаете, две - отдыхаете.	я думать ребята два неделя работать два отдыхать
Обычно да, но сейчас каникулы.	обычно да каникулы
Что?	что
С Днём Рождения.	с днём рождение
Ты на Гавайях отметишь свой день рождения.	ты гавайи отметить свой день рождение
Что?	что
Быстро, три дня, три ночи, ...	быстро день ночь
...В отеле Ройал Гавайи.	в отель ройать гавайи
Мы позагораем, сделаем массаж, попьем коктейли у бассейна.	мы позагорать сделать массаж попить коктейль бассейн
- Кристин! - Что? Ты моя лучшая подруга.	кристин что ты хороший подруга
Тебе стукнет 40, и мне скоро,...	ты стукнуть 40 скоро
...и мы это абсолютно заслужили..	и это абсолютно заслужить
Спасибо.	спасибо
Я не знаю получится ли это, Джекки. Мы собирались на вечеринку.	я знать получиться это джекка мы собираться вечеринка
Ну,ты можешь нанять няню?	нут мочь нанять няня
Думаешь, я найду её на кануне Нового года?	думать найти её канун новое год
Папа полный отстой на сноуборде!	папа полный отстой сноуборд
Ну, спасибо тебе, Уилл.	ну спасибо ты уилла
Папа, упал семь раз!	папа упасть семь раз
Спасибо. Могу я поговорить по своему телефону, пожалуйста?	спасибо мочь поговорить свой телефон пожалуйста
Слушай, мне надо спросить у Мелинды.	слушай спросить мелинда
Что, подождать. Мой первый отпуск за три года	что подождать мой один отпуск год
...зависит от 28 летней ?	зависеть 28 летний
Ей будет 29 в марте.	она 29 март
Она что старая?	она старый
Ладно, Джеки. Я попробую что нибудь сделать.	ладный джеки я попробовать сделать
Нет, только дай мне знать как можно скорее.	нет дать знать скорее
- Джеки! Джеки. - Эй.	джеки джеки эй
Моя бабушка упала и сломала себе бедро.	мой бабушка упасть сломать бедро
О, боже...С ней всё хорошо? ?	о божес весь хорошо
Я надеюсь. Я должна пойти в больницу.	я надеяться я должный пойти больница
...и поговорить с докторами.	и поговорить доктор
Никто больше это не сделает.	никто это сделать
Она действительно напугана.	она действительно напугать
Боже.Конечно, пошли.	божеконечный послать
- Куда ты собралась? - Я собралась тебя отвезти.	куда собраться я собраться отвезти
Нет. Ты не пропустишь этот рейс.	нет ты пропустить рейс
- Нет. - Да.	нет да
Нет.	нет
- Джеки! - Кристин, нет.	джеки кристин нет
Джеки, прекрати вести себя как пятилетняя.	джеки прекратить вести пятилетний
- Но... - За всё заплачено.	но за весь заплатить
Это... Это твой подарок на День Рождения.	это это твой подарок день рождение
Что я там буду делать одна?	что быть делать один
Тоже самое что мы бы делали вместе.	тоже самый делать вместе
Загорать, делать массаж, спать.	загорать делать массаж спать
Кроме того, если ты не поедешь, Я буду чувствовать себя действительно ужасно.	кроме тот поехать я быть чувствовать действительно ужасно
Я знаю.	я знать
Знаешь, ты права. Мне надо поехать.	знаешь право я поехать
Я обещала Уиллу.	я обещать уилла
Что ты обещала Уиллу?	что обещать уилла
Я ему обещала что Я повеселюсь на свой День рождения.	я обещать я повеселиться свой день рождение
Я сказала ему что уезжаю. И он был очень взволнован.	я сказать уезжать и очень взволновать
Прекрасно. Замечательно. Сделай это для Уилла.	прекрасно замечательный сделать это уилла
Ты мученица.	ты мученица
Огромное спасибо.	огромный спасибо
Пожалуйста. Повесились.	пожалуйста повеситься
Хорошо. Я собираюсь повеселится.	хорошо я собираться повеселиться
- Хорошо.Развлекись. Да. - Люблю твою бабушку.	хорошоразвлечься да любить твой бабушка
Дуй на самолёт.	дуть самолёт
- Спасибо! - Конечно.	спасибо конечно
Позвони мне когда устроишся.	позвонить устроишся
Расскажи мне обо всём, так я не буду ревновать.	рассказать о весь быть ревновать
Наши друзья ненавидят нас за то что мы развелись.	наш друг ненавидеть развестись
Вы знаете. То есть, я имею ввиду, я и Даниель, у нас были разногласия.	вы знаете то есть иметь ввиду даниель разногласие
И не забывайте что он обманщик.	и забывать обманщик
Но суть в том, что я никогда не проводила отпуск одна.	но быть тот проводить отпуск один
Никогда.	никогда
Спасибо. Вы понимаете про что я говорю?	спасибо вы понимать говорить
Да. Я думаю что понимаю.	да я думать понимать
Это всё?	это весь
Да.	да
Моя единственная проблема в том. что мне почти сорок,...	мой единственный проблема тот сорок
...и я чувствую себя, как моя дочь в новой школе, вы понимаете?	и чувствовать себя дочь новый школа понимать
"""Повеселиться? Завести друзей?"""	повеселиться завести друг
Вы когда нибудь это чувствовали?	вы это чувствовать
Нет. Мне нравится путешествовать одному.	нет я нравиться путешествовать один
Верно. Вы работаете.Я это вижу.	верно вы работаетей это видеть
У меня есть книга. Так что я её буду читать.	у книга так её быть читать
Тихо.	тихо
Алоха, Добро пожаловать в Ройал Гавайи.	алох добро пожаловать ройать гавайи
Спасибо.	спасибо
Алоха, мисс Лоуренс.	алох мисс лоуренс
Позвольте мне подготовить шезлонг.	позволить подготовить шезлонг
Спасибо.	спасибо
Мадам.	мадам
Я не заказывала напиток.	я заказывать напиток
Это от джентельмена у бассейна.	это джентельмен бассейн
- Спасибо. - На здоровье.	спасибо на здоровье
Привет, я Майкл.	привет майкл
Привет , Майкл.	привет майкл
Я передал вам напиток.	я передать напиток
Да, спасибо.	да спасибо
Итак, вы в отпуске?	итак отпуск
Да, да. Только приехала.	да да только приехать
Да, мы... Мы были здесь перед Рождеством.	да мы мы рождество
Типа работа - отдых, гибридная поездка.	тип работа отдых гибридный поездка
Собрания и вся эта ерунда.	собрание весь этот ерунда
Мы ортодонты.	мы ортодонты
Ладно.	ладный
Вы когда нибудь лечили зубы? Они идеальные.	вы лечить зуб они идеальный
Нет, с тех пор как мне было 12.	нет тот пора 12
Так значит в прошлом году?	так значит прошлое год
Итак,мне кажется я не услышал ваше имя.	итакмна кажется услышать ваш имя
Не думаю что я говорила.	не думать говорить
Прекрасно. Вы не одна из тех женщин	прекрасно вы один тот женщина
которые не дают мужчинам легкого пути ?	который давать мужчина лёгкое путь
Я должен сказать вам, я не встану с этого стула	я должный сказать вы встать стул
...пока вы не согласитесь поужинать со мной.	пока согласиться поужинать я
Извините, мисс.	извинить мисс
Мне кажется вы записались на урок сёрфинга,...	я кажется записаться урок сёрфинга
...и вы уже опаздываете.	и опаздывать
Я возьму вашу сумку и полотенце, и...	я взять ваш сумка полотенце и
вам надо пойти со мной прямо сейчас на пляж...	пойти я прямо пляж
Да. Урок сёрфа.	да урок сёрф
Именно поэтому я и приехала на Гавайи. Научится сёрфингу.	именно поэтому приехать гавайи научиться сёрфинга
Да, и извините что задержал вас.	да извинить задержать вы
- Да. Нет проблем. - Ладно.	да нет проблема ладный
Извините, Майкл. Рада была познакомиться.	извинить майкл рада познакомиться
Спасибо, что спас меня.	спасибо спасти я
- С Рождеством. - Тебя тоже с Рождеством.	с рождество ты рождество
Так, что с уроком?	так урок
- Ты серьёзно? - Почему нет?	ты серьёзно почему нет
Зачем? Нельзя научить старую собаку новым трюкам.	зачем нельзя научить старый собака новый трюк
Какую собаку? И кто старый?	какой собака и старый
Хорошо, спасибо, но я... нет.	хорошо спасибо я нет
Ладно. Хорошо, но если ты передумаешь, Я рядом.	ладный хорошо передумать я ряд
Между прочим, Я Кайл.	между прочить я кайло
Кайл. Я Джеки. Ещё раз спасибо что спас меня.	кайло я джеки ещё спасибо спасти я
Рад был помочь.	рад помочь
Ладно! Что случится?	ладный что случиться
Привет! Вы хотите записаться на урок? - Да.	привет вы хотеть записаться урок да
Позвольте узнать ваше имя и номер комнаты.	позволить узнать ваш имя номер комната
- Да. Я Джеки, комната 276. - Джеки.	да я джеки комната 276 джеки
Джеки, 276. Вы хотите к определенному инструктору?	джеки 276 вы хотеть определённый инструктор
- Нет. - Нет?	нет нет
Хорошо, я запишу вас к Карен.	хорошо записать карен
Подождите. А знаете что? Есть один человек. Кайл.	подождать а знаете что есть человек кайло
У Кайла всё занято.	у кайло весь занятый
Я могу позвонить вам, если кто то отменит?	я мочь позвонить вы отменить
Нет, нет. О нет. Это не столь важно.	нет нет о нет это столь важный
- Это, не трудно. Правда. - Нет. не беспокойтесь. Всё хорошо.	это трудно правда нет беспокоиться весь хорошо
"""Старая собака""? Ты дествительно так и сказала?"	старый собака ты дествительный сказать
Он заставил меня нервничать.	он заставить нервничать
Да, но это тебя не оправдывает?	да это оправдывать
Тебе сорок и ты что, не можешь попробовать что то новое?	ты сорок что мочь попробовать новое
Хорошо, кажется действительно глупо отступать.	хорошо кажется действительно глупо отступать
Глупо.	глупо
Ладно. Эй, как твоя бабушка?	ладный эй твой бабушка
Испугана. И ненавидит больницы. Я правда рада что осталась.	испугать и ненавидеть больница я правда рада остаться
Прости.	простить
Как комната?	как комната
Номер великолепный, Кристин. Огромное спасибо.	номер великолепный кристин огромный спасибо
Джеки?	джеки
Крис, я могу тебе перезвонить?	крис мочь ты перезвонить
Конечно.	конечно
Привет.	привет
- Ты искала меня? - Нет.	ты искать я нет
Правда? Потому что Томми сказал что ты спрашивала про мои уроки.	правда потому томми сказать спрашивать мой урок
Да. Знаешь, ты меня убедил.	да знаешь убедить
И знаешь, у тебя все занято.	и знаешь занятый
На самом деле, у меня окно завтра в 5:00.	на самый дело окно завтра 500
Итак, последний урок в конце дня?	итак последний урок конец день
Нет, нет.Это хорошо. Прекрасно.	нет нетэтый хорошо прекрасно
Знаешь, мудрость серфера гласит: когда ты выплывешь	знаешь мудрость серфер гласить выплыть
...из своего теплого гнездышка и поймаешь волну, это изменит твою жизнь.	из свой тёплый гнёздышко поймать волна это изменить твой жизнь
Сёрфинг изменит мою жизнь?	сёрфинга изменить мой жизнь
Увидимся завтра в 5.00	увидеться завтра 500
Прекрасно. Теперь держи колени согнутыми	прекрасно теперь держать колено согнутый
...и голова должна быть по центру доски.	и голова должный центр доска
Как будто ты танцуешь.	как танцевать
Хорошо. Это подсказка, помнишь?	хорошо это подсказка помнить
Да. Знаешь, а мы можем поити когда волны будут поменьше?	да знаешь мочь поить волна быть маленький
Нет, нет.Нам нужны волны. Мы ищем их. Волны...	нет нетно нужный волна мы искать они волна
Волны это хорошо.	волна это хорошо
Так хорошо??	так хорошо
Не забывай держать голову по центру доски и расслабься.	не забывать держать голова центр доска расслабиться
Вот так.	вот так
Смотри за шагом.	смотреть шагом
Опускайся на доску.	опускаться доска
- Немного дальше. - Дальше?	немного далёкий далёкий
- Немного дальше. - Дальше?	немного далёкий далёкий
- Немного дальше. - Дальше?	немного далёкий далёкий
Ты молодец.	ты молодец
Плыви.	плыть
Я хочу что бы ты расслабила колени и плыла.	я хотеть расслабить колено плыть
Хорошо, давай найдём тебе хорошую волну.	хорошо давать найти ты хороший волна
Раз, два, три, давай!	раз два три давать
Плыви.Давай в перёд. Плыви! Отлично!	плывидавать перёд плыть отлично
Вставай на колени, Джеки. На колени.	вставать колено джеки на колено
Прекрасно. На ноги.	прекрасно на нога
Почти. Что случилось?	почти что случиться
Я потеряла равновесие.	я потерять равновесие
Правильно. Потому что ты не держала голову по центру как я тебе сказал.	правильно потому держать голова центр ты сказать
В следующий раз делай как тебе говорят. Вперёд.	в следующий делать ты говорят вперёд
Плыви.	плыть
Вставай на ноги, Джеки! Вставай!	вставать нога джеки вставать
Да! Давай! Давай!	да давать давать
Хорошо, в следующий раз ты встанешь. Я тебе гарантирую.	хорошо следующий встать я ты гарантировать
Что заставляет тебя это говорить?	что заставлять это говорить
Потому то есть парни которые уже 78 лет ...	потому парень который 78 год
...делают это каждый день. Плюс, ты естественная.	делать это каждый день плюс естественный
Теперь , перестань уже валяться и возвращайся на доску.	теперь перестать валяться возвращаться доска
Давай вставай на неё. Вперёд.	давать вставать она вперёд
Сколько я могу тебе показывать?	сколько мочь ты показывать
Что мы практиковали на берегу? Двигайся сюда.	что практиковать берег двигаться сюда
Вставай на неё.	вставать она
И плыви. Давай.	и плыть давать
- Плыть? - Плыви.	плыть плыть
- Я? - Да.	я да
Это то для чего ты.	это ты
У меня получается.	у получаться
Давай, Джеки!	давать джеки
Ты смотришь?	ты смотреть
Это было круто!	это круто
Удивительно!	удивительно
Как насчет выпить? Я плачу.	как насчёт выпить я плач
Да. Клево.	да клевый
Так что занесло тебя в Гавайи? Отдых или работа?	так занести гавайи отдых работа
Отдых.	отдых
В принципе, это подарок моей подруги...	в принцип это подарок мой подруга
...но она не смогла поехать потому что её бабушка упала.	но смочь поехать её бабушка упасть
На мой день рождения. Моё сорокалетие.	на день рождение мой сорокалетие
Прекрасно. Когда у тебя День Рождения?	прекрасно когда день рождение
Завтра. Или уже сегодня через несколько часов.	завтра или сегодня несколько часы
Ну тогда, С днём рожденья.	ну тогда с днём рождение
Спасибо.	спасибо
- Так ты из Малибу? - Да.	так малиб да
Почему переехал на Гавайи?	почему переехать гавайи
- Тебе какую версию рассказать: длинную или короткую? - У меня есть время.	ты какой версия рассказать длинный короткий у время
Ладно.	ладный
Хорошо, для начала, Мой папа - заядлый моряк, верно?	хорошо начало мой папа заядлый моряк верно
Итак, когда мне было 12 лет,...	итак 12 год
...он учавствовал в гонке.	он учавствовать гонка
Она пролегала от Лос Анджелеса до Гаваев. Он взял меня с собой.	она пролегать лос анджелес гаваев он взять себя
Потом мы... Ближе к концу гонки...	потом мы близкий конец гонка
- Привет, вот держите. - Спасибо.	привет держать спасибо
- Спасибо. - Держи.	спасибо держать
Да?	да
Это были двенадцать долгих дней в море. Мы закончили эту гонку здесь.	это двенадцать долгий день мор мы закончить гонка здесь
Мы переплыли через канал Молокай...	мы переплыть канал молокать
...только здесь такой невероятный восход солнца.	только невероятный восход солнце
А потом мы увидели Алмазную Голову. Это удивительно.	а увидеть алмазный голова это удивительно
Мы держались. Мы только подошли ...	мы держаться мы подойти
и увидели серфингистов, озаренных первыми лучами солнца.	увидеть серфингист озарить один луч солнце
И боже, мне показалось...	и бог показаться
...что это самое красивое что я видел в жизни.	что это самый красивый видеть жизнь
И я сказал себе, что когда нибудь буду здесь жить.	и сказать себя быть жить
Так я и сделал.	так сделать
Ух ты. Хорошая история. И здесь на самом деле красиво.	ух ты хороший история и самый дело красиво
- Что? - Нет. Ничего.	что нет ничто
Нет, что?	нет что
Ты действительно красивая.	ты действительно красивый
Спасибо.	спасибо
Я не слышала этот комплимент очень давно.	я слышать комплимент очень давно
Ты знаешь, Кайл...	ты знаешь кайло
Когда я предложила тебе выпить, я на тебя не давила.	когда предложить ты выпить давить
Я имею ввиду, я не была ни с кем кроме мужа к тех пор как мне исполнилось 26.	я иметь ввиду кто кроме муж тот пора исполниться 26
Знаешь, это просто выпивка. Вот и все.	знаешь это просто выпивка вот весь
Да.	да
Возьмите комнату?	взять комната
- У тебя есть комната? - Ну, вообщето то, есть.	у комната ну вообщеть то есть
Что случилось?	что случиться
Я чувствую себя как в первый раз.	я чувствовать один раз
Потому что так и есть.	потому есть
Со мной.	с я
Было весело?	быть весело
Было. Спасибо.	быть спасибо
Это доставило мне удовольствие.	это доставить удовольствие
Спасибо.	спасибо
Я должен бежать.	я должный бежать
Итак, хлопнула дверь и он ушел.	итак хлопнуть дверь уйти
...а я... рыдала как ребенок до трех утра.	а я рыдать ребёнок три утро
Вот как я встретила свое сорокалетие.	вот встретить свой сорокалетие
Но, я имею ввиду, дело не в этом.	но иметь ввиду дело это
Я хочу сказать, что, как взрослый человек...	я хотеть сказать что взрослый человек
...я не должна была принимать	я должный принимать
...это смешное глупое решение, которые я приняла...	это смешной глупый решение который принять
...и не сворачиваться в клубок в соплях и слезах на всю ночь ?	и сворачиваться клубок сопля слеза ночь
Хорошо. Значит, отсутствие чувств это признак зрелости?	хорошо значит отсутствие чувство это признак зрелость
Ну, слава богу мой кофе принесли . Подожди.	ну слава бог кофе принести подождать
- Привет. - Доброе утро.	привет добрый утро
Я тебе перезвоню.	я ты перезвонить
Позвони мне.	позвонить я
Что ты здесь делаешь?	что делать
Я решил взять выходной и помочь тебе отрпраздновать день рождения.	я решить взять выходной помочь ты отрпраздновать день рождение
Ну, я... Я заказала завтрак.	ну я я заказать завтрак
Отлично. Я проголодался.	отлично я проголодаться
Я и понятия не имела что рыбы могут быть такими красивыми.	я понятие иметь рыба мочь такой красивый
- Великолепно, да? - Восхитительно.	великолепно да восхитительно
Приятель. Это ожёг медузы.	приятель это ожечь медуза
Я не очень хорошо говорю на английском.	я очень говорить английский
Эй, принеси пожалуйста бутылку уксуса из сумки?	эй принести пожалуйста бутылка уксус сумка
Всё будет в порядке.	весь порядок
Спасибо большое.	спасибо большой
