cleaned_text	lemm_text
это подрывает основы морали,	это подрывать основа мораль
моей и, я надеюсь, вашей.	мой и надеяться ваш
Да, спасибо за это.	да спасибо это
Обвиняемая	обвинять
приговаривается к трём годам заключения	приговариваться три год заключение
в тюрьме Карсон.	тюрьма карсон
С этого момента она будет находиться под стражей.	с момент находиться стража
Пожалуйста, следующее дело.	пожалуйста следующий дело
Вы даже не можете взглянуть на неё?	вы мочь взглянуть она
Вы только что растоптали чью-то жизнь,	вы растоптать чьюто жизнь
и даже поленились посмотреть на неё?	полениться посмотреть она
Девушка, которая там сидит, -	девушка который сидеть
это ведь человек, Судья,	это человек судья
человек борющийся за свою жизнь.	человек бороться жизнь
Может, вам стоит поменять профессию,	мочь стоить поменять профессия
раз нынешняя сделал вас таким бесчувственным.	нынешний сделать такой бесчувственный
Адвокат, ради благополучия вашей клиентки, и, возможно, ради вас самого,	адвокат ради благополучие ваш клиентка и возможно ради самый
вам бы следовало сейчас замолчать.	следовать замолчать
Возьмите обвиняемую	взять обвинять
под стражу, пожалуйста.	стража пожалуйста
Следующее дело.	следующий дело
Извини.	извинить
Адам, могу я с тобой поговорить пару минут?	адам мочь ты поговорить пара минута
Это очень важно,	это очень важный
и мне нужно, что присутствовала моя подруга.	нужно присутствовать подруга
Она вон там.	она вон там
В чём дело?	в что дело
Когда я вчера увидела Крикшанка,	когда вчера увидеть крикшанк
его лицо показалось мне знакомым.	лицо показаться знакомый
Но я не могла вспомнить откуда.	но мочь вспомнить откуда
А потом...	а потом
Я раньше работала в одной службе.	я ранний работать один служба
Нина всё ещё работает там.	нина весь ещё работать там
В службе сопровождения?	в служба сопровождение
Да.	да
Я попросила Нину прийти сегодня утром,	я попросить нина прийти сегодня утром
чтобы узнать, подтвердит ли она это.	узнать подтвердить это
Скажи ему.	сказать он
Этот человек - наш клиент.	этот человек наш клиент
Он приходит постоянно, и ещё девочки ходят к нему.	он приходить постоянно ещё девочка ходить он
- Крикшанк? - Я была	крикшанк я
в его гостиничном номере два или три раза,	гостиничный номер раз
точно знаю.	точно знать
"Мы зовём его ""Малыш Гербер"""	мы звать малыш гербер
потому что он лопочет, как малыш, когда...	лопотать малыш когда
Этот человек... Аптон Крикшанк?	этот человек аптон крикшанк
А ещё он иногда любит наряжаться в женскую одежду.	а ещё любить наряжаться женский одежда
Расскажи ему остальное.	рассказать остальной
"У нас в ""Элегант""..."	у элегант
"так называется наша служба, ""Элегант""..."	называться наш служба элегант
есть несколько клиентов, вызывающих опасения насчёт безопасности.	несколько клиент вызывающий опасение насчёт безопасность
Он - один из них.	он они
Он любит жёсткий секс.	он любить жёсткий секс
Для нашей безопасности	для наш безопасность
во всех комната установлены камеры.	комната установить камера
У вас есть его фотографии?	у фотография
И видео.	и видео
- Мальчиш-хорошиш? - У них есть видео.	мальчишхорошиш у видео
Нина мне его покажет.	нина показать
Могу я посмотреть?	мочь посмотреть
Что ты собираешься делать?	что собираться делать
Не знаю.	не знать
Что значит, не знаешь?	что значит знаешь
Используй это. Иди к Мальчишу-хорошишу,	использовать это идти мальчишухорошиш
скажи, чтобы отпустил твою клиентку, или ты всем это покажешь.	сказать отпустить твой клиентка весь это показать
Это вымогательство.	это вымогательство
Это неэтично и уголовно наказуемо,	это неэтичный уголовно наказуемый
мистер претендент на звание Лучшего юриста года.	мистер претендент звание хороший юрист год
Когда у тебя есть козырь для избежания тюрьмы, его нужно использовать.	когда козырь избежание тюрьма нужно использовать
Чего тут думать?	что думать
Я не хочу это слушать.	я хотеть это слушать
Тут даже мозгов не требуется, Адам.	тут мозги требоваться адам
Вот почему вы это и придумали.	вот почему это придумать
Возьми фотографии, пойди к Мальчишу-хорошишу,	взять фотография пойти мальчишухорошиш
и подвесь его праведную задницу на флагштоке.	подвесить праведный задница флагшток
Сделай это.	сделать это
Спасибо, что согласились увидеться со мной.	спасибо согласиться увидеться я
Я согласилась только на то, чтобы вы увидели меня,	я согласиться то увидеть я
что вы уже сделали, так что теперь уходите.	сделать уходить
Я прошу об одолжении.	я просить одолжение
У меня есть сильные подозрения, что произошло убийство,	у сильный подозрение произойти убийство
подстроенное так, чтобы оно выглядело, как автомобильная авария.	подстроить так оно выглядеть автомобильный авария
Имеется мотив, нет следов торможения.	иметься мотив след торможение
В аварии замешаны два приятеля со студенческих времён, оба обогатились,	в авария замешать приятель студенческий время оба обогатиться
а жена умерла.	жена умереть
Всё здесь, в этой папке,	весь здесь папка
она такая тонкая, потому что никто это всерьёз не расследовал.	такой тонкий никто это всерьёз расследовать
Я хочу эксгумировать тело.	я хотеть эксгумировать тело
Если я обращусь в суд, муж это опротестует	если обратиться суд муж это опротестовать
и скорее всего выиграет.	скорее выиграть
С другой стороны, если ордер выдаст прокуратура,	с сторона ордер выдать прокуратура
это может получиться.	это получиться
Все обвинители, к которым обращались мои помощники...	весь обвинитель который обращаться мой помощник
они не заинтересованы в поднятии старого дела, по которому	заинтересовать поднятие старое дело который
они вряд смогут добиться обвинения.	вряд смочь добиться обвинение
Чего им тогда беспокоиться?	что беспокоиться
Розанна,	розанна
я знаю, если произошло убийство, то вам это небезразлично.	знать произойти убийство это небезразличный
Я права?	я право
Вы как-то сказали мне, что для вас ваша работа - призвание.	вы както сказать я ваш работа призвание
Если это так...	если это так
Розанна, я смотрела в глаза этому мужу.	розанна смотреть глаз это муж
Он нехороший человек.	он нехороший человек
Он живёт в роскоши.	он жить роскошь
Только что переделал заново свой дом,	только переделать заново свой дом
ему привезли из Италии входную дверь,	привезти италия входной дверь
которая стоит 200 тысяч.	который стоить 200 тысяча
Ездит в экзотические путешествия.	ездить экзотический путешествие
И всё это на кровавые деньги, Розанна,	и весь это кровавый деньга розанна
деньги, полученные им от убийства жены.	деньга получить убийство жена
Я очень благодарна, что вы это делаете.	я очень благодарный это делать
Мне без разницы.	я разница
Вам не обязательно здесь быть.	вы обязательно быть
На самом деле, было бы хорошо, если бы вас здесь не было.	на самый дело хорошо быть
Вы не можете проявить вежливость	вы мочь проявить вежливость
и просто принять благодарность?	просто принять благодарность
Нет.	нет
Мне нужно в суд по делу девочки, закатывающей глаза.	я нужно суд дело девочка закатывать глаз
Принимай тут всё на себя.	принимать весь себя
Невероятно.	невероятно
Разве это можно даже назвать позой?	разве это назвать поза
Теперь, да.	теперь да
Адам, с этим ты можешь сорвать банк.	адам это мочь сорвать банк
Вы говорите о преступном вымогательстве.	вы говорить преступный вымогательство
Я говорю о спасении твоей клиентки.	я говорить спасение твой клиентка
Может, это тебя пора называть Мальчишом-хорошишом?	мочь это пора называть мальчишомхорошиш
Отдай это дело мне,	отдать это дело я
если сам не можешь с справиться.	мочь справиться
Дай Томми Джефферсону этим заняться.	дать томми джефферсон это заняться
А теперь что это он делает?	а это делать
Никто не отрицает,	никто отрицать
что истерия или конверсионное расстройство является заболеванием,	истерия конверсионный расстройство являться заболевание
но нарушение спокойствия, вызываемое Натали,	нарушение спокойствие вызывать натали
просто не даёт классу...	просто давать класс
Мисс Корн, ради всего святого, у нас есть законы.	мисс корн ради святой закон
Выгонять ребёнка из школы...	выгонять ребёнок школа
Никто этому не рад, Ваша честь.	никто это рад ваш честь
